ORF	hom | growth (relative abundance in pooled culture) | cisplatin [1 mM] | Wu HI~Brown JM, 2004	hom | growth (relative abundance in pooled culture) | cisplatin [0.23 mM] | Wu HI~Brown JM, 2004	hom | growth (relative abundance in pooled culture) | mitomycin C [0.5 mM] | Wu HI~Brown JM, 2004	hom | growth (relative abundance in pooled culture) | oxaliplatin [10 mM] | Wu HI~Brown JM, 2004
YMR267W	0.618	0.207	NaN	1.215
YIL058W	0.022	0.208	0.039	0.079
YPR095C	0.024	0.208	-0.018	0.094
YER151C	0.791	0.209	0.098	0.851
YLR400W	0.131	0.209	0.005	0.212
YPL101W	0.674	0.209	0.233	0.773
YBR090C	0.003	0.210	0.039	-0.002
YFR013W	0.015	0.210	0.054	0.049
YNL016W	0.134	0.210	0.152	0.046
YPR189W	0.241	0.210	0.130	0.558
YOL109W	0.111	0.212	-0.082	0.142
YBR025C	0.329	0.213	0.145	0.455
YGR192C	0.475	0.213	0.054	0.284
YJL196C	0.096	0.213	0.073	0.154
YMR275C	0.317	0.213	0.089	-0.271
YER007C-A	0.588	0.214	0.050	0.628
YGR018C	0.061	0.214	0.037	0.112
YML054C	0.007	0.214	0.099	0.053
YGR273C	0.023	0.215	0.011	0.037
YOL100W	0.260	0.216	-0.020	0.791
YGR279C	0.028	0.217	0.055	0.141
YKR106W	0.037	0.217	0.024	0.123
YNL067W	0.354	0.217	0.226	0.891
YNL096C	0.466	0.217	0.201	0.709
YLR391W	0.225	0.218	0.007	0.261
YGR110W	0.073	0.219	NaN	0.017
YNL109W	0.554	0.220	0.222	1.107
YBR125C	-0.028	0.221	-0.072	-0.129
YMR143W	0.652	0.222	NaN	0.774
YJL161W	0.066	0.224	0.131	0.086
YOR167C	0.408	0.224	0.237	0.552
YDR146C	0.190	0.225	0.022	0.132
YHR132W-A	0.020	0.225	0.060	-0.052
YNR032W	0.276	0.225	0.092	0.179
YJR094W-A	0.253	0.226	0.182	0.542
YLR384C	0.539	0.227	0.389	0.859
YGR200C	0.456	0.228	NaN	0.824
YIR030C	0.095	0.228	-0.036	0.127
YKL110C	0.383	0.228	0.191	0.623
YMR072W	0.261	0.228	NaN	0.587
YEL061C	0.234	0.229	NaN	0.771
YPR120C	0.324	0.229	0.090	0.574
YDR486C	0.132	0.230	0.038	0.259
YHL033C	0.825	0.230	0.198	1.688
YKL053W	0.272	0.230	0.110	0.399
YLL033W	0.735	0.230	NaN	1.494
YOL006C	0.383	0.231	0.261	0.794
YDR444W	0.017	0.232	-0.093	-0.223
YFL025C	0.597	0.232	0.021	0.352
YFL034C-A	0.051	0.232	0.064	0.166
YBL027W	0.302	0.234	0.206	0.643
YGR197C	0.149	0.234	0.018	0.167
YGR281W	0.031	0.234	0.050	0.098
YOR303W	0.106	0.236	0.009	0.064
YGR148C	0.474	0.238	NaN	1.004
YCL062W	0.394	0.239	0.038	0.284
YJR145C	0.760	0.239	NaN	NaN
YOL155C	0.077	0.239	0.078	0.115
YNL120C	0.749	0.240	NaN	1.011
YJL124C	0.462	0.241	0.119	0.548
YJL137C	0.144	0.241	0.080	0.121
YIR024C	0.163	0.243	0.053	0.279
YML108W	0.383	0.243	0.064	0.591
YIR025W	0.178	0.244	0.012	0.368
YPL178W	0.278	0.246	0.061	-0.279
YAL058C-A	0.203	0.247	0.142	0.413
YGR240C	0.551	0.247	NaN	0.205
YDR199W	0.204	0.250	0.034	0.132
YGL213C	0.372	0.251	0.016	0.502
YOR359W	0.583	0.251	0.001	0.570
YBR031W	0.457	0.253	0.143	0.779
YGR270W	0.152	0.253	0.264	0.156
YML081W	0.163	0.255	NaN	0.107
YBR299W	0.076	0.256	-0.356	0.156
YNL179C	0.361	0.256	0.072	0.305
YGR034W	0.267	0.257	0.002	0.300
YMR322C	0.078	0.257	0.010	0.132
YDR385W	0.595	0.259	0.293	0.661
YAL012W	0.626	0.263	0.006	0.019
YLR192C	0.868	0.263	NaN	1.202
YCR051W	0.393	0.264	0.006	0.669
YPL102C	0.531	0.265	0.021	0.743
YPL214C	0.508	0.265	0.489	0.714
YKR074W	0.355	0.266	0.226	0.468
YIR028W	0.178	0.267	0.002	0.377
YNL055C	0.367	0.267	0.102	0.565
YDR073W	0.085	0.268	-0.019	0.183
YDR120C	0.286	0.269	-0.258	0.284
YGL014W	0.369	0.269	0.152	0.462
YKL016C	0.290	0.271	NaN	0.470
YBL072C	0.574	0.272	0.111	0.525
YEL013W	0.608	0.272	0.121	1.014
YIL030C	0.184	0.272	0.040	0.363
YML123C	0.759	0.274	-0.016	0.706
YDR237W	0.278	0.275	0.411	0.761
YNL024C	0.389	0.275	0.039	0.573
YCL058C	0.752	0.277	NaN	NaN
YLL007C	0.538	0.277	0.049	0.442
YLR389C	0.142	0.278	0.035	0.432
YDR347W	0.495	0.281	NaN	NaN
YGR283C	0.305	0.281	0.126	-0.074
YLR402W	0.236	0.284	0.147	0.395
YOR308C	0.303	0.285	0.166	0.510
YDR440W	0.173	0.286	0.017	0.314
YGR037C	0.434	0.290	NaN	0.731
YOL039W	0.495	0.292	0.234	0.764
YKR094C	0.425	0.293	0.300	0.563
YML047C	0.236	0.294	0.412	0.314
YOL041C	0.612	0.297	0.148	1.349
YIR029W	0.122	0.299	0.057	0.177
YIL133C	0.534	0.302	NaN	1.134
YGL078C	0.435	0.303	NaN	1.126
YPL086C	0.527	0.304	NaN	0.564
YPL118W	0.522	0.305	0.480	1.183
YGL219C	0.402	0.306	NaN	0.721
YGR102C	0.389	0.306	NaN	0.614
YMR269W	0.893	0.306	NaN	1.707
YMR080C	0.448	0.308	-0.070	0.647
YML026C	0.771	0.309	NaN	1.248
YML035C	0.218	0.309	0.036	0.345
YNR037C	0.415	0.312	NaN	0.850
YBR106W	0.563	0.315	NaN	0.311
YER056C-A	1.283	0.315	NaN	NaN
YPR057W	0.559	0.315	0.134	0.866
YLR214W	0.840	0.316	0.130	-0.266
YNL119W	0.659	0.316	0.195	0.999
YIR027C	0.180	0.319	0.139	0.338
YKR099W	0.285	0.321	0.465	0.035
YDR083W	0.726	0.331	0.142	1.134
YDR447C	0.481	0.331	0.255	0.823
YHR111W	0.712	0.332	0.219	0.983
YHR203C	0.858	0.332	NaN	NaN
YJL139C	0.324	0.332	0.101	0.167
YKL032C	0.393	0.337	0.073	0.237
YGL211W	0.803	0.340	NaN	1.042
YKL138C	0.470	0.340	NaN	1.270
YCR031C	0.551	0.341	0.054	0.906
YPL078C	0.390	0.342	NaN	0.642
YPR166C	0.258	0.343	0.399	0.659
YDR471W	0.517	0.344	NaN	0.985
YOR006C	0.516	0.346	0.195	0.754
YFR032C-A	0.407	0.349	0.177	0.808
YGR063C	0.688	0.349	0.128	0.627
YGR085C	0.762	0.352	NaN	1.229
YGR214W	0.679	0.355	0.284	1.092
YDL035C	0.452	0.361	NaN	0.912
YLR441C	0.410	0.363	NaN	0.587
YFR031C-A	0.609	0.365	0.143	1.095
YNR051C	0.503	0.369	0.031	0.562
YJL136C	1.017	0.372	NaN	NaN
YOR295W	0.707	0.374	NaN	1.489
YJL177W	0.620	0.376	0.281	1.140
YDR101C	0.498	0.377	NaN	0.940
YMR194W	0.859	0.382	0.359	1.496
YKL053C-A	0.367	0.384	0.384	0.718
YLL045C	0.809	0.385	0.308	1.531
YNR004W	0.425	0.385	0.183	0.682
YOR309C	0.770	0.386	NaN	1.551
YGR118W	0.760	0.388	NaN	1.078
YOR183W	0.923	0.389	NaN	1.318
YGL244W	0.071	0.396	NaN	-0.154
YMR193C-A	0.933	0.398	0.490	1.600
YGL064C	0.500	0.400	0.423	1.026
YEL054C	0.890	0.403	NaN	1.293
YDR363W-A	0.611	0.414	0.121	0.365
YGL031C	0.706	0.418	0.343	1.284
YDL130W	0.694	0.419	NaN	1.403
YOL121C	0.732	0.423	NaN	1.100
YLR264W	0.721	0.424	NaN	1.130
YGR064W	0.617	0.426	0.146	0.483
YBR181C	0.867	0.428	NaN	1.289
YDR417C	0.852	0.429	NaN	NaN
YOR078W	0.923	0.429	NaN	NaN
YDR126W	0.436	0.434	NaN	-0.513
YBR069C	0.865	0.437	NaN	NaN
YDL061C	0.849	0.441	NaN	NaN
YDL063C	0.685	0.442	0.188	1.325
YHL011C	0.893	0.443	NaN	NaN
YLR448W	0.905	0.444	NaN	1.559
YLL044W	0.835	0.449	NaN	1.845
YOR182C	0.970	0.452	NaN	1.303
YGL147C	0.660	0.460	0.193	1.238
YLR287C-A	0.713	0.467	0.347	1.025
YDL136W	0.844	0.474	0.348	1.604
YNL069C	0.731	0.487	NaN	1.515
YLR388W	0.772	0.493	NaN	1.229
YNL226W	1.149	0.499	NaN	1.702
YHR034C	1.022	0.506	NaN	1.746
YDL082W	1.042	0.524	0.155	1.847
YDL062W	0.770	0.531	0.080	1.347
YIR005W	0.962	0.548	NaN	1.264
YLR068W	1.084	0.560	NaN	1.872
YPR106W	0.557	0.577	0.332	0.497
YNL227C	1.026	0.580	NaN	1.648
YFR034C	0.971	0.622	0.043	0.584
YKR057W	0.823	0.676	NaN	1.372
YDR500C	1.072	0.780	NaN	1.548
YAL046C	NaN	NaN	NaN	NaN
YAL048C	NaN	NaN	NaN	NaN
YAL056W	NaN	NaN	NaN	NaN
YBL103C	NaN	NaN	NaN	NaN
YBR021W	NaN	NaN	NaN	NaN
YBR061C	NaN	NaN	NaN	NaN
YBR082C	NaN	NaN	NaN	NaN
YBR084C-A	NaN	NaN	NaN	NaN
YBR085W	NaN	NaN	NaN	NaN
YBR086C	NaN	NaN	NaN	NaN
YBR095C	NaN	NaN	NaN	NaN
YBR115C	NaN	NaN	NaN	NaN
YBR118W	NaN	NaN	NaN	NaN
YBR165W	NaN	NaN	NaN	NaN
YBR168W	NaN	NaN	NaN	NaN
YBR267W	NaN	NaN	NaN	NaN
YBR285W	NaN	NaN	NaN	NaN
YCR002C	NaN	NaN	-0.684	-0.659
YCR024C	NaN	NaN	NaN	NaN
YCR064C	NaN	NaN	NaN	NaN
YCR071C	NaN	NaN	NaN	NaN
YDL040C	NaN	NaN	NaN	NaN
YDL056W	NaN	NaN	NaN	NaN
YDL068W	NaN	NaN	NaN	NaN
YDL069C	NaN	NaN	NaN	NaN
YDL175C	NaN	NaN	NaN	NaN
YDR079W	NaN	NaN	NaN	NaN
YDR115W	NaN	NaN	NaN	NaN
YDR127W	NaN	NaN	NaN	NaN
YDR375C	NaN	NaN	NaN	NaN
YDR475C	NaN	NaN	NaN	NaN
YDR525W	NaN	NaN	NaN	NaN
YER074W	NaN	NaN	NaN	NaN
YFL018C	NaN	NaN	NaN	NaN
YGL107C	NaN	NaN	NaN	NaN
YGR062C	NaN	NaN	NaN	NaN
YHR046C	NaN	NaN	NaN	NaN
YHR047C	NaN	NaN	NaN	NaN
YHR048W	NaN	NaN	NaN	NaN
YHR049C-A	NaN	NaN	NaN	NaN
YHR051W	NaN	NaN	NaN	NaN
YHR067W	NaN	NaN	NaN	NaN
YHR073W	NaN	NaN	NaN	NaN
YHR076W	NaN	NaN	NaN	NaN
YHR078W	NaN	NaN	NaN	NaN
YHR079C	NaN	NaN	NaN	NaN
YHR080C	NaN	NaN	NaN	NaN
YHR092C	NaN	NaN	NaN	NaN
YJL003W	NaN	NaN	NaN	NaN
YJL102W	NaN	NaN	NaN	NaN
YJL180C	NaN	NaN	NaN	NaN
YJR144W	NaN	NaN	NaN	NaN
YKL194C	NaN	NaN	NaN	NaN
YLR056W	NaN	NaN	NaN	NaN
YLR067C	NaN	NaN	NaN	NaN
YLR182W	NaN	NaN	NaN	NaN
YLR193C	NaN	NaN	NaN	NaN
YML073C	NaN	NaN	NaN	NaN
YML110C	NaN	NaN	NaN	NaN
YMR097C	NaN	NaN	NaN	NaN
YMR138W	NaN	NaN	NaN	0.090
YMR256C	NaN	NaN	NaN	NaN
YNL042W	NaN	NaN	NaN	NaN
YNL050C	NaN	NaN	NaN	NaN
YNL073W	NaN	NaN	NaN	NaN
YNL166C	NaN	NaN	NaN	NaN
YNL180C	NaN	NaN	NaN	NaN
YNL213C	NaN	NaN	NaN	NaN
YNL218W	NaN	NaN	NaN	NaN
YNL241C	NaN	NaN	NaN	NaN
YNL276C	NaN	NaN	NaN	NaN
YNL298W	NaN	NaN	NaN	NaN
YNR044W	NaN	NaN	NaN	NaN
YOL095C	NaN	NaN	NaN	NaN
YOR034C	NaN	NaN	NaN	NaN
YOR054C	NaN	NaN	NaN	NaN
