ORF	hap a | growth (exponential growth rate) | temperature [30°C] | Zakrzewska A~Smits GJ, 2011	hap a | growth (exponential growth rate) | temperature [38ºC] | Zakrzewska A~Smits GJ, 2011	hap a | growth (CFU) | hydrogen peroxide [10 mM], time [10 min], temperature [30°C] | Zakrzewska A~Smits GJ, 2011	hap a | growth (CFU) | acetic acid [327 mM], time [10 min], temperature [30°C] | Zakrzewska A~Smits GJ, 2011	hap a | growth (CFU) | time [10 min], temperature [30°C], temperature [48ºC] | Zakrzewska A~Smits GJ, 2011	hap a | growth (CFU) | hydrogen peroxide [10 mM], time [10 min], temperature [38ºC] | Zakrzewska A~Smits GJ, 2011	hap a | growth (CFU) | acetic acid [327 mM], time [10 min], temperature [38ºC] | Zakrzewska A~Smits GJ, 2011	hap a | growth (CFU) | time [10 min], temperature [38ºC], temperature [48ºC] | Zakrzewska A~Smits GJ, 2011
YKR070W	0.299	NaN	11.752	63.412	0.119	48.120	95.085	45.181
YKR072C	0.350	0.479	17.217	69.584	0.027	44.788	84.000	48.683
YKR073C	0.373	0.393	8.859	73.249	0.027	59.410	97.326	69.930
YKR074W	0.373	0.314	13.528	89.101	0.059	107.952	121.957	78.685
YKR075C	0.366	0.414	11.547	88.318	0.034	56.980	102.275	80.016
YKR076W	0.360	0.334	13.017	59.697	0.035	64.579	122.067	83.895
YKR077W	0.395	0.355	10.290	69.654	0.026	69.678	129.096	92.053
YKR078W	0.413	0.366	10.610	53.311	0.025	53.296	85.308	76.597
YKR080W	0.322	0.277	46.410	118.598	0.076	86.298	154.705	72.441
YKR082W	0.279	0.200	39.511	63.503	0.518	74.733	137.891	93.847
YKR084C	0.350	0.394	11.005	74.510	0.034	59.593	101.563	67.914
YKR085C	0.332	0.679	18.655	136.625	0.079	79.877	76.496	63.332
YKR087C	0.359	0.373	12.512	97.333	0.041	77.587	100.985	115.295
YKR088C	0.359	0.412	13.004	74.637	0.042	55.639	104.482	86.698
YKR089C	0.361	0.420	16.624	82.149	0.036	58.390	105.079	84.483
YKR090W	0.364	0.418	14.495	77.059	0.037	62.006	108.164	82.269
YKR091W	0.374	0.421	10.047	59.185	0.032	54.584	71.834	67.985
YKR092C	0.397	0.379	10.571	76.247	0.030	71.984	95.085	88.900
YKR093W	0.365	0.384	11.227	61.579	0.039	71.546	92.935	92.915
YKR094C	0.265	0.724	43.719	137.129	0.189	56.511	97.690	48.580
YKR095W	0.373	0.435	15.547	60.354	0.025	45.445	80.076	70.219
YKR096W	0.372	0.400	10.684	80.403	0.033	62.124	95.634	84.849
YKR097W	0.282	0.250	9.393	59.905	0.038	59.737	165.786	89.105
YKR098C	0.369	0.304	14.147	86.880	0.029	73.493	119.854	81.795
YKR100C	0.372	0.321	11.985	67.461	0.030	66.998	113.218	89.120
YKR101W	0.365	0.361	17.257	97.697	0.026	61.232	122.166	76.313
YKR102W	0.367	0.517	12.262	79.598	0.036	46.134	94.906	86.687
YKR103W	0.371	0.365	10.424	67.772	0.027	49.860	86.146	69.369
YKR104W	0.375	0.429	12.629	70.311	0.030	52.208	86.883	66.515
YKR105C	0.376	0.345	10.242	78.529	0.029	54.632	93.019	77.631
YKR106W	0.368	0.467	13.454	67.162	0.027	43.511	58.583	52.383
YLL001W	0.367	0.360	17.375	76.372	0.037	80.607	93.963	69.607
YLL002W	0.302	0.224	24.996	163.328	0.226	53.672	87.062	135.843
YLL005C	0.315	0.232	8.132	53.134	0.025	56.060	166.211	79.214
YLL007C	0.317	0.304	50.903	130.159	0.292	84.861	257.468	133.939
YLL010C	0.338	0.384	11.894	105.118	0.031	58.170	108.849	61.816
YLL012W	0.384	0.315	13.110	79.921	0.026	60.331	105.740	77.902
YLL013C	0.395	0.312	10.947	66.813	0.025	57.965	101.942	83.685
YLL014W	0.411	0.301	12.089	70.470	0.025	77.558	124.964	92.416
YLL015W	0.374	0.334	10.684	60.782	0.027	52.125	102.882	81.311
YLL019C	0.347	0.387	17.892	105.466	0.037	58.971	93.511	73.095
YLL020C	0.385	0.320	16.692	65.875	0.033	71.363	121.771	84.771
YLL021W	0.349	0.461	13.858	48.796	0.046	40.442	63.792	58.691
YLL023C	0.366	0.320	10.704	62.718	0.026	59.898	93.213	77.083
YLL024C	0.368	0.335	15.839	78.741	0.049	57.810	103.910	101.866
YLL025W	0.446	NaN	10.275	48.814	0.016	55.388	46.742	86.384
YLL026W	0.364	0.327	14.141	49.748	0.024	55.911	100.067	18.567
YLL028W	0.393	0.316	10.546	52.939	0.026	75.446	86.513	87.450
YLL029W	0.349	0.262	12.396	62.327	0.027	68.211	138.784	127.119
YLL030C	0.389	0.350	13.270	49.607	0.023	49.885	84.116	53.184
YLL032C	0.397	0.346	13.521	63.227	0.025	52.362	95.563	96.286
YLL038C	0.359	0.226	17.469	60.154	0.035	113.455	119.380	51.905
YLL039C	0.373	0.326	8.590	67.947	0.023	79.204	90.943	70.142
YLL040C	0.370	0.238	9.035	46.725	0.023	75.245	89.566	108.367
YLL041C	0.378	0.292	18.470	64.572	0.019	58.827	97.665	104.632
YLL042C	0.363	0.281	11.542	83.059	0.030	90.153	107.986	121.673
YLL044W	0.377	0.386	16.728	58.074	0.025	58.431	57.060	49.767
YLL045C	0.324	0.334	10.872	65.217	0.037	45.807	NaN	NaN
YLL046C	0.378	0.409	13.698	69.016	0.026	55.244	87.013	82.740
YLL047W	0.365	0.380	11.844	80.151	0.033	56.004	105.791	82.824
YLL048C	0.367	0.298	13.301	64.154	0.027	66.539	98.132	92.638
YLL049W	0.387	0.319	19.442	66.070	0.023	70.225	71.059	42.542
YLL051C	0.379	0.313	10.603	58.365	0.027	56.158	112.666	100.249
YLL052C	0.405	0.298	12.318	63.123	0.025	71.446	119.220	116.747
YLL053C	0.369	0.299	10.531	69.364	0.027	60.630	113.722	72.607
YLL054C	0.367	0.341	9.993	81.009	0.029	55.540	107.721	82.319
YLL055W	0.334	0.321	13.689	96.616	0.041	70.888	141.332	99.204
YLL056C	0.347	0.260	10.448	79.473	0.045	87.489	169.420	94.658
YLL057C	0.378	0.312	10.858	63.656	0.024	52.307	114.505	90.386
YLL058W	0.356	0.328	10.703	97.333	0.034	62.448	135.371	78.066
YLL059C	0.386	0.237	10.670	75.991	0.024	88.567	117.615	101.963
YLL060C	0.354	0.297	10.574	70.920	0.030	60.814	115.340	84.895
YLL061W	0.353	0.398	12.723	87.490	0.035	49.582	78.558	75.848
YLL062C	0.355	0.383	12.989	98.501	0.042	73.261	107.546	103.658
YLL063C	0.389	0.393	14.358	84.451	0.032	62.766	119.799	103.643
YLR001C	0.365	0.329	11.762	69.594	0.026	49.296	97.770	89.507
YLR003C	0.423	0.345	14.747	78.447	0.022	84.204	106.640	70.898
YLR004C	0.429	0.341	14.069	89.002	0.024	79.764	133.195	104.014
YLR006C	0.398	0.368	11.669	63.904	0.022	64.651	79.996	60.395
YLR011W	0.377	0.407	14.493	85.231	0.028	61.856	79.986	58.798
YLR012C	0.237	0.228	12.099	82.565	0.042	75.669	122.010	61.278
YLR013W	0.402	0.429	17.256	80.612	0.026	60.207	74.883	72.962
YLR014C	0.428	0.338	19.585	91.436	0.019	74.649	91.446	54.603
YLR015W	0.368	0.215	11.897	82.455	0.041	115.088	83.087	78.003
YLR016C	0.383	0.347	12.147	72.769	0.028	61.483	70.452	82.541
YLR017W	0.382	0.330	22.973	61.934	0.024	67.450	84.060	88.175
YLR018C	0.365	0.274	13.797	92.639	0.037	86.365	198.438	107.006
YLR019W	0.367	0.372	13.529	64.561	0.025	51.033	82.085	49.294
YLR020C	0.386	0.349	13.240	61.642	0.024	49.680	72.620	55.320
YLR023C	0.377	0.380	14.287	92.395	0.040	74.359	77.535	57.209
YLR024C	0.379	0.425	25.890	91.934	0.040	64.336	79.012	80.760
YLR028C	0.359	0.413	15.302	68.752	0.026	48.400	86.492	49.832
YLR030W	0.338	0.360	13.470	71.972	0.035	61.118	101.071	65.817
YLR031W	0.321	0.424	14.921	78.360	0.057	68.030	131.981	86.863
YLR032W	0.332	0.342	10.547	93.864	0.050	55.578	110.114	71.773
YLR034C	0.361	0.350	11.079	63.366	0.025	52.773	79.181	65.197
YLR035C	0.340	0.354	13.183	60.681	0.035	50.520	111.239	68.951
YLR036C	0.315	0.220	9.305	87.776	0.051	89.686	236.221	97.649
YLR037C	0.337	0.332	11.702	87.819	0.050	75.844	113.984	92.645
YLR038C	0.305	0.523	21.238	137.363	0.084	79.921	125.869	70.975
YLR040C	0.377	0.220	14.711	97.162	0.037	112.287	165.753	136.944
YLR041W	0.319	0.321	12.421	119.694	0.034	63.549	NaN	NaN
YLR042C	0.373	0.388	12.644	57.924	0.029	53.662	97.595	85.366
YLR044C	0.267	0.288	19.569	147.016	0.083	63.837	215.429	76.348
YLR046C	0.343	0.185	12.298	56.332	0.034	111.628	174.714	141.216
YLR047C	0.361	0.309	11.040	62.827	0.025	56.610	70.926	54.014
YLR048W	0.251	0.524	47.921	145.480	0.162	107.093	80.961	62.793
YLR049C	0.356	0.320	12.655	70.401	0.032	59.952	123.959	84.012
YLR050C	0.234	0.258	11.448	62.831	0.063	60.408	217.828	52.376
YLR052W	0.268	0.320	82.658	119.134	0.346	NaN	140.419	103.115
YLR053C	0.349	0.311	10.251	61.840	0.024	55.952	112.427	75.925
YLR055C	0.217	0.298	5.057	90.849	0.411	33.821	97.289	35.567
YLR057W	0.411	0.187	11.782	63.509	0.025	127.959	185.329	198.313
YLR061W	0.285	0.410	25.677	92.021	0.092	62.011	114.487	50.652
YLR063W	0.172	NaN	6.624	55.419	0.371	35.992	126.615	48.485
YLR064W	0.365	0.429	13.208	75.760	0.031	56.204	76.531	54.084
YLR065C	0.341	0.343	13.031	62.145	0.032	56.832	94.197	64.591
YLR067C	0.356	0.385	9.998	100.311	0.045	68.534	94.007	86.024
YLR068W	0.296	0.481	21.982	55.457	0.112	59.626	41.882	67.795
YLR069C	0.292	0.282	6.458	75.902	0.080	66.927	182.612	138.655
YLR070C	0.358	0.357	12.465	82.123	0.035	67.974	80.534	84.005
YLR072W	0.342	0.452	12.476	88.691	0.033	55.646	85.839	65.232
YLR074C	0.334	0.279	13.057	117.685	0.055	180.967	207.820	168.029
YLR077W	0.355	0.357	11.558	71.449	0.028	61.131	109.607	87.755
YLR080W	0.349	0.382	20.011	89.742	0.053	65.808	117.054	99.313
YLR081W	0.355	0.438	12.864	76.041	0.030	58.008	86.700	76.745
YLR082C	0.346	0.391	13.211	85.091	0.037	67.816	89.722	66.096
YLR083C	0.391	0.335	8.681	49.972	0.031	64.900	97.931	102.120
YLR085C	0.284	0.350	26.684	59.395	0.201	90.061	212.508	70.594
YLR087C	0.344	0.094	34.822	67.061	0.129	NaN	82.823	137.072
YLR089C	0.351	0.346	18.335	80.649	0.072	65.751	110.499	65.005
YLR090W	0.354	0.400	20.442	65.217	0.044	68.100	122.495	111.772
YLR092W	0.383	0.365	14.113	78.619	0.027	55.156	109.020	88.943
YLR094C	0.350	0.396	26.850	99.133	0.036	91.848	112.768	58.651
YLR095C	0.351	0.405	12.110	75.338	0.035	58.862	87.417	71.222
YLR096W	0.355	0.342	10.297	83.289	0.038	71.708	121.442	97.629
YLR097C	0.360	0.329	9.411	70.072	0.028	63.783	96.569	81.442
YLR098C	0.350	0.309	9.784	60.808	0.030	54.454	131.686	76.417
YLR099C	0.334	0.526	23.261	94.124	0.194	65.547	96.465	89.911
YLR102C	0.366	0.372	11.615	65.742	0.027	53.086	109.587	90.680
YLR104W	0.386	0.340	10.173	77.045	0.034	62.296	90.528	86.752
YLR107W	0.375	0.304	13.315	71.726	0.030	73.369	120.795	90.762
YLR108C	0.383	0.365	18.746	88.119	0.047	95.664	155.227	148.528
YLR109W	0.353	0.282	5.447	59.620	0.050	58.348	133.707	183.402
YLR110C	0.329	0.222	15.100	78.286	0.045	72.092	206.009	114.709
YLR111W	0.233	NaN	39.210	194.093	0.162	56.913	111.934	65.238
YLR112W	0.379	0.343	13.764	72.528	0.027	75.659	115.332	102.551
YLR113W	0.362	0.310	11.852	44.770	0.055	72.322	106.058	54.865
YLR114C	0.354	0.323	5.389	57.670	0.074	64.366	171.296	92.705
YLR119W	0.331	0.553	57.449	151.111	0.216	45.905	68.787	56.683
YLR120C	0.367	0.381	13.210	70.477	0.034	59.472	112.021	77.470
YLR121C	0.388	0.481	13.095	108.938	0.037	61.688	121.164	102.139
YLR122C	0.360	0.339	12.621	69.923	0.034	60.767	113.895	83.143
YLR123C	0.370	0.340	11.265	58.018	0.025	50.186	90.103	70.377
YLR126C	0.354	0.450	17.141	79.348	0.037	55.663	84.024	70.811
YLR128W	0.364	0.326	11.793	73.350	0.032	67.666	116.039	94.148
YLR130C	0.390	0.314	12.717	51.333	0.033	67.949	143.596	116.385
YLR131C	0.408	0.334	12.812	54.983	0.022	50.026	119.027	99.935
YLR133W	0.183	0.578	20.133	NaN	0.194	67.422	342.596	35.811
YLR134W	0.352	0.354	9.873	69.776	0.032	60.875	104.681	71.452
YLR135W	0.356	0.438	12.180	72.909	0.033	48.017	100.084	69.160
YLR136C	0.341	0.318	13.167	122.651	0.046	90.519	196.567	96.711
YLR137W	0.386	0.337	10.695	64.328	0.031	70.269	98.012	87.287
YLR138W	0.349	0.360	8.856	49.153	0.027	53.360	87.266	15.151
YLR139C	0.342	0.258	12.371	58.868	0.068	129.073	130.978	76.038
YLR142W	0.365	0.309	9.731	77.030	0.033	74.046	117.160	100.674
YLR143W	0.346	0.502	24.938	91.304	0.048	53.474	79.681	71.838
YLR144C	0.346	0.327	10.187	72.988	0.032	68.507	103.968	69.566
YLR146C	0.343	0.409	19.396	134.072	0.022	62.901	115.067	64.163
YLR149C	0.364	0.411	13.139	72.370	0.029	57.862	86.133	73.450
YLR150W	0.297	0.330	17.853	79.544	0.078	91.841	122.784	100.236
YLR151C	0.307	0.468	19.157	148.810	0.067	69.539	89.611	74.616
YLR152C	0.375	0.379	13.649	86.919	0.033	79.252	106.529	91.870
YLR154C	0.375	0.352	11.609	70.271	0.035	64.666	94.749	113.106
YLR164W	0.374	0.381	11.478	76.995	0.033	59.921	109.773	96.128
YLR165C	0.386	0.335	12.369	72.723	0.027	80.642	112.408	104.574
YLR168C	0.374	0.337	11.915	55.668	0.031	58.448	99.266	84.594
YLR169W	0.387	0.307	10.182	55.677	0.031	56.748	91.552	98.953
YLR170C	0.390	0.374	12.176	65.660	0.031	47.902	114.308	98.877
YLR171W	0.361	0.319	14.549	70.725	0.032	61.739	114.379	93.771
YLR172C	0.336	0.506	21.118	112.109	0.049	55.626	95.062	69.859
YLR173W	0.335	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YLR174W	0.357	0.413	11.984	72.568	0.030	46.895	100.498	67.152
YLR176C	0.369	0.379	10.513	76.828	0.030	56.521	96.091	75.062
YLR177W	0.320	0.380	10.043	61.991	0.031	47.372	65.240	29.629
YLR178C	0.391	0.416	10.795	74.289	0.029	57.313	90.019	88.128
YLR179C	0.379	0.384	11.009	59.965	0.026	50.026	108.822	81.916
YLR180W	0.359	0.364	15.253	85.978	0.045	74.020	103.538	93.483
YLR181C	0.368	0.304	9.785	89.846	0.038	62.851	96.911	110.927
YLR183C	0.369	0.351	16.574	101.111	0.029	82.182	114.053	74.514
YLR184W	0.336	0.376	24.976	49.511	0.086	70.073	112.602	97.610
YLR185W	0.285	0.299	27.700	97.887	0.138	135.286	108.254	149.966
YLR187W	0.372	0.413	13.498	86.397	0.031	63.611	98.454	96.459
YLR188W	0.334	0.317	10.711	74.834	0.026	61.757	106.814	67.143
YLR189C	0.356	0.428	14.920	84.833	0.036	75.426	86.785	81.298
YLR190W	0.368	0.291	14.547	75.852	0.063	98.550	139.935	127.046
YLR191W	0.405	0.540	4.299	108.321	0.061	67.607	119.385	131.624
YLR192C	0.265	0.159	49.730	107.306	0.225	NaN	NaN	NaN
YLR193C	0.240	0.788	70.169	NaN	1.294	149.564	109.421	88.612
YLR194C	0.385	0.464	11.363	67.374	0.026	44.499	71.339	68.059
YLR199C	0.410	0.207	12.783	49.649	0.019	114.263	128.615	146.769
YLR200W	0.350	0.259	29.063	23.170	0.146	49.229	72.305	6.959
YLR202C	0.345	NaN	9.678	100.089	0.074	NaN	207.139	NaN
YLR203C	0.425	0.732	10.182	116.389	0.054	47.248	71.681	56.275
YLR204W	0.363	0.514	11.248	61.462	0.053	59.851	93.688	48.686
YLR205C	0.387	0.409	11.990	57.955	0.028	60.257	88.743	80.007
YLR206W	0.396	0.374	10.448	67.168	0.026	61.230	71.669	66.861
YLR207W	0.386	0.399	12.202	77.875	0.035	63.359	92.867	77.751
YLR209C	0.395	0.413	12.692	79.246	0.030	85.800	92.381	97.045
YLR210W	0.350	0.437	13.783	65.362	0.032	59.544	95.694	81.213
YLR211C	0.401	0.429	12.689	72.659	0.027	57.502	83.531	60.786
YLR213C	0.382	0.383	10.351	61.416	0.027	56.233	84.868	93.329
YLR216C	0.384	0.390	12.064	67.137	0.028	50.936	73.940	77.093
YLR217W	0.380	0.481	15.763	65.593	0.033	53.489	87.400	79.120
YLR218C	0.355	0.341	16.319	67.790	0.033	69.419	129.028	87.275
YLR219W	0.365	0.428	13.318	70.911	0.035	63.479	82.049	72.616
YLR220W	0.383	0.360	7.394	52.118	0.022	45.275	93.806	79.472
YLR221C	0.373	0.306	11.040	66.194	0.028	69.076	117.964	90.145
YLR224W	0.397	0.382	21.679	55.622	0.027	56.347	62.130	79.507
YLR225C	0.375	0.310	16.255	84.167	0.029	102.446	112.937	89.194
YLR227C	0.351	0.426	10.887	63.081	0.028	47.692	99.570	63.124
YLR228C	0.360	0.324	12.077	110.166	0.043	79.205	147.795	85.196
YLR232W	0.395	0.502	17.216	112.040	0.044	86.372	132.064	121.043
YLR233C	0.221	0.307	46.232	197.274	0.398	215.182	153.856	46.799
YLR234W	0.349	0.308	13.944	62.514	0.069	60.332	112.263	76.421
YLR235C	0.287	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YLR236C	0.388	0.367	16.387	65.103	0.027	65.922	91.193	66.538
YLR237W	0.344	0.332	18.693	73.448	0.045	58.476	120.674	89.830
YLR238W	0.381	0.462	16.739	67.474	0.037	55.197	83.588	78.837
YLR239C	0.396	0.251	21.280	26.512	0.070	46.612	83.189	94.194
YLR241W	0.365	0.457	13.314	73.117	0.032	53.446	87.458	65.938
YLR242C	0.313	0.008	38.244	49.074	0.079	133.812	NaN	NaN
YLR246W	0.389	0.362	17.395	74.294	0.034	57.991	86.578	69.323
YLR247C	0.402	0.493	10.876	52.095	0.024	44.915	75.704	72.564
YLR248W	0.362	0.422	12.104	53.254	0.035	56.886	107.182	61.085
YLR250W	0.364	0.461	13.595	66.424	0.030	52.663	92.665	59.657
YLR252W	0.407	0.460	14.150	71.380	0.027	45.807	94.341	89.309
YLR253W	0.428	0.336	11.498	66.765	0.024	71.026	98.893	96.712
YLR254C	0.366	0.501	17.180	90.371	0.042	63.361	90.373	60.203
YLR255C	0.387	0.433	13.031	56.807	0.026	51.470	74.116	66.212
YLR257W	0.321	0.442	14.157	153.271	0.078	73.025	148.328	84.008
YLR258W	0.374	0.289	10.945	62.447	0.030	86.798	123.174	105.106
YLR260W	0.283	0.048	12.134	55.750	0.053	361.505	NaN	NaN
YLR262C-A	0.395	0.391	13.361	77.144	0.030	59.026	96.695	97.705
YLR263W	0.381	0.481	12.641	59.497	0.027	49.113	70.525	65.022
YLR264W	0.366	0.406	17.037	65.176	0.031	48.484	84.960	74.955
YLR265C	0.411	0.396	11.844	59.394	0.024	64.601	98.639	83.268
YLR266C	0.351	0.426	6.539	48.775	0.030	45.998	71.228	55.810
YLR267W	0.377	0.515	11.531	63.861	0.029	50.862	78.656	77.891
YLR268W	0.340	0.039	38.881	27.171	0.186	NaN	NaN	NaN
YLR269C	0.364	0.358	7.876	77.332	0.040	52.034	118.507	83.691
YLR271W	0.369	0.365	11.400	61.027	0.026	58.482	96.614	67.362
YLR273C	0.374	0.434	12.032	57.224	0.028	50.588	78.086	72.680
YLR278C	0.335	0.404	34.783	132.228	0.069	87.858	124.999	62.103
YLR279W	0.381	0.331	16.925	66.357	0.035	79.719	117.644	92.805
YLR280C	0.337	0.462	11.940	65.854	0.030	50.849	89.445	59.474
YLR281C	0.358	0.416	15.711	60.304	0.035	68.752	110.110	84.204
YLR282C	0.341	0.339	13.196	77.208	0.046	78.708	123.353	80.858
YLR283W	0.393	0.338	10.667	56.794	0.022	57.340	92.502	65.909
YLR284C	0.368	0.466	14.237	64.161	0.027	45.769	96.889	67.676
YLR285W	0.389	0.435	13.006	52.362	0.027	49.099	78.717	71.784
YLR286C	0.387	0.420	11.639	61.543	0.018	32.810	66.206	63.142
YLR287C	0.374	0.410	12.512	56.738	0.031	61.033	92.337	71.948
YLR287C-A	0.338	0.345	19.652	50.858	0.040	43.962	62.842	73.055
YLR288C	0.350	0.164	10.060	138.338	0.191	115.972	87.473	NaN
YLR289W	0.380	0.427	14.265	60.439	0.028	52.912	83.166	73.032
YLR290C	0.353	0.542	11.304	77.992	0.042	51.837	77.186	57.483
YLR292C	0.382	0.386	12.372	55.136	0.027	53.746	87.785	74.843
YLR294C	0.391	0.381	15.415	60.286	0.028	57.758	95.649	78.792
YLR296W	0.352	0.325	11.670	56.494	0.034	69.478	104.421	83.438
YLR297W	0.376	0.481	13.895	41.195	0.026	43.651	88.793	78.206
YLR299W	0.384	0.414	12.725	64.449	0.027	54.280	75.999	70.954
YLR300W	0.382	0.486	13.074	53.414	0.028	46.116	87.367	61.834
YLR303W	0.390	0.541	12.498	66.619	0.028	50.752	77.179	60.821
YLR306W	0.378	0.390	9.345	61.802	0.030	53.292	83.730	58.746
YLR309C	0.381	0.376	11.723	69.006	0.022	60.016	81.905	58.876
YLR311C	0.379	0.357	11.727	52.246	0.027	73.863	87.387	103.650
YLR312C	0.378	0.437	12.913	78.754	0.028	52.682	92.458	69.269
YLR312W-A	0.303	0.406	12.114	79.139	0.077	77.742	145.468	83.643
YLR313C	0.385	0.440	11.966	51.789	0.025	54.732	83.439	66.022
YLR315W	0.321	0.304	10.483	49.434	0.042	71.868	85.601	58.429
YLR319C	0.389	0.391	13.730	47.540	0.029	56.057	64.174	87.115
YLR320W	0.377	0.576	37.454	56.934	0.145	38.149	108.081	55.496
YLR324W	0.378	0.489	12.702	64.327	0.039	56.850	79.927	63.694
YLR325C	0.387	0.398	16.595	62.486	0.028	62.966	97.211	86.920
YLR326W	0.406	0.423	12.395	44.265	0.024	51.090	76.077	68.342
YLR327C	0.409	0.520	12.580	43.454	0.028	49.059	72.929	69.206
YLR328W	0.389	0.482	16.691	48.251	0.028	55.226	88.341	71.694
YLR330W	0.400	0.469	19.300	68.945	0.024	55.930	82.754	83.199
YLR331C	0.373	0.436	15.482	63.161	0.029	56.427	83.790	75.712
YLR334C	0.332	0.374	24.703	127.547	0.051	77.412	123.705	77.884
YLR341W	0.372	0.453	10.686	95.041	0.033	67.101	86.391	77.651
YLR342W	0.213	NaN	NaN	119.865	0.256	41.146	146.706	36.458
YLR343W	0.387	0.359	12.552	66.837	0.022	54.151	85.849	75.677
YLR344W	0.384	0.350	9.347	66.905	0.033	69.903	94.572	93.219
YLR345W	0.371	0.502	11.512	80.961	0.047	67.037	102.729	73.380
YLR346C	0.401	0.359	10.882	69.968	0.020	59.258	65.763	74.314
YLR348C	0.367	0.401	11.311	74.072	0.031	52.357	97.300	73.113
YLR349W	0.346	0.373	10.552	79.466	0.048	74.342	118.143	93.408
YLR350W	0.429	0.175	8.655	80.140	0.017	144.154	167.999	81.733
YLR351C	0.383	0.421	12.023	66.285	0.026	50.334	78.437	66.158
YLR352W	0.401	0.394	12.542	73.334	0.025	54.506	105.528	89.946
YLR353W	0.364	0.362	10.805	65.480	0.025	48.764	92.002	70.153
YLR354C	0.323	0.300	14.996	95.303	0.039	107.001	149.914	89.856
YLR356W	0.342	0.369	12.075	73.993	0.033	53.291	99.916	76.104
YLR360W	0.367	0.353	13.100	56.925	0.034	54.657	89.959	35.397
YLR361C	0.426	0.243	12.388	55.193	0.017	76.013	113.194	102.603
YLR363C	0.357	0.472	17.457	93.337	0.025	62.219	77.113	61.612
YLR364W	0.413	0.386	14.039	91.520	0.024	70.514	112.517	59.244
YLR365W	0.369	0.411	13.409	68.246	0.036	64.258	93.560	77.940
YLR366W	0.426	0.324	19.840	83.561	0.024	114.934	83.252	108.857
YLR367W	0.345	0.333	20.796	64.128	0.038	73.678	90.191	85.809
YLR368W	0.318	0.508	25.402	120.825	0.198	53.994	125.039	99.412
YLR369W	0.231	0.429	20.961	NaN	0.613	24.893	122.791	21.298
YLR371W	0.367	0.432	10.917	42.523	0.045	49.929	48.796	44.216
YLR372W	0.279	0.428	40.691	47.236	0.103	92.007	111.762	16.212
YLR373C	0.271	0.321	17.926	64.559	0.189	55.597	83.241	55.794
YLR374C	0.350	0.437	14.331	62.219	0.040	52.204	68.891	62.644
YLR375W	0.354	0.443	13.087	66.816	0.031	46.432	79.118	66.248
YLR376C	0.370	0.372	11.212	75.867	0.031	56.106	90.948	85.721
YLR377C	0.359	0.386	13.506	108.426	0.038	78.169	119.390	80.112
YLR380W	0.356	0.506	14.120	65.617	0.035	45.504	77.500	71.305
YLR381W	0.361	0.359	13.050	70.021	0.031	60.815	80.855	75.031
YLR382C	0.391	0.395	21.810	90.961	0.055	78.794	99.872	55.730
YLR385C	0.353	0.452	12.392	65.874	0.031	51.511	86.686	67.384
YLR386W	0.333	0.282	15.192	85.728	0.047	73.917	108.000	84.436
YLR387C	0.321	0.507	13.773	71.990	0.037	49.985	143.721	60.590
YLR388W	0.361	0.653	16.115	80.014	0.043	41.611	81.587	45.902
YLR389C	0.397	0.283	11.753	54.357	0.026	81.610	115.215	119.425
YLR390W-A	0.361	0.361	10.977	62.861	0.029	54.053	92.728	70.312
YLR392C	0.362	0.407	14.611	82.879	0.028	60.880	76.343	76.678
YLR393W	0.358	0.327	13.650	54.303	0.040	71.933	93.008	80.667
YLR394W	0.391	0.441	12.524	78.760	0.020	53.380	79.160	63.159
YLR395C	0.317	0.465	15.489	90.585	0.035	48.255	101.175	62.866
YLR398C	0.332	0.298	18.405	91.511	0.040	95.322	111.395	87.654
YLR399C	0.301	0.232	87.780	154.669	0.245	NaN	NaN	33.039
YLR400W	0.383	0.390	11.758	56.267	0.024	49.675	76.360	76.083
YLR401C	0.373	0.386	11.956	73.148	0.028	56.199	89.219	71.502
YLR402W	0.303	0.573	67.585	211.428	0.187	113.135	205.853	106.643
YLR404W	0.358	0.437	12.143	59.573	0.029	50.715	85.840	62.120
YLR405W	0.419	0.433	19.445	92.169	0.038	68.845	150.978	100.932
YLR406C	0.428	0.315	6.862	47.260	0.021	73.383	109.479	73.252
YLR407W	0.347	0.529	10.013	62.412	0.041	42.504	82.046	64.555
YLR408C	0.382	0.374	9.596	61.319	0.028	50.776	91.228	69.781
YLR410W	0.269	0.106	90.044	231.419	0.692	NaN	NaN	NaN
YLR412W	0.350	0.436	21.535	90.466	0.054	59.709	78.342	91.954
YLR413W	0.354	0.424	13.428	34.910	0.044	52.515	83.731	78.943
YLR414C	0.380	0.370	0.480	34.981	0.023	38.738	68.024	43.720
YLR415C	0.342	0.454	16.048	109.478	0.037	61.713	81.034	67.425
YLR416C	0.371	0.390	13.520	87.001	0.029	71.239	95.717	71.193
YLR418C	0.223	NaN	NaN	NaN	1.843	27.356	67.331	6.312
YLR420W	0.356	0.463	7.348	79.449	0.070	51.735	137.078	74.840
YLR421C	0.357	0.460	17.022	71.816	0.047	61.082	91.984	76.807
YLR422W	0.361	0.340	14.248	67.468	0.037	66.781	99.320	68.723
YLR423C	0.370	0.393	6.186	37.995	0.205	27.807	NaN	49.244
YLR425W	0.322	0.210	11.426	83.584	0.038	102.924	57.952	43.948
