ORF	hom | growth (relative abundance in pooled culture) | decatransin [1.8 uM] | Junne T~Hoepfner D, 2015	het | growth (relative abundance in pooled culture) | decatransin [1.8 uM] | Junne T~Hoepfner D, 2015	hom | growth (relative abundance in pooled culture) | heptadepsipeptide [6.8 uM] | Junne T~Hoepfner D, 2015	het | growth (relative abundance in pooled culture) | heptadepsipeptide [6.8 uM] | Junne T~Hoepfner D, 2015	hom | growth (relative abundance in pooled culture) | HUN-7293 [200 uM] | Junne T~Hoepfner D, 2015	het | growth (relative abundance in pooled culture) | HUN-7293 [200 uM] | Junne T~Hoepfner D, 2015
YPL013C	0.002	-0.149	-0.225	1.300	0.390	0.201
YPL014W	0.022	-0.024	0.027	-0.224	1.446	0.694
YPL015C	-1.259	0.870	-0.053	-0.031	0.444	1.152
YPL016W	NaN	0.052	NaN	-0.029	NaN	-0.004
YPL017C	-0.576	0.016	-2.025	0.114	1.149	1.208
YPL018W	-0.054	-0.051	-2.994	-1.048	-0.617	0.060
YPL019C	0.601	-0.019	0.646	-0.078	-0.505	0.882
YPL020C	NaN	0.055	NaN	0.052	NaN	0.131
YPL021W	0.061	-0.103	-0.414	1.692	0.001	0.891
YPL022W	-1.019	0.047	0.097	-0.211	0.040	-0.039
YPL023C	0.081	0.476	0.077	-0.417	-1.293	0.051
YPL025C	0.221	-0.095	-0.015	0.041	0.997	-0.004
YPL026C	0.436	0.051	0.032	1.652	-0.013	0.530
YPL027W	-0.874	0.271	-0.101	-2.395	-0.008	0.008
YPL028W	NaN	-0.086	NaN	0.030	NaN	0.021
YPL029W	0.904	-0.313	0.064	0.385	1.192	-0.246
YPL030W	1.072	0.093	0.200	0.432	-1.054	0.252
YPL031C	0.200	-0.720	0.002	1.546	-0.242	0.078
YPL032C	-0.127	0.047	-0.198	0.200	0.022	-0.027
YPL033C	-0.025	0.738	0.080	-1.075	0.867	0.858
YPL034W	-0.137	-0.017	-0.265	0.140	0.087	-0.278
YPL035C	0.069	0.539	0.285	-1.345	0.171	0.474
YPL036W	-0.096	0.314	-0.329	0.322	-0.040	-0.015
YPL037C	0.298	0.314	1.483	-0.025	-0.514	0.187
YPL038W	0.290	0.508	-0.242	-0.257	0.861	0.021
YPL039W	-0.011	0.175	0.763	-0.839	1.444	0.049
YPL040C	0.107	0.011	-0.140	-2.373	0.311	0.004
YPL041C	0.331	NaN	0.374	NaN	-0.120	NaN
YPL042C	0.946	-0.654	0.043	0.192	-0.026	0.232
YPL043W	NaN	0.169	NaN	-0.124	NaN	0.233
YPL044C	NaN	-0.015	NaN	0.366	NaN	0.598
YPL045W	NaN	-0.042	NaN	-0.175	NaN	0.094
YPL046C	0.228	-0.026	-0.028	-0.482	0.091	-0.588
YPL047W	-0.018	-0.481	0.297	-0.003	0.561	0.152
YPL048W	-0.018	NaN	1.615	0.179	0.186	NaN
YPL049C	-0.395	-0.062	-2.004	0.845	0.090	0.096
YPL050C	-0.133	-0.508	-0.466	-0.255	0.080	-0.527
YPL051W	-4.362	NaN	-2.324	NaN	-1.464	NaN
YPL052W	0.043	-0.380	0.456	-0.222	-0.150	0.239
YPL053C	0.083	0.406	0.006	0.637	0.522	2.109
YPL054W	-0.007	0.282	0.010	-3.272	1.672	0.382
YPL055C	0.883	-0.170	-0.001	2.104	0.744	0.109
YPL056C	-0.356	-0.223	-23.862	-3.490	-13.112	-0.349
YPL057C	-4.343	0.402	-23.789	-3.038	-18.227	-0.621
YPL058C	0.020	0.845	0.636	-0.026	1.028	0.489
YPL059W	NaN	-0.934	NaN	-0.121	NaN	-0.211
YPL060W	0.431	1.123	0.910	0.055	-0.149	0.020
YPL061W	0.311	0.144	0.811	-0.004	-0.011	0.089
YPL062W	0.793	0.005	0.123	-0.136	0.024	0.222
YPL063W	NaN	-0.196	NaN	1.376	NaN	0.014
YPL064C	0.125	-0.051	-0.145	0.188	1.733	-0.204
YPL065W	-6.122	-0.033	-4.084	NaN	-0.926	NaN
YPL066W	0.031	0.334	-0.185	0.304	-0.041	0.388
YPL067C	0.311	-0.154	-0.063	0.197	-0.028	0.119
YPL068C	0.278	0.096	0.131	0.014	0.378	1.276
YPL069C	-0.128	-0.494	0.026	-0.002	-0.957	-0.088
YPL070W	0.054	0.028	0.193	-0.364	0.009	1.422
YPL071C	0.034	-0.012	-0.081	-0.181	0.646	0.432
YPL072W	-0.251	0.033	-1.629	0.147	0.216	0.441
YPL073C	-0.015	-0.002	-0.013	-0.616	0.275	-0.139
YPL074W	-1.234	-0.144	0.169	1.635	0.153	0.207
YPL075W	NaN	0.011	NaN	0.157	NaN	0.186
YPL076W	NaN	-0.194	NaN	-0.101	NaN	0.018
YPL077C	0.035	0.234	0.558	-0.127	1.108	0.215
YPL078C	0.733	-0.544	0.025	-0.049	0.230	0.062
YPL079W	0.968	0.510	0.615	0.485	0.199	0.269
YPL080C	1.108	0.208	0.172	0.371	0.142	0.560
YPL081W	-0.066	-0.710	1.119	0.263	0.095	0.838
YPL083C	NaN	0.440	NaN	-0.007	NaN	0.029
YPL084W	-0.010	-0.264	0.006	-0.016	0.001	-0.032
YPL085W	NaN	1.031	NaN	-0.096	NaN	-0.392
YPL086C	0.395	0.466	0.456	-0.022	0.817	0.034
YPL087W	-0.062	-0.121	0.059	0.090	-0.018	0.003
YPL088W	0.512	-0.003	0.731	-0.392	-0.131	-0.004
YPL089C	0.319	NaN	-0.015	NaN	0.074	NaN
YPL090C	NaN	0.712	NaN	-0.070	NaN	1.038
YPL091W	1.079	-2.223	-0.058	-0.041	0.898	0.073
YPL092W	-0.133	0.013	-0.220	-1.696	0.172	0.020
YPL093W	NaN	0.255	NaN	1.033	NaN	0.041
YPL094C	NaN	-50.522	NaN	-65.213	NaN	-43.436
YPL095C	-0.972	0.528	-0.312	-0.951	0.126	-0.057
YPL096W	0.082	-0.420	-0.428	-1.362	-0.286	-0.830
YPL097W	0.497	0.341	0.044	-0.150	1.717	0.016
YPL098C	-0.086	0.014	1.889	0.082	0.199	0.528
YPL099C	-0.079	-1.248	-0.433	-0.396	-0.001	-0.042
YPL100W	-0.056	-0.633	-0.851	-0.125	0.005	0.443
YPL101W	0.048	-0.003	0.065	1.115	0.656	0.160
YPL102C	0.430	-0.493	0.324	-0.340	0.026	-0.230
YPL103C	-0.670	-0.670	-0.013	-0.096	-0.013	0.645
YPL104W	0.202	-0.382	0.008	0.628	0.526	0.431
YPL105C	-0.111	-0.295	-0.037	-0.121	-0.017	0.038
YPL106C	-1.051	-0.392	-3.566	-1.360	-1.350	0.385
YPL107W	-0.093	-0.338	-0.044	-1.589	-0.690	0.333
YPL108W	-0.768	0.085	0.090	0.796	0.066	1.450
YPL109C	-0.387	0.195	-0.033	-0.002	-0.640	0.020
YPL110C	0.392	-0.162	0.054	-0.117	-0.015	0.215
YPL111W	1.379	0.014	-0.028	0.589	-0.003	0.001
YPL112C	-0.047	-0.163	0.010	0.066	0.433	-0.002
YPL113C	-1.153	0.213	-0.716	-1.144	0.015	-0.452
YPL114W	0.428	-0.456	0.908	-1.303	0.187	-0.048
YPL115C	-0.830	0.231	1.225	-0.016	0.208	1.550
YPL116W	-0.258	0.182	-0.022	-0.860	-1.420	0.046
YPL117C	NaN	0.149	NaN	0.981	NaN	0.863
YPL118W	-0.000	-0.284	-0.013	0.136	0.486	-0.000
YPL119C	-0.195	0.026	-0.388	-1.326	-0.004	-0.015
YPL120W	-2.479	-1.804	-0.152	-0.398	0.929	0.158
YPL121C	-1.324	-0.017	-2.285	-0.973	-0.076	-0.001
YPL122C	NaN	0.186	NaN	-0.447	NaN	0.063
YPL123C	-0.043	1.327	0.036	-2.181	-0.058	0.665
YPL124W	NaN	-0.473	NaN	-0.008	NaN	-0.004
YPL125W	0.534	-0.365	0.151	-0.313	0.125	0.804
YPL126W	NaN	-0.774	NaN	-1.730	NaN	-0.128
YPL127C	0.089	-0.625	-0.221	-1.872	-1.143	-0.612
YPL128C	NaN	0.325	NaN	-0.052	NaN	0.002
YPL129W	NaN	-0.059	NaN	-0.018	NaN	-0.127
YPL130W	0.753	0.926	0.066	0.089	2.843	0.017
YPL131W	NaN	0.434	NaN	-0.026	NaN	-0.020
YPL132W	0.303	-0.393	-0.318	-0.071	1.256	0.410
YPL133C	-0.186	-1.422	-0.111	-0.305	0.197	-0.010
YPL134C	-0.315	-0.671	0.291	-0.084	-0.357	0.391
YPL135W	0.028	-0.316	-0.869	-0.141	1.220	2.068
YPL136W	-0.420	-1.224	-0.562	-0.168	-0.025	0.081
YPL137C	-0.067	1.200	-0.140	-1.536	2.074	-0.026
YPL138C	-0.323	0.372	-0.904	-1.959	-0.036	-0.075
YPL139C	0.275	0.452	-0.093	-0.149	0.071	0.135
YPL140C	-0.113	0.048	-0.109	0.048	1.081	1.103
YPL141C	0.020	-0.237	0.029	-0.207	-0.009	1.037
YPL142C	NaN	-0.693	NaN	0.004	NaN	0.114
YPL143W	NaN	-0.677	NaN	-0.213	NaN	0.528
YPL144W	-0.627	0.333	-1.257	-1.317	0.565	0.010
YPL145C	-0.007	0.222	1.219	-0.069	-0.979	0.123
YPL146C	NaN	0.182	NaN	0.682	NaN	0.192
YPL147W	0.109	-0.440	0.222	0.187	-0.240	-0.044
YPL148C	0.023	0.008	-0.281	0.050	0.032	-0.086
YPL149W	0.500	0.553	0.006	-0.361	0.664	0.152
YPL150W	-0.496	0.352	-0.035	-0.042	0.588	0.950
YPL151C	NaN	-0.187	NaN	-0.292	NaN	0.273
YPL152W	-0.039	-0.044	-2.303	-1.337	-0.486	0.387
YPL153C	NaN	-1.357	NaN	-0.115	NaN	0.148
YPL154C	-0.362	-0.050	-0.038	0.188	-0.013	0.017
YPL155C	-1.094	0.032	-0.007	-0.163	-1.131	0.980
YPL156C	-1.032	-0.175	-0.732	-1.179	0.120	-0.095
YPL157W	0.410	-0.012	-0.010	-0.040	0.432	0.133
YPL158C	-0.342	0.781	0.419	0.070	-0.115	-0.010
YPL159C	0.309	0.038	-0.310	0.374	0.702	0.665
YPL160W	NaN	-0.548	NaN	-0.085	NaN	0.313
YPL161C	0.094	-2.359	-0.006	-0.002	0.306	-0.007
YPL162C	-0.140	-0.019	0.005	0.730	0.071	0.028
YPL163C	-0.045	0.328	0.112	-0.007	0.939	-0.020
YPL164C	0.080	-0.162	0.377	-0.731	0.008	0.135
YPL165C	-0.125	0.243	-0.071	-1.242	-1.275	-0.187
YPL166W	-0.181	0.002	-0.111	-1.477	1.978	0.404
YPL167C	0.228	-0.326	-0.025	0.258	-0.021	-0.082
YPL168W	0.282	0.229	-0.051	-0.493	-0.012	-0.362
YPL169C	NaN	0.015	NaN	2.133	NaN	0.508
YPL170W	-0.045	-0.053	-0.184	-0.252	-0.057	-0.088
YPL171C	0.445	-0.050	0.009	-1.259	-0.240	-1.113
YPL172C	0.076	-0.019	-0.023	0.325	1.493	-0.014
YPL173W	0.093	0.546	0.009	-0.167	0.496	-0.464
YPL174C	0.026	-0.735	0.113	-0.034	-0.014	-0.027
YPL175W	NaN	1.082	NaN	0.012	NaN	0.138
YPL176C	-0.452	-0.006	1.334	0.030	-1.533	-0.003
YPL177C	-0.453	-1.106	-0.046	-0.053	0.019	-0.383
YPL178W	0.371	-0.144	0.235	0.132	-0.007	-0.012
YPL179W	0.137	-0.282	0.221	0.023	-0.830	0.010
YPL180W	0.130	-0.259	-0.033	-0.570	0.014	-0.753
YPL181W	0.074	NaN	0.074	NaN	0.135	NaN
YPL182C	-0.013	0.190	-0.058	0.191	0.622	0.098
YPL183C	-0.042	0.061	-0.018	-0.203	0.481	-1.236
YPL183W-A	0.030	-0.466	0.139	-1.667	0.339	-0.034
YPL184C	0.049	-0.388	0.045	0.036	-0.071	-0.020
YPL185W	-0.144	0.023	2.889	-0.046	0.090	0.623
YPL186C	0.051	-0.293	0.839	0.003	-1.244	0.029
YPL187W	-0.028	-0.339	-0.069	-0.423	0.357	-0.010
YPL188W	NaN	0.214	NaN	0.004	NaN	-0.013
YPL189W	1.296	-0.191	1.083	0.007	0.406	0.046
YPL190C	NaN	0.034	NaN	0.759	NaN	-0.078
YPL191C	0.019	0.020	-0.025	-0.032	-1.103	-1.499
YPL192C	0.707	-0.019	-0.104	0.121	-0.825	0.135
YPL193W	NaN	0.362	NaN	0.052	NaN	0.862
YPL194W	-0.072	0.213	-0.049	-0.133	0.034	-0.067
YPL195W	-6.418	-0.460	-0.535	0.864	-0.009	0.575
YPL196W	0.028	-0.135	0.254	0.197	-0.055	-0.018
YPL197C	-0.244	-0.128	0.015	-0.044	0.410	-0.005
YPL198W	-0.192	-0.351	0.076	0.619	-0.169	-0.022
YPL199C	-0.716	-0.047	0.263	-0.336	-0.285	0.554
YPL200W	0.145	0.075	0.238	0.075	-0.123	-0.077
YPL201C	-0.447	0.015	-0.306	-0.296	-0.002	-0.016
YPL202C	-0.396	0.163	-1.666	0.041	0.099	-1.162
YPL203W	-1.184	0.005	-0.124	-0.014	-0.191	-0.900
YPL204W	NaN	0.211	NaN	0.063	NaN	0.955
YPL205C	0.291	0.196	0.060	0.402	0.011	0.018
YPL206C	-1.515	0.521	0.506	-0.126	0.035	0.030
YPL207W	0.014	1.224	0.017	-0.470	-0.007	0.139
YPL208W	NaN	0.901	NaN	1.312	NaN	0.028
YPL209C	NaN	-0.412	NaN	0.335	NaN	0.003
YPL210C	NaN	0.801	NaN	1.948	NaN	0.250
YPL211W	0.077	0.049	NaN	0.500	0.718	0.052
YPL212C	0.067	1.137	-0.000	-0.005	0.012	0.013
YPL213W	0.019	0.136	-0.935	0.003	0.057	-0.051
YPL214C	0.234	-0.116	0.685	0.401	0.542	-0.172
YPL215W	-0.038	0.132	0.078	0.130	-0.012	-0.791
YPL216W	-0.434	-0.157	0.193	0.387	0.009	-0.103
YPL217C	NaN	-1.077	NaN	-1.359	NaN	0.043
YPL218W	NaN	0.584	NaN	0.092	NaN	-0.067
YPL219W	0.063	0.018	-0.198	-0.021	-0.099	-0.723
YPL220W	-0.117	0.436	0.013	-0.022	0.096	-0.196
YPL221W	0.764	0.078	0.346	1.760	-0.047	0.009
YPL222W	-0.947	-0.053	-0.214	-0.079	0.431	0.104
YPL223C	0.079	-0.379	0.036	0.848	-0.147	-0.182
YPL224C	-0.883	-0.054	-1.092	-0.026	-0.095	-0.179
YPL225W	0.060	0.435	0.369	0.237	1.931	-0.572
YPL226W	-0.033	-0.231	0.864	0.095	-0.242	-0.039
YPL227C	-3.140	-0.350	0.594	0.074	0.133	0.023
YPL228W	NaN	0.394	NaN	0.051	NaN	-0.009
YPL229W	-0.040	0.506	0.265	-0.000	-1.977	-0.002
YPL230W	0.020	0.013	0.139	0.003	-0.025	-0.066
YPL231W	NaN	-0.678	NaN	0.009	NaN	0.034
YPL232W	0.221	0.911	0.015	0.892	-0.205	0.086
YPL233W	NaN	-0.010	NaN	-1.019	NaN	-1.037
YPL234C	NaN	0.060	NaN	1.785	NaN	0.058
YPL235W	NaN	0.608	NaN	-0.091	NaN	-0.052
YPL236C	0.236	-0.625	0.417	0.605	0.184	-0.017
YPL237W	NaN	0.435	NaN	-0.034	NaN	0.052
YPL238C	NaN	-1.167	NaN	0.005	NaN	-0.043
YPL239W	NaN	-0.434	NaN	0.211	NaN	-0.819
YPL240C	0.438	-0.008	0.599	0.067	-0.245	-1.276
YPL241C	-0.262	0.507	-1.591	-0.115	-0.212	-0.000
YPL242C	NaN	-0.561	NaN	-1.491	NaN	-0.182
YPL243W	NaN	-0.043	NaN	0.086	NaN	-0.773
YPL244C	-0.325	0.122	-2.122	-2.600	0.040	-0.264
YPL245W	-0.322	0.013	-0.257	-0.201	0.570	-0.932
YPL246C	-0.016	0.444	0.174	1.093	1.175	0.361
YPL247C	-0.178	-0.092	0.436	0.074	-1.201	0.005
YPL248C	0.134	0.661	0.093	-0.012	-1.404	-0.009
YPL249C	-1.422	0.173	-0.039	-0.143	-1.404	-0.414
YPL250C	-0.020	0.012	0.207	-0.004	0.593	0.270
YPL251W	NaN	-1.030	NaN	-3.584	NaN	-0.177
YPL252C	NaN	0.233	NaN	0.595	NaN	0.561
YPL253C	-0.327	0.278	-0.346	-0.009	0.645	-0.106
YPL254W	-0.267	0.006	0.191	-0.407	-0.034	-0.923
YPL255W	NaN	0.230	NaN	-2.077	NaN	0.061
YPL256C	0.103	1.172	-0.057	-0.105	-0.739	-0.028
YPL257W	0.506	-0.034	-0.093	1.345	0.021	0.197
YPL258C	-0.189	0.232	-0.421	0.362	-0.143	-0.571
YPL259C	-2.332	-0.401	-2.212	-0.046	0.322	-0.138
YPL260W	0.057	0.693	0.071	0.051	-0.086	0.040
YPL261C	0.757	-0.304	0.249	0.872	-0.131	0.986
YPL262W	NaN	0.294	NaN	0.024	NaN	-2.000
YPL263C	0.028	-0.823	-0.115	0.043	0.279	-0.522
YPL264C	0.825	0.148	-0.100	0.019	-1.464	-2.180
YPL265W	-0.038	0.647	0.751	-0.030	0.933	-0.537
YPL266W	NaN	-0.272	NaN	0.219	NaN	0.051
YPL267W	0.074	-0.005	0.085	1.705	-0.173	-0.112
YPL268W	0.380	-0.463	0.832	-0.031	0.269	-0.004
YPL269W	-0.399	0.965	-0.003	1.416	-1.317	-0.210
YPL270W	-0.166	0.016	-0.086	-0.079	0.002	-0.047
YPL271W	NaN	0.224	NaN	0.129	NaN	-0.423
YPL272C	1.419	-1.207	0.031	0.017	2.070	-0.015
YPL273W	0.077	-0.748	-0.023	-0.124	0.142	-0.453
YPL274W	1.851	0.279	0.770	1.433	-1.411	-0.418
YPR001W	0.464	0.774	0.010	-0.172	0.293	0.208
YPR002W	0.623	0.938	0.078	1.018	-0.072	-0.172
YPR003C	0.204	0.344	0.170	0.045	0.455	1.041
YPR004C	-0.001	-0.180	-0.109	0.077	0.069	-0.038
YPR005C	-0.177	NaN	-0.595	NaN	0.176	NaN
YPR006C	-0.101	-0.288	0.095	-2.216	-0.094	-0.009
YPR007C	-0.072	0.394	0.766	0.049	-3.195	1.041
YPR008W	-0.021	0.293	0.210	0.776	-2.224	0.090
YPR009W	0.463	0.033	2.837	-1.562	-0.139	-0.018
YPR010C	NaN	0.462	NaN	0.039	NaN	0.726
YPR011C	-0.173	-0.049	-0.099	1.028	-0.022	0.023
YPR012W	-0.027	-1.543	0.016	0.074	-0.226	0.117
YPR013C	-0.174	-0.329	-1.486	1.950	-1.510	0.058
YPR014C	-0.773	-0.630	-0.075	0.548	-1.513	0.006
YPR015C	0.004	-1.088	0.294	-0.076	-0.105	0.096
YPR016C	NaN	0.624	NaN	1.305	NaN	-0.032
YPR017C	0.821	-0.375	0.177	-0.041	-0.002	-0.363
YPR018W	-0.791	0.271	-2.656	-0.070	0.492	1.370
