ORF	hom | growth (culture turbidity) | chitosan [25 g/ml, time 5 hour exposure] | Zakrzewska A~Klis FM, 2007	het | growth (culture turbidity) | chitosan [25 g/ml, time 5 hour exposure] | Zakrzewska A~Klis FM, 2007	hom | growth (culture turbidity) | chitosan [25 g/ml, time 9 hour exposure] | Zakrzewska A~Klis FM, 2007	het | growth (culture turbidity) | chitosan [25 g/ml, time 9 hour exposure] | Zakrzewska A~Klis FM, 2007
YMR214W	0.553	NaN	1.030	NaN
YMR215W	-0.033	NaN	0.049	NaN
YMR216C	0.138	NaN	0.098	NaN
YMR218C	NaN	-0.554	NaN	0.011
YMR219W	-0.146	NaN	-0.392	NaN
YMR220W	NaN	-0.342	NaN	-0.134
YMR221C	-0.015	NaN	-0.091	NaN
YMR222C	0.069	NaN	0.013	NaN
YMR223W	0.051	NaN	0.434	NaN
YMR224C	0.524	NaN	5.124	NaN
YMR225C	-0.050	NaN	0.047	NaN
YMR226C	-0.084	NaN	0.101	NaN
YMR227C	NaN	-1.258	NaN	0.206
YMR228W	0.011	NaN	-0.476	NaN
YMR229C	NaN	-0.407	NaN	0.177
YMR230W	0.367	NaN	0.684	NaN
YMR232W	-0.019	NaN	0.123	NaN
YMR233W	-0.080	NaN	0.122	NaN
YMR234W	-0.006	NaN	-0.089	NaN
YMR235C	NaN	0.187	NaN	0.051
YMR236W	NaN	0.625	NaN	-0.728
YMR237W	0.042	NaN	0.270	NaN
YMR238W	-0.129	NaN	-0.625	NaN
YMR239C	NaN	0.489	NaN	-0.534
YMR240C	NaN	0.189	NaN	-0.036
YMR241W	0.118	NaN	-0.053	NaN
YMR242C	0.625	NaN	0.898	NaN
YMR243C	-0.318	NaN	0.111	NaN
YMR244C-A	0.133	NaN	-0.219	NaN
YMR244W	-0.061	NaN	-0.040	NaN
YMR245W	-0.170	NaN	0.109	NaN
YMR246W	-0.073	NaN	0.041	NaN
YMR247C	-0.194	NaN	-0.100	NaN
YMR251W	-0.076	NaN	0.045	NaN
YMR251W-A	0.102	NaN	0.261	NaN
YMR252C	-0.044	NaN	0.016	NaN
YMR253C	-0.101	NaN	0.077	NaN
YMR254C	-0.122	NaN	0.120	NaN
YMR255W	-0.009	NaN	0.204	NaN
YMR256C	0.126	NaN	0.439	NaN
YMR257C	-0.240	NaN	0.168	NaN
YMR258C	-0.099	NaN	-0.099	NaN
YMR259C	-0.228	NaN	0.194	NaN
YMR260C	NaN	-0.101	NaN	0.236
YMR261C	-0.014	NaN	-0.320	NaN
YMR262W	-0.076	NaN	-0.441	NaN
YMR263W	0.338	NaN	0.558	NaN
YMR264W	0.481	NaN	1.307	NaN
YMR265C	0.515	NaN	-0.057	NaN
YMR267W	0.101	NaN	0.285	NaN
YMR268C	NaN	-0.623	NaN	0.074
YMR269W	-0.595	NaN	-0.633	NaN
YMR270C	NaN	0.033	NaN	-0.388
YMR271C	-0.159	NaN	-0.153	NaN
YMR272C	-0.276	NaN	-0.733	NaN
YMR273C	-0.101	NaN	0.408	NaN
YMR274C	-0.355	NaN	-0.031	NaN
YMR275C	-0.423	NaN	-0.339	NaN
YMR276W	-0.162	NaN	-0.229	NaN
YMR277W	NaN	-0.515	NaN	0.162
YMR278W	-0.208	NaN	0.033	NaN
YMR279C	-0.148	NaN	0.065	NaN
YMR280C	-0.088	NaN	-0.246	NaN
YMR281W	NaN	-0.381	NaN	0.184
YMR282C	-0.063	NaN	0.293	NaN
YMR283C	-0.336	NaN	0.076	NaN
YMR284W	-0.229	NaN	0.006	NaN
YMR285C	0.021	NaN	0.052	NaN
YMR286W	-0.121	NaN	0.226	NaN
YMR287C	0.018	NaN	-0.172	NaN
YMR288W	NaN	0.079	NaN	-0.776
YMR289W	-0.054	NaN	0.212	NaN
YMR290C	NaN	-0.393	NaN	-0.001
YMR290W-A	NaN	-0.333	NaN	-0.129
YMR291W	-0.108	NaN	-0.016	NaN
YMR292W	-0.068	NaN	0.076	NaN
YMR293C	0.646	NaN	0.662	NaN
YMR294W	0.668	NaN	1.245	NaN
YMR294W-A	-0.050	NaN	-0.607	NaN
YMR295C	-0.261	NaN	-0.328	NaN
YMR296C	NaN	-0.513	NaN	-0.020
YMR297W	-0.116	NaN	-0.190	NaN
YMR299C	-0.046	NaN	0.268	NaN
YMR301C	NaN	-0.653	NaN	0.145
YMR302C	0.069	NaN	0.025	NaN
YMR303C	-0.191	NaN	-0.046	NaN
YMR304C-A	-0.241	NaN	0.238	NaN
YMR304W	0.508	NaN	0.970	NaN
YMR305C	0.113	NaN	0.064	NaN
YMR306C-A	-0.110	NaN	-0.073	NaN
YMR306W	0.036	NaN	0.103	NaN
YMR307W	1.027	NaN	1.680	NaN
YMR308C	NaN	-0.107	NaN	-0.048
YMR309C	NaN	0.020	NaN	0.086
YMR310C	-0.067	NaN	-0.004	NaN
YMR311C	-0.292	NaN	-0.282	NaN
YMR312W	0.039	NaN	-0.049	NaN
YMR313C	-0.062	NaN	0.106	NaN
YMR314W	NaN	-1.111	NaN	-0.034
YMR315W	-0.074	NaN	-0.050	NaN
YMR316C-A	-0.210	NaN	-0.024	NaN
YMR316C-B	-0.103	NaN	0.133	NaN
YMR316W	-0.228	NaN	-0.189	NaN
YMR317W	-0.242	NaN	-0.238	NaN
YMR318C	-0.129	NaN	-0.092	NaN
YMR319C	-0.043	NaN	0.111	NaN
YMR320W	-0.051	NaN	-0.016	NaN
YMR322C	0.166	NaN	0.055	NaN
YMR326C	0.199	NaN	0.066	NaN
YNL001W	0.191	NaN	-0.056	NaN
YNL002C	NaN	0.029	NaN	0.231
YNL003C	0.443	NaN	0.020	NaN
YNL004W	0.178	NaN	0.011	NaN
YNL005C	0.341	NaN	-0.099	NaN
YNL006W	NaN	-0.010	NaN	0.238
YNL007C	NaN	0.084	NaN	-0.361
YNL009W	0.111	NaN	0.277	NaN
YNL010W	0.035	NaN	-0.006	NaN
YNL011C	0.045	NaN	0.231	NaN
YNL012W	0.149	NaN	0.201	NaN
YNL013C	0.243	NaN	0.330	NaN
YNL014W	-0.156	NaN	0.050	NaN
YNL016W	-0.078	NaN	-0.174	NaN
YNL020C	0.229	NaN	-0.022	NaN
YNL022C	0.698	NaN	0.546	NaN
YNL023C	0.413	NaN	0.125	NaN
YNL024C	-0.202	NaN	-0.206	NaN
YNL025C	2.099	NaN	1.698	NaN
YNL026W	NaN	0.423	NaN	1.483
YNL027W	0.321	NaN	0.326	NaN
YNL031C	0.171	NaN	0.018	NaN
YNL032W	0.764	NaN	1.471	NaN
YNL034W	0.143	NaN	-0.015	NaN
YNL035C	-0.020	NaN	-0.091	NaN
YNL038W	NaN	0.039	NaN	-0.094
YNL039W	NaN	0.392	NaN	-0.162
YNL041C	0.723	NaN	1.023	NaN
YNL042W	NaN	NaN	0.794	NaN
YNL043C	0.191	NaN	0.558	NaN
YNL044W	0.142	NaN	0.660	NaN
YNL045W	-0.024	NaN	0.187	NaN
YNL046W	0.355	NaN	0.113	NaN
YNL047C	-0.125	NaN	-0.168	NaN
YNL049C	0.139	NaN	0.059	NaN
YNL050C	1.771	NaN	NaN	NaN
YNL051W	0.102	NaN	0.177	NaN
YNL052W	-0.043	NaN	-0.114	NaN
YNL053W	0.098	NaN	0.232	NaN
YNL054W	0.002	NaN	0.141	NaN
YNL055C	0.473	NaN	0.685	NaN
YNL056W	0.300	NaN	1.179	NaN
YNL057W	-0.086	NaN	0.004	NaN
YNL058C	-0.264	NaN	-0.125	NaN
YNL061W	NaN	0.014	NaN	-0.200
YNL062C	NaN	-0.074	NaN	-0.155
YNL063W	-0.165	NaN	-0.011	NaN
YNL064C	1.852	NaN	NaN	NaN
YNL065W	-0.058	NaN	-0.131	NaN
YNL066W	-0.072	NaN	-0.307	NaN
YNL067W	-0.379	NaN	-0.555	NaN
YNL068C	-0.094	NaN	0.102	NaN
YNL069C	-0.521	NaN	-0.299	NaN
YNL070W	2.008	NaN	3.629	NaN
YNL071W	-0.032	NaN	-0.009	NaN
YNL072W	-0.199	NaN	-0.015	NaN
YNL073W	-0.317	NaN	0.413	NaN
YNL074C	-0.237	NaN	-0.291	NaN
YNL075W	NaN	0.156	NaN	0.324
YNL076W	-0.120	NaN	0.122	NaN
YNL077W	0.374	NaN	0.747	NaN
YNL078W	-0.097	NaN	-0.063	NaN
YNL079C	0.482	NaN	0.703	NaN
YNL080C	-0.701	NaN	-1.243	NaN
YNL082W	-0.142	NaN	-0.021	NaN
YNL083W	-0.071	NaN	0.038	NaN
YNL084C	0.749	NaN	2.326	NaN
YNL085W	-0.364	NaN	-0.292	NaN
YNL086W	0.106	NaN	0.233	NaN
YNL087W	-0.189	NaN	0.015	NaN
YNL088W	NaN	0.066	NaN	-0.011
YNL089C	0.267	NaN	0.268	NaN
YNL090W	0.037	NaN	0.085	NaN
YNL091W	-0.070	NaN	-0.292	NaN
YNL092W	-0.244	NaN	-0.056	NaN
YNL093W	-0.040	NaN	-0.261	NaN
YNL094W	-0.307	NaN	0.029	NaN
YNL095C	-0.257	NaN	-0.054	NaN
YNL096C	0.436	NaN	0.464	NaN
YNL097C	0.504	NaN	0.537	NaN
YNL098C	0.956	NaN	1.387	NaN
YNL099C	0.356	NaN	1.170	NaN
YNL100W	-0.119	NaN	0.008	NaN
YNL101W	-0.231	NaN	-0.328	NaN
YNL102W	NaN	0.053	NaN	-0.058
YNL103W	NaN	-0.434	NaN	NaN
YNL104C	-0.210	NaN	-0.018	NaN
YNL105W	-0.147	NaN	0.204	NaN
YNL106C	-0.073	NaN	0.352	NaN
YNL107W	0.450	NaN	1.280	NaN
YNL108C	-0.167	NaN	-0.074	NaN
YNL109W	-0.082	NaN	-0.726	NaN
YNL110C	NaN	0.076	NaN	-0.040
YNL111C	0.102	NaN	-0.049	NaN
YNL112W	NaN	0.346	NaN	0.324
YNL113W	NaN	0.147	NaN	-0.377
YNL114C	NaN	0.419	NaN	0.036
YNL115C	0.112	NaN	0.677	NaN
YNL116W	-0.102	NaN	-0.114	NaN
YNL117W	-0.082	NaN	-0.037	NaN
YNL118C	NaN	-0.088	NaN	0.113
YNL119W	-0.067	NaN	0.033	NaN
YNL120C	-0.218	NaN	0.093	NaN
YNL121C	-0.163	NaN	-0.259	NaN
YNL122C	-0.180	NaN	-0.166	NaN
YNL123W	-0.005	NaN	0.064	NaN
YNL124W	NaN	0.299	NaN	0.269
YNL125C	-0.151	NaN	-0.150	NaN
YNL126W	NaN	0.127	NaN	0.321
YNL127W	-0.256	NaN	-0.328	NaN
YNL128W	-0.088	NaN	-0.185	NaN
YNL129W	-0.183	NaN	-0.010	NaN
YNL130C	0.131	NaN	0.198	NaN
YNL131W	NaN	0.489	NaN	0.022
YNL132W	NaN	0.127	NaN	0.068
YNL133C	-0.007	NaN	0.044	NaN
YNL134C	-0.226	NaN	-0.061	NaN
YNL135C	1.126	NaN	1.659	NaN
YNL136W	-0.294	NaN	0.278	NaN
YNL137C	NaN	0.220	NaN	0.010
YNL138W	0.015	NaN	1.230	NaN
YNL139C	0.259	NaN	NaN	NaN
YNL140C	-0.368	NaN	-0.532	NaN
YNL141W	0.006	NaN	-0.197	NaN
YNL142W	0.102	NaN	0.191	NaN
YNL143C	-0.171	NaN	-0.140	NaN
YNL144C	-0.245	NaN	0.061	NaN
YNL145W	-0.166	NaN	-0.015	NaN
YNL146W	-0.247	NaN	0.013	NaN
YNL147W	NaN	NaN	2.863	NaN
YNL148C	0.290	NaN	0.502	NaN
YNL149C	NaN	-0.138	NaN	0.015
YNL150W	NaN	-0.131	NaN	0.119
YNL151C	NaN	0.120	NaN	-0.147
YNL152W	NaN	-0.155	NaN	0.056
YNL154C	-0.197	NaN	-0.315	NaN
YNL155W	-0.420	NaN	-0.123	NaN
YNL157W	-0.151	NaN	0.042	NaN
YNL158W	NaN	0.050	NaN	-0.360
YNL159C	-0.112	NaN	-0.095	NaN
YNL160W	0.183	NaN	0.008	NaN
YNL163C	NaN	0.460	NaN	0.264
YNL168C	-0.117	NaN	-0.088	NaN
YNL170W	-0.171	NaN	-0.021	NaN
YNL172W	NaN	-0.071	NaN	-0.142
YNL173C	-0.099	NaN	-0.129	NaN
YNL175C	0.459	NaN	0.779	NaN
YNL176C	-0.295	NaN	0.085	NaN
YNL177C	0.200	NaN	0.075	NaN
YNL178W	NaN	0.154	NaN	0.171
YNL179C	-0.151	NaN	-0.296	NaN
YNL181W	NaN	0.019	NaN	-0.055
YNL182C	NaN	0.204	NaN	-0.084
YNL183C	0.982	NaN	1.856	NaN
YNL184C	-0.183	NaN	-0.663	NaN
YNL187W	1.000	NaN	0.034	NaN
YNL188W	NaN	-0.010	NaN	0.109
YNL189W	NaN	0.303	NaN	-0.503
YNL190W	-0.067	NaN	-0.062	NaN
YNL191W	-0.041	NaN	0.080	NaN
YNL193W	-0.129	NaN	-0.042	NaN
YNL194C	-0.047	NaN	0.019	NaN
YNL195C	0.118	NaN	-0.172	NaN
YNL196C	0.490	NaN	0.813	NaN
YNL197C	0.450	NaN	0.587	NaN
YNL198C	-0.003	NaN	-0.145	NaN
YNL199C	0.590	NaN	-0.121	NaN
YNL200C	-0.053	NaN	0.004	NaN
YNL201C	0.221	NaN	0.019	NaN
YNL202W	-0.134	NaN	-0.045	NaN
YNL203C	0.493	NaN	0.954	NaN
YNL204C	0.477	NaN	1.021	NaN
YNL205C	0.592	NaN	0.905	NaN
YNL206C	-0.236	NaN	-0.650	NaN
YNL207W	NaN	0.191	NaN	0.164
YNL211C	0.274	NaN	0.840	NaN
YNL212W	-0.159	NaN	-0.228	NaN
YNL213C	-0.472	NaN	-0.928	NaN
YNL214W	-0.056	NaN	-0.090	NaN
YNL215W	-0.316	NaN	-0.166	NaN
YNL216W	NaN	-0.014	NaN	0.154
YNL217W	-0.180	NaN	-0.099	NaN
YNL219C	1.549	NaN	1.502	NaN
YNL221C	NaN	0.174	NaN	0.495
YNL222W	NaN	0.067	NaN	0.335
YNL224C	0.239	NaN	0.553	NaN
YNL226W	-0.462	NaN	-1.263	NaN
YNL227C	-0.632	NaN	-0.822	NaN
YNL228W	-0.568	NaN	-1.041	NaN
YNL229C	-1.000	NaN	-0.362	NaN
YNL230C	0.145	NaN	0.484	NaN
YNL231C	0.072	NaN	-0.229	NaN
YNL232W	NaN	0.027	NaN	0.078
YNL233W	-0.097	NaN	0.083	NaN
YNL235C	-0.371	NaN	-0.142	NaN
YNL236W	-0.017	NaN	-0.271	NaN
YNL237W	1.242	NaN	2.402	NaN
YNL239W	-0.062	NaN	-0.052	NaN
YNL240C	NaN	-0.096	NaN	0.022
YNL241C	-1.030	NaN	-1.191	NaN
YNL242W	-0.033	NaN	-0.075	NaN
YNL243W	-1.198	NaN	-1.114	NaN
YNL244C	NaN	-1.014	NaN	-0.008
YNL245C	NaN	-0.135	NaN	-0.001
YNL246W	2.105	NaN	1.167	NaN
YNL247W	NaN	0.199	NaN	-0.637
YNL248C	-0.619	NaN	-0.498	NaN
YNL249C	-0.344	NaN	-0.011	NaN
YNL250W	-0.206	NaN	0.008	NaN
YNL251C	NaN	-0.915	NaN	-0.044
YNL252C	-0.108	NaN	0.128	NaN
YNL253W	-0.174	NaN	-0.122	NaN
YNL254C	-0.335	NaN	0.125	NaN
YNL255C	-0.125	NaN	0.048	NaN
YNL256W	NaN	-1.372	NaN	-1.064
YNL257C	-0.020	NaN	0.088	NaN
YNL258C	NaN	-0.831	NaN	0.033
YNL259C	-0.042	NaN	-0.012	NaN
YNL260C	NaN	-0.925	NaN	0.204
YNL261W	NaN	-1.183	NaN	0.118
YNL262W	NaN	-1.190	NaN	0.080
YNL263C	NaN	-1.611	NaN	0.041
YNL264C	0.046	NaN	0.474	NaN
YNL265C	0.060	NaN	-0.048	NaN
YNL266W	-0.095	NaN	-0.036	NaN
YNL267W	NaN	-1.123	NaN	0.184
YNL268W	0.149	NaN	0.117	NaN
YNL269W	-0.216	NaN	-0.114	NaN
YNL270C	-0.112	NaN	0.039	NaN
YNL271C	-0.097	NaN	0.902	NaN
YNL272C	NaN	-0.974	NaN	-0.210
YNL273W	-0.041	NaN	0.040	NaN
YNL274C	-0.209	NaN	-0.030	NaN
YNL275W	0.001	NaN	0.023	NaN
YNL276C	NaN	NaN	-1.619	NaN
YNL278W	-0.421	NaN	-0.662	NaN
YNL279W	-0.030	NaN	0.017	NaN
YNL280C	1.416	NaN	NaN	NaN
YNL281W	0.159	NaN	0.153	NaN
YNL282W	NaN	-1.051	NaN	0.169
YNL283C	0.870	NaN	1.449	NaN
YNL284C	0.094	NaN	-0.442	NaN
YNL285W	-0.183	NaN	0.230	NaN
YNL286W	0.056	NaN	0.088	NaN
YNL287W	NaN	-0.006	NaN	1.043
YNL288W	0.325	NaN	0.370	NaN
YNL289W	0.042	NaN	-0.014	NaN
YNL290W	NaN	-0.811	NaN	0.122
YNL291C	0.004	NaN	0.089	NaN
YNL292W	-0.042	NaN	-0.050	NaN
YNL293W	-0.232	NaN	-0.190	NaN
YNL294C	0.703	NaN	1.356	NaN
YNL295W	-0.103	NaN	0.069	NaN
YNL297C	1.604	NaN	NaN	NaN
YNL298W	-1.511	NaN	-1.639	NaN
YNL299W	-0.197	NaN	-0.110	NaN
YNL300W	-0.131	NaN	-0.144	NaN
YNL301C	-0.110	NaN	0.015	NaN
YNL303W	0.186	NaN	0.061	NaN
YNL304W	0.058	NaN	-0.249	NaN
YNL305C	-0.224	NaN	-0.109	NaN
YNL306W	NaN	-0.278	NaN	-0.163
YNL307C	0.973	NaN	2.287	NaN
YNL308C	NaN	-0.506	NaN	-0.495
YNL310C	NaN	-0.063	NaN	0.096
YNL311C	-0.132	NaN	0.010	NaN
YNL312W	NaN	0.008	NaN	0.177
YNL313C	NaN	-0.357	NaN	0.016
YNL314W	0.797	NaN	1.500	NaN
YNL315C	0.633	NaN	0.277	NaN
YNL316C	-0.108	NaN	-0.041	NaN
YNL317W	NaN	0.142	NaN	-0.728
YNL318C	-0.023	NaN	-0.059	NaN
YNL319W	-0.180	NaN	-0.173	NaN
YNL321W	-0.251	NaN	-0.010	NaN
YNL322C	-0.375	NaN	-0.465	NaN
YNL323W	0.241	NaN	0.104	NaN
YNL324W	0.008	NaN	-0.019	NaN
YNL325C	-0.012	NaN	0.064	NaN
YNL326C	-0.040	NaN	-0.239	NaN
YNL327W	-0.142	NaN	-0.244	NaN
YNL328C	-0.251	NaN	-0.110	NaN
YNL329C	-0.078	NaN	-0.087	NaN
YNL332W	-0.173	NaN	-0.150	NaN
YNL333W	-0.210	NaN	-0.007	NaN
YNL334C	-0.194	NaN	-0.122	NaN
YNL335W	-0.193	NaN	-0.036	NaN
YNL336W	-0.140	NaN	-0.018	NaN
YNL338W	-0.150	NaN	-0.127	NaN
YNL339C	-0.011	NaN	-0.061	NaN
YNR001C	-0.013	NaN	0.122	NaN
YNR002C	0.085	NaN	-0.077	NaN
YNR003C	NaN	0.406	NaN	0.237
YNR004W	0.975	NaN	1.033	NaN
YNR005C	1.206	NaN	1.337	NaN
YNR006W	0.590	NaN	1.035	NaN
YNR007C	1.036	NaN	1.319	NaN
YNR008W	0.152	NaN	-0.108	NaN
YNR009W	0.069	NaN	0.093	NaN
YNR011C	NaN	-0.485	NaN	-0.342
YNR012W	0.187	NaN	-0.325	NaN
YNR013C	0.139	NaN	-0.106	NaN
YNR014W	0.060	NaN	0.079	NaN
YNR015W	0.185	NaN	0.297	NaN
YNR016C	NaN	0.671	NaN	0.465
YNR017W	NaN	0.567	NaN	0.200
YNR018W	0.231	NaN	-0.082	NaN
YNR019W	0.105	NaN	-0.008	NaN
YNR020C	0.428	NaN	0.464	NaN
YNR021W	0.296	NaN	-0.150	NaN
YNR023W	NaN	NaN	-0.587	NaN
YNR024W	0.158	NaN	-0.059	NaN
YNR025C	0.205	NaN	0.129	NaN
YNR026C	NaN	0.554	NaN	0.066
YNR027W	-0.091	NaN	-0.112	NaN
YNR028W	0.230	NaN	0.114	NaN
YNR029C	0.102	NaN	-0.180	NaN
YNR030W	0.110	NaN	0.207	NaN
YNR031C	1.722	NaN	4.132	NaN
YNR032C-A	-0.061	NaN	-0.063	NaN
YNR032W	0.279	NaN	0.343	NaN
YNR033W	-0.175	NaN	-0.124	NaN
YNR034W	-0.064	NaN	0.056	NaN
YNR035C	NaN	0.584	NaN	0.681
YNR036C	0.193	NaN	0.226	NaN
YNR037C	0.165	NaN	0.137	NaN
YNR038W	NaN	0.513	NaN	0.247
YNR039C	0.475	NaN	0.488	NaN
YNR040W	1.369	NaN	1.788	NaN
YNR041C	0.182	NaN	0.452	NaN
YNR042W	0.359	NaN	0.399	NaN
YNR043W	NaN	0.455	NaN	-0.244
YNR044W	0.413	NaN	NaN	NaN
YNR045W	0.393	NaN	0.268	NaN
YNR046W	NaN	0.363	NaN	0.174
YNR048W	0.360	NaN	-0.039	NaN
YNR049C	0.131	NaN	-0.177	NaN
YNR051C	0.776	NaN	1.295	NaN
YNR052C	1.084	NaN	1.991	NaN
YNR053C	NaN	0.023	NaN	-0.102
YNR054C	NaN	0.116	NaN	0.183
YNR055C	0.237	NaN	0.029	NaN
YNR056C	0.263	NaN	0.083	NaN
YNR057C	0.256	NaN	0.019	NaN
YNR058W	0.250	NaN	-0.137	NaN
YNR059W	0.199	NaN	-0.133	NaN
YNR060W	-0.061	NaN	0.054	NaN
YNR061C	0.102	NaN	0.046	NaN
YNR062C	0.149	NaN	-0.114	NaN
YNR063W	-0.012	NaN	0.132	NaN
YNR064C	-0.030	NaN	-0.003	NaN
YNR065C	-0.025	NaN	-0.088	NaN
YNR066C	0.045	NaN	-0.126	NaN
YNR067C	-0.035	NaN	-0.070	NaN
YNR069C	0.043	NaN	-0.060	NaN
YNR070W	0.082	NaN	-0.009	NaN
YNR071C	-0.068	NaN	-0.119	NaN
YNR072W	0.013	NaN	-0.194	NaN
YNR073C	0.462	NaN	-0.371	NaN
YNR075W	-0.055	NaN	-0.212	NaN
YOL001W	0.213	NaN	0.686	NaN
YOL002C	-0.280	NaN	-0.170	NaN
YOL003C	-0.096	NaN	-0.037	NaN
YOL004W	0.356	NaN	2.260	NaN
YOL005C	NaN	0.215	NaN	-0.052
YOL006C	-0.330	NaN	-0.546	NaN
YOL007C	-0.096	NaN	0.045	NaN
YOL008W	-0.241	NaN	0.074	NaN
YOL009C	0.168	NaN	-0.085	NaN
YOL010W	NaN	-0.197	NaN	0.001
YOL011W	0.030	NaN	-0.137	NaN
YOL012C	0.370	NaN	1.213	NaN
YOL013C	-0.001	NaN	-0.148	NaN
YOL013W-A	0.517	NaN	0.329	NaN
YOL014W	-0.091	NaN	0.079	NaN
YOL015W	-0.273	NaN	0.001	NaN
YOL016C	-0.018	NaN	0.576	NaN
YOL017W	-0.315	NaN	-0.399	NaN
YOL018C	-0.533	NaN	-0.674	NaN
YOL019W	-0.029	NaN	-0.116	NaN
YOL020W	-0.213	NaN	-0.133	NaN
YOL021C	NaN	-0.352	NaN	-0.393
YOL022C	NaN	-0.487	NaN	-0.047
YOL023W	0.081	NaN	-0.077	NaN
YOL024W	-0.095	NaN	-0.090	NaN
YOL025W	-0.062	NaN	0.108	NaN
YOL026C	NaN	-0.640	NaN	0.032
YOL027C	0.156	NaN	0.105	NaN
YOL028C	0.007	NaN	0.294	NaN
YOL029C	-0.108	NaN	-0.158	NaN
YOL030W	-0.149	NaN	0.104	NaN
YOL031C	-0.284	NaN	-0.233	NaN
YOL032W	-0.025	NaN	-0.054	NaN
YOL034W	NaN	-0.428	NaN	0.023
YOL035C	-0.279	NaN	-0.658	NaN
YOL036W	-0.430	NaN	-0.413	NaN
YOL037C	-0.146	NaN	-0.154	NaN
YOL038W	NaN	-0.108	NaN	-0.045
YOL039W	-0.372	NaN	-0.544	NaN
YOL040C	NaN	0.056	NaN	0.166
YOL041C	-0.353	NaN	-0.885	NaN
YOL042W	-0.139	NaN	0.010	NaN
YOL043C	-0.103	NaN	-0.053	NaN
YOL044W	0.387	NaN	0.254	NaN
YOL045W	-0.086	NaN	-0.431	NaN
YOL046C	0.201	NaN	-0.160	NaN
YOL047C	0.012	NaN	-0.023	NaN
YOL048C	-0.084	NaN	0.135	NaN
YOL049W	0.133	NaN	0.368	NaN
YOL050C	0.292	NaN	0.476	NaN
YOL051W	-0.135	NaN	0.669	NaN
YOL052C	0.193	NaN	0.144	NaN
YOL053C-A	-0.117	NaN	-0.004	NaN
YOL053W	0.033	NaN	0.084	NaN
YOL054W	0.617	NaN	0.667	NaN
YOL055C	-0.068	NaN	0.022	NaN
YOL056W	0.030	NaN	0.163	NaN
YOL057W	-0.095	NaN	0.082	NaN
YOL058W	0.045	NaN	0.016	NaN
YOL059W	0.606	NaN	-0.011	NaN
YOL060C	-0.105	NaN	0.098	NaN
YOL061W	0.263	NaN	0.280	NaN
YOL062C	-0.176	NaN	-0.310	NaN
YOL063C	-0.081	NaN	0.128	NaN
YOL064C	0.649	NaN	0.616	NaN
YOL065C	-0.174	NaN	0.082	NaN
YOL066C	NaN	-0.453	NaN	0.114
YOL067C	-0.045	NaN	-0.125	NaN
YOL068C	-0.055	NaN	0.206	NaN
YOL069W	NaN	-0.283	NaN	0.246
YOL070C	-0.070	NaN	0.214	NaN
YOL071W	-0.112	NaN	0.155	NaN
YOL072W	0.070	NaN	0.262	NaN
YOL075C	0.064	NaN	-0.134	NaN
YOL076W	NaN	NaN	3.926	NaN
YOL077C	NaN	-0.417	NaN	-0.188
YOL078W	NaN	-0.176	NaN	-0.450
YOL079W	-0.254	NaN	-0.420	NaN
YOL080C	-0.314	NaN	-0.149	NaN
YOL081W	2.837	NaN	4.655	NaN
YOL082W	-0.095	NaN	-0.003	NaN
YOL083W	-0.212	NaN	-0.158	NaN
YOL084W	-0.063	NaN	0.116	NaN
YOL085C	-0.228	NaN	0.150	NaN
YOL086C	-0.978	NaN	0.554	NaN
YOL087C	0.348	NaN	-0.023	NaN
YOL088C	0.137	NaN	-0.017	NaN
YOL089C	1.260	NaN	1.518	NaN
YOL090W	0.025	NaN	0.105	NaN
YOL091W	0.165	NaN	0.064	NaN
YOL092W	0.044	NaN	0.167	NaN
YOL093W	0.062	NaN	-0.030	NaN
YOL094C	NaN	0.346	NaN	-0.104
YOL095C	0.565	NaN	0.605	NaN
YOL096C	0.297	NaN	0.006	NaN
YOL097C	NaN	0.315	NaN	-0.004
YOL098C	0.039	NaN	0.097	NaN
YOL099C	0.155	NaN	0.023	NaN
YOL100W	-0.328	NaN	-0.437	NaN
YOL101C	-0.293	NaN	0.062	NaN
YOL102C	NaN	0.174	NaN	-0.009
YOL103W	0.306	NaN	-0.106	NaN
YOL104C	0.069	NaN	-0.005	NaN
YOL105C	0.186	NaN	0.105	NaN
YOL106W	0.048	NaN	0.084	NaN
YOL107W	0.169	NaN	0.198	NaN
YOL108C	-0.064	NaN	-0.800	NaN
YOL109W	0.040	NaN	0.185	NaN
YOL110W	0.157	NaN	0.307	NaN
YOL111C	0.359	NaN	0.512	NaN
YOL112W	0.292	NaN	0.257	NaN
YOL113W	0.412	NaN	0.767	NaN
YOL114C	0.140	NaN	0.366	NaN
YOL115W	4.004	NaN	4.506	NaN
YOL116W	0.062	NaN	0.391	NaN
YOL117W	0.212	NaN	0.365	NaN
YOL118C	0.167	NaN	0.116	NaN
YOL119C	0.136	NaN	0.170	NaN
YOL120C	NaN	-0.153	NaN	-0.335
YOL121C	0.420	NaN	0.554	NaN
YOL122C	0.450	NaN	0.325	NaN
YOL123W	NaN	0.137	NaN	-0.086
YOL124C	0.338	NaN	0.253	NaN
YOL126C	0.012	NaN	0.102	NaN
YOL127W	NaN	0.092	NaN	-0.326
YOL128C	0.309	NaN	0.036	NaN
YOL129W	0.098	NaN	0.160	NaN
YOL130W	NaN	0.455	NaN	-0.146
YOL131W	0.474	NaN	-0.068	NaN
