ORF	hap a | abundance of alanine | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of aspartic acid | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of glutamate | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of phenylalanine | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of glycine | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of histidine | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of isoleucine | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of lysine | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of leucine | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of methionine | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of asparagine | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of proline | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of glutamine | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of arginine | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of serine | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of threonine | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of valine | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of tryptophan | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of tyrosine | minimal [standard] | Mulleder M~Ralser M, 2016
YPL066W	5.667	5.461	22.775	0.285	1.627	5.246	0.375	0.783	0.245	0.126	1.225	1.109	28.179	4.811	2.303	3.994	1.281	0.039	2.496
YPL067C	6.352	5.164	19.536	0.280	2.594	4.712	0.389	0.629	0.243	0.132	1.224	1.016	23.005	4.309	2.473	4.305	1.408	0.037	2.504
YPL068C	6.211	4.696	19.649	0.264	2.301	5.313	0.396	0.662	0.268	0.142	1.245	1.009	25.086	3.627	2.290	3.963	1.358	0.039	2.301
YPL069C	6.411	4.300	21.333	0.317	1.360	4.915	0.382	0.802	0.324	0.100	0.920	0.899	28.252	4.361	1.831	3.068	1.354	0.045	4.054
YPL070W	6.210	5.574	25.537	0.207	1.626	4.864	0.360	0.938	0.235	0.112	1.258	1.246	29.997	4.035	2.273	3.788	1.313	0.031	2.551
YPL071C	5.993	4.735	19.955	0.260	2.032	6.933	0.386	1.077	0.266	0.149	1.230	1.173	30.034	4.532	2.503	3.824	1.354	0.037	1.944
YPL072W	5.997	4.651	20.745	0.274	2.021	7.050	0.389	1.052	0.282	0.143	1.205	1.181	28.244	4.870	2.541	3.646	1.388	0.038	1.567
YPL073C	5.766	4.368	20.738	0.273	2.090	5.453	0.382	0.829	0.286	0.153	1.224	1.191	29.011	3.133	2.253	3.720	1.311	0.039	2.065
YPL074W	6.546	4.680	21.106	0.225	2.308	7.922	0.352	1.288	0.268	0.120	1.303	1.203	28.409	5.060	2.718	3.922	1.271	0.029	1.246
YPL077C	6.478	5.433	21.300	0.281	2.791	4.076	0.401	0.592	0.235	0.147	1.154	1.004	22.169	4.118	2.273	4.226	1.536	0.038	2.446
YPL078C	6.113	5.500	20.477	0.285	1.986	4.377	0.400	0.741	0.246	0.122	1.280	1.069	25.337	2.626	2.146	3.985	1.332	0.042	3.427
YPL079W	9.019	5.141	21.764	0.218	1.903	3.739	0.399	0.826	0.186	0.091	1.130	1.183	27.980	4.597	1.797	4.341	1.449	0.030	2.737
YPL080C	7.918	4.583	18.009	0.280	2.002	4.860	0.413	0.975	0.181	0.067	1.112	0.755	17.187	8.300	1.868	4.160	1.428	0.037	4.297
YPL081W	6.404	4.974	21.795	0.262	1.869	4.710	0.379	0.668	0.237	0.130	1.306	1.128	29.299	2.713	2.472	4.126	1.367	0.037	2.477
YPL084W	8.178	5.991	20.770	0.275	2.430	4.579	0.445	0.635	0.279	0.122	1.504	1.117	28.279	2.880	2.231	3.880	1.520	0.034	2.798
