ORF	Growth, OD600;external pH 2.7	Growth, OD600;external pH 4.0	Growth, OD600;external pH 7.0	Vacuolar pH (pHv);external pH 2.7	Vacuolar pH (pHv);external pH 4.0	Vacuolar pH (pHv);external pH 7.0
YOL060C	90.046	89.549	95.008	5.143	5.119	5.969
YOL061W	90.867	88.228	94.384	5.226	5.306	5.979
YOL062C	92.430	91.903	88.955	5.101	5.265	6.064
YOL063C	90.929	94.833	90.703	5.206	5.138	5.955
YOL064C	93.313	86.004	93.660	5.159	5.154	5.865
YOL065C	91.022	91.563	95.120	4.967	5.208	5.978
YOL067C	84.324	72.098	72.154	5.061	5.324	6.069
YOL068C	98.754	93.184	90.909	5.369	5.323	6.120
YOL070C	103.260	98.000	101.158	5.308	5.280	5.821
YOL071W	100.943	97.592	101.619	5.327	5.273	5.883
YOL072W	30.425	82.023	87.534	5.427	5.577	6.138
YOL075C	95.925	94.713	101.793	5.312	5.291	5.993
YOL076W	93.544	79.373	92.665	5.364	5.366	5.911
YOL079W	94.439	93.936	104.670	5.356	5.297	5.938
YOL080C	91.259	94.381	96.227	5.290	5.331	5.982
YOL081W	83.413	89.922	85.367	5.250	5.298	6.125
YOL082W	98.578	94.649	103.313	5.371	5.347	6.010
YOL083W	97.451	108.847	98.763	5.237	5.329	5.497
YOL084W	103.276	97.299	103.836	5.365	5.295	5.963
YOL085C	98.993	99.312	103.126	5.326	5.294	6.002
YOL086C	99.675	98.989	94.325	5.270	5.354	5.599
YOL087C	84.854	90.823	89.000	NaN	5.356	5.908
YOL088C	97.423	95.316	85.150	5.322	5.343	5.719
YOL089C	64.833	87.411	81.750	5.298	5.359	5.775
YOL090W	114.663	105.084	95.900	5.305	5.383	5.880
YOL091W	115.678	104.042	94.825	5.305	5.343	5.745
YOL092W	120.364	103.143	92.625	5.290	5.339	5.695
YOL093W	117.444	102.805	94.750	5.300	5.355	5.880
YOL095C	117.124	101.659	93.537	5.278	5.329	5.740
YOL096C	117.500	103.703	92.912	5.260	NaN	5.614
YOL098C	118.223	101.138	92.838	5.291	5.347	5.711
YOL099C	115.442	100.330	90.338	5.267	5.373	5.830
YOL100W	106.321	99.145	89.787	5.299	5.340	5.675
YOL101C	98.688	95.863	87.713	5.301	5.326	5.646
YOL103W	94.767	88.284	87.275	5.290	5.325	5.681
YOL104C	NaN	NaN	NaN	NaN	NaN	NaN
YOL105C	100.523	98.676	96.438	5.302	5.331	5.726
YOL106W	102.136	99.627	93.463	5.306	5.343	5.767
YOL107W	101.608	101.034	95.550	5.310	5.354	5.813
YOL108C	99.647	98.546	92.750	5.286	5.378	5.706
YOL109W	104.124	101.685	93.812	5.314	5.360	5.851
YOL110W	100.482	98.247	94.487	5.289	5.354	5.834
YOL111C	97.186	100.656	90.138	5.271	5.337	5.685
YOL112W	96.741	98.755	89.963	5.302	5.341	5.678
YOL113W	96.380	92.959	89.100	5.282	5.340	5.671
YOL114C	96.408	93.441	89.125	5.301	5.358	5.693
YOL115W	NaN	NaN	NaN	NaN	NaN	NaN
YOL116W	101.789	103.208	101.800	5.303	5.344	5.792
YOL117W	101.830	101.385	102.075	5.319	5.348	5.688
YOL118C	99.745	102.974	104.287	5.302	5.357	5.807
YOL119C	107.211	103.742	101.463	5.309	5.350	5.703
YOL121C	104.708	101.776	103.612	5.310	5.347	5.715
YOL122C	NaN	NaN	NaN	NaN	NaN	NaN
YOL124C	104.375	101.320	103.000	5.306	5.361	5.696
YOL125W	97.284	93.610	114.325	5.288	5.322	5.552
YOL126C	99.939	99.888	95.550	5.299	5.335	5.672
YOL128C	99.800	84.572	92.700	5.302	5.336	5.643
YOL129W	98.591	101.021	95.625	5.304	5.351	5.741
YOL131W	95.212	94.769	91.638	5.319	5.330	5.638
YOL132W	NaN	NaN	NaN	NaN	NaN	NaN
YOL136C	92.529	95.720	94.562	5.303	5.358	5.770
YOL137W	99.633	100.630	95.112	5.308	5.358	5.760
YOL138C	75.511	76.472	52.200	5.304	5.352	5.655
YOL141W	94.350	102.635	102.200	5.323	5.340	5.775
YOL143C	91.180	93.493	88.537	NaN	NaN	NaN
YOL147C	95.421	99.067	96.188	5.295	5.316	5.482
YOL148C	28.266	71.484	34.575	5.257	5.338	5.497
YOL150C	88.524	90.563	93.425	5.326	5.355	5.956
YOL151W	102.275	97.713	93.375	5.278	5.320	5.481
YOL152W	98.389	96.886	88.956	5.280	5.323	5.515
YOL153C	112.939	106.373	97.263	5.275	5.326	5.576
YOL155C	98.090	99.119	91.638	5.278	5.324	5.514
YOL158C	89.790	89.209	94.237	5.322	5.365	5.939
YOL159C	87.704	96.554	96.662	5.331	5.361	5.866
YOL160W	87.468	95.655	97.638	5.315	5.358	5.893
YOL162W	81.628	92.009	93.800	5.324	5.353	6.007
YOL163W	96.686	103.169	102.925	5.329	5.347	5.880
YOR001W	73.285	86.561	92.350	4.354	5.230	5.637
YOR002W	62.072	95.976	100.529	5.699	5.488	5.732
YOR003W	93.883	95.292	93.808	5.362	5.213	5.995
YOR005C	93.976	95.735	91.821	5.368	5.222	6.048
YOR006C	102.447	99.222	99.162	5.423	5.141	5.847
YOR007C	98.900	99.517	99.045	5.255	5.080	5.792
YOR008C	NaN	79.775	69.311	NaN	5.098	5.938
YOR008C-A	100.259	99.575	107.450	5.287	5.312	5.674
YOR009W	93.356	94.407	94.827	5.328	5.208	5.849
YOR010C	92.659	95.909	96.027	5.343	5.209	5.862
YOR011W	98.204	98.833	98.852	5.356	5.125	5.802
YOR012W	97.816	95.494	97.291	5.386	5.169	5.861
YOR013W	95.726	96.285	97.239	4.420	4.807	5.908
YOR014W	69.816	77.977	82.495	4.441	4.508	5.900
YOR015W	94.936	96.620	99.871	5.328	5.193	5.872
YOR016C	93.883	94.286	97.717	5.299	5.183	5.982
YOR017W	95.214	98.364	98.465	5.323	5.110	5.822
YOR018W	101.363	103.554	104.734	5.310	5.075	5.794
YOR019W	102.172	97.541	102.552	5.227	5.005	5.760
YOR021C	99.152	97.826	101.399	5.331	5.001	5.765
YOR022C	86.560	92.482	94.922	5.289	5.115	6.014
YOR023C	95.605	98.331	102.474	4.381	5.034	5.701
YOR024W	82.301	91.201	89.014	5.273	5.142	5.956
YOR025W	84.541	83.463	94.028	5.229	5.116	5.910
YOR026W	42.372	67.702	74.543	5.254	5.177	6.007
YOR027W	88.003	97.593	103.161	5.235	5.049	5.669
YOR028C	94.078	97.050	102.759	5.237	4.996	5.632
YOR029W	94.519	94.617	98.536	5.170	4.985	5.702
YOR030W	98.184	93.427	91.735	5.091	5.106	5.883
YOR031W	100.628	97.904	101.606	5.190	5.022	5.863
YOR032C	85.983	97.412	91.100	5.269	5.053	6.141
YOR033C	93.738	97.567	91.955	5.279	5.122	6.068
YOR034C	98.863	98.111	100.790	5.230	5.024	5.736
YOR035C	57.186	74.909	78.974	5.403	5.209	5.932
YOR036W	NaN	63.483	84.830	NaN	5.186	6.051
YOR037W	96.572	96.273	97.202	5.148	5.033	5.881
YOR038C	82.691	83.877	95.233	5.313	5.080	5.993
YOR039W	81.402	77.692	93.898	5.264	5.389	6.017
YOR040W	95.741	93.815	98.666	4.983	4.977	5.700
YOR041C	87.867	97.205	96.515	5.238	5.028	5.972
YOR042W	99.304	100.751	101.296	5.228	4.970	4.372
YOR043W	99.338	102.342	98.018	5.281	5.112	6.018
YOR044W	101.137	97.321	94.637	5.170	5.044	6.012
YOR045W	100.560	99.974	99.287	5.149	4.604	5.849
YOR047C	94.790	101.475	100.700	5.140	4.976	5.948
YOR049C	97.658	99.288	101.801	5.212	5.034	5.830
YOR050C	93.569	98.253	98.199	5.241	5.065	6.029
YOR051C	95.232	98.434	96.567	4.448	5.088	5.994
YOR052C	97.590	93.672	87.757	5.224	4.999	5.965
YOR053W	89.309	97.943	96.049	5.277	4.995	5.822
YOR054C	95.384	97.438	98.666	5.295	4.995	5.778
YOR055W	99.440	97.037	98.355	5.245	4.975	5.826
YOR058C	85.848	99.482	97.837	5.203	4.982	4.183
YOR059C	104.938	99.858	102.993	5.213	4.965	5.780
YOR061W	105.125	101.721	112.191	4.914	4.996	5.772
YOR062C	95.113	97.153	91.307	5.407	5.073	6.041
YOR064C	99.440	97.852	96.541	5.295	5.071	5.929
YOR065W	NaN	NaN	NaN	NaN	NaN	NaN
YOR066W	94.451	96.338	98.769	5.308	5.034	5.845
YOR067C	72.900	97.606	100.143	5.709	5.315	5.896
YOR068C	61.310	98.383	97.474	5.661	5.713	5.800
YOR069W	49.771	96.170	94.986	5.687	5.679	5.905
YOR070C	39.148	98.383	96.515	4.912	5.053	5.825
YOR071C	95.130	96.933	92.369	5.204	5.081	6.064
YOR072W	93.195	98.253	97.046	5.160	5.064	5.940
YOR073W	66.214	76.928	83.327	5.286	5.194	6.100
YOR076C	96.623	96.183	100.207	5.260	5.104	5.944
YOR078W	83.387	91.783	92.201	5.226	5.055	5.766
YOR079C	101.544	100.880	101.982	5.238	5.007	5.729
YOR080W	51.553	66.654	72.380	5.313	5.142	5.965
YOR081C	92.805	97.813	94.779	5.259	4.650	5.972
YOR082C	88.580	90.230	97.383	5.235	5.091	6.110
YOR083W	97.353	93.452	102.371	5.153	5.024	5.960
YOR084W	100.187	96.493	101.788	5.230	5.029	5.884
YOR085W	69.455	100.155	110.273	5.496	5.340	5.859
YOR086C	93.518	97.800	98.316	5.190	5.082	5.964
YOR087W	96.776	97.464	102.125	5.208	5.023	5.837
YOR088W	101.188	99.017	102.099	5.186	4.999	5.867
YOR089C	24.809	95.717	98.938	4.429	5.276	5.786
YOR090C	95.300	98.357	99.223	5.222	5.052	5.811
YOR091W	87.358	94.423	93.587	5.127	4.639	5.930
YOR092W	90.480	95.833	97.241	5.201	5.055	5.924
YOR093C	82.522	97.308	90.038	5.172	5.094	6.099
YOR094W	96.131	98.188	101.347	5.276	4.962	5.829
YOR096W	75.538	87.529	101.025	5.299	5.353	5.690
YOR097C	97.736	98.907	102.377	5.083	5.054	5.892
YOR099W	100.755	103.307	106.768	5.120	5.009	5.804
YOR100C	98.401	94.964	107.578	5.014	5.052	5.833
YOR101W	98.167	96.361	107.267	5.016	5.007	5.830
YOR104W	92.830	95.213	104.458	5.078	5.026	5.812
YOR105W	101.671	99.972	101.148	5.060	5.028	5.862
YOR106W	72.111	85.529	93.719	4.772	5.108	5.925
YOR107W	103.738	100.152	105.038	5.202	4.989	5.786
YOR108W	108.464	103.818	111.374	4.817	4.994	5.691
YOR109W	99.281	96.680	102.148	5.328	5.262	6.013
YOR111W	106.864	101.757	105.187	5.080	5.043	5.825
YOR112W	90.081	99.668	104.242	4.908	5.024	5.759
YOR113W	104.456	97.676	102.053	4.976	5.016	5.873
YOR114W	104.115	101.826	105.714	5.068	5.023	5.817
YOR115C	98.832	100.374	105.498	4.992	4.972	5.764
YOR118W	98.329	97.025	107.943	5.050	5.009	5.462
YOR120W	82.031	98.949	103.566	5.013	5.038	5.443
YOR121C	101.671	99.364	105.917	5.099	5.018	5.764
YOR123C	88.428	95.006	107.254	5.012	5.077	5.843
YOR124C	100.881	94.923	105.822	5.016	5.026	5.877
YOR125C	95.226	92.764	97.412	5.300	5.318	5.765
YOR126C	100.665	102.200	109.510	4.924	5.009	5.712
YOR127W	94.753	102.753	94.225	5.266	5.325	5.592
YOR128C	94.739	94.183	99.438	5.291	5.313	5.729
YOR129C	99.245	100.221	106.497	5.151	5.036	5.806
YOR130C	83.684	96.735	102.702	5.147	5.062	5.877
YOR131C	98.167	99.654	104.984	5.147	5.100	5.882
YOR132W	78.077	96.680	107.713	5.660	5.684	5.835
YOR133W	101.815	101.148	102.864	5.150	5.042	5.865
YOR134W	82.767	100.277	109.469	5.090	5.003	5.785
YOR135C	94.376	97.634	101.243	4.990	5.048	5.937
YOR136W	93.028	96.680	97.258	5.023	5.013	5.935
YOR137C	94.160	102.200	106.416	5.136	5.016	5.780
YOR138C	99.784	101.674	107.402	5.019	4.976	5.764
YOR139C	79.299	43.456	89.869	4.987	5.113	5.812
YOR140W	82.462	49.474	94.165	4.977	5.226	5.807
YOR141C	36.428	70.833	75.963	5.295	5.336	5.825
YOR142W	100.288	100.304	108.659	5.198	4.985	5.750
YOR144C	81.438	77.739	90.274	5.173	5.149	6.017
YOR147W	94.461	97.283	98.537	5.303	5.315	5.706
YOR150W	79.515	84.195	96.812	NaN	5.313	5.745
YOR152C	97.754	103.265	103.566	5.136	5.037	5.828
YOR153W	97.916	103.528	104.242	5.104	5.011	5.760
YOR154W	106.936	102.048	102.458	5.008	5.041	5.822
YOR155C	43.713	86.487	90.275	5.262	5.320	5.536
YOR156C	93.064	89.043	97.717	5.124	5.095	5.966
YOR158W	59.299	92.803	86.125	5.275	5.324	5.601
YOR161C	99.173	101.231	105.052	5.113	4.996	5.777
YOR162C	91.590	99.917	106.376	5.172	5.054	5.801
YOR163W	92.363	100.166	108.902	5.192	4.993	5.774
YOR164C	96.801	96.804	109.077	4.976	5.013	5.748
YOR165W	99.209	98.243	111.225	5.074	5.019	5.786
YOR166C	108.086	105.354	113.373	5.058	4.955	5.748
YOR167C	103.971	102.753	111.414	5.111	4.982	5.671
YOR170W	99.964	96.029	107.119	4.953	5.015	5.730
YOR171C	94.124	95.213	106.632	4.942	5.093	5.825
YOR172W	90.512	97.773	105.511	5.131	5.040	5.813
YOR173W	99.605	100.692	105.066	5.081	4.994	5.792
YOR175C	80.521	86.691	90.423	5.276	5.203	5.913
YOR177C	94.501	99.267	106.659	5.143	5.018	5.753
YOR178C	93.639	99.004	105.565	5.110	4.981	5.703
YOR179C	99.245	101.148	103.863	5.179	5.113	5.756
YOR180C	88.715	91.893	90.855	5.116	5.072	6.049
YOR182C	105.499	92.972	98.217	5.337	5.241	5.803
YOR183W	96.665	97.221	99.855	5.034	5.113	5.844
YOR184W	NaN	NaN	NaN	NaN	NaN	NaN
YOR185C	94.231	98.078	99.868	4.901	5.120	6.002
YOR186W	91.557	102.295	103.710	4.857	5.067	5.930
YOR187W	94.447	91.579	95.737	5.290	5.308	5.685
YOR188W	83.081	96.571	98.579	4.886	5.100	6.005
YOR189W	74.766	98.645	93.015	4.602	4.927	6.123
YOR190W	85.723	98.949	104.499	4.868	5.058	5.941
YOR191W	74.460	97.857	94.857	4.893	5.060	6.119
YOR192C	96.713	102.364	110.852	4.834	5.046	5.919
YOR193W	94.296	100.733	103.381	4.819	4.965	5.944
YOR195W	91.379	102.752	104.525	4.988	5.014	5.892
YOR196C	92.266	91.994	99.487	4.914	4.997	5.952
YOR197W	110.554	104.314	107.393	4.927	5.194	5.851
YOR198C	106.752	103.249	100.474	4.833	5.150	5.967
YOR199W	93.571	101.314	110.668	4.894	5.152	5.899
YOR200W	NaN	NaN	NaN	NaN	NaN	NaN
YOR201C	93.667	101.590	105.064	4.949	5.188	5.938
YOR202W	98.953	101.466	107.248	4.858	5.152	5.916
YOR205C	97.519	103.747	102.920	4.894	5.209	5.953
YOR208W	98.131	98.603	107.998	4.852	5.195	5.916
YOR209C	82.243	88.205	90.003	4.669	5.112	6.025
YOR211C	25.346	44.891	62.425	5.260	5.309	5.564
YOR212W	98.223	90.481	92.805	4.660	4.893	5.844
YOR213C	98.663	102.641	101.894	4.926	5.216	5.977
YOR214C	97.277	101.009	100.039	4.698	5.174	5.927
YOR215C	99.243	99.253	104.341	4.810	5.106	5.865
YOR216C	92.668	92.533	97.395	4.767	5.126	5.955
YOR219C	95.585	103.803	108.853	5.057	5.220	5.876
YOR220W	91.685	98.410	94.949	4.882	5.147	5.975
YOR221C	75.669	76.535	81.189	4.663	5.038	5.966
YOR222W	90.493	99.392	94.712	4.833	5.106	5.992
YOR223W	96.052	105.904	108.419	4.969	5.201	5.891
YOR225W	95.553	100.318	99.790	4.946	5.144	5.944
YOR226C	105.092	101.521	104.604	4.888	5.112	5.880
YOR227W	92.282	95.658	102.789	4.813	5.099	5.880
YOR228C	100.951	101.120	96.711	4.906	5.097	5.989
YOR229W	95.939	101.065	96.461	4.774	5.115	6.013
YOR230W	97.970	101.701	97.001	4.788	5.097	5.986
YOR231W	97.067	101.217	102.762	4.385	5.060	5.904
YOR233W	90.026	102.171	99.921	4.827	5.136	5.944
YOR234C	94.425	96.446	103.841	4.789	5.127	5.857
YOR235W	89.172	98.645	95.396	4.945	5.144	5.838
YOR237W	87.754	96.820	93.186	4.827	5.112	5.940
YOR238W	100.322	102.848	102.802	4.900	5.129	5.849
YOR239W	93.587	102.060	101.776	4.741	5.148	5.907
YOR240W	83.580	100.207	84.833	4.842	5.099	6.100
YOR241W	26.208	72.200	82.688	5.259	5.305	5.441
YOR242C	102.707	105.960	99.513	4.789	5.085	5.811
YOR243C	102.578	105.572	100.776	4.718	5.161	5.890
YOR245C	103.287	103.415	98.474	4.758	5.125	5.923
YOR246C	91.444	99.502	103.631	5.140	4.934	5.904
YOR247W	98.953	100.747	104.867	4.789	5.026	5.828
YOR248W	97.212	101.217	101.921	4.916	5.088	5.828
YOR251C	83.532	95.852	87.477	4.758	5.015	5.987
YOR252W	95.601	102.226	103.368	4.929	5.038	5.853
YOR253W	88.221	96.253	95.633	4.820	5.099	5.952
YOR255W	93.522	103.360	102.881	4.815	5.088	5.832
YOR258W	70.738	83.241	84.307	5.067	5.201	5.988
YOR263C	91.460	97.359	90.397	4.827	5.073	5.952
YOR264W	90.622	97.069	97.027	4.647	5.088	5.849
YOR265W	93.001	92.920	80.900	5.316	5.326	5.473
YOR266W	95.727	97.035	95.487	5.289	5.326	5.475
YOR267C	93.335	97.439	86.463	5.299	5.322	5.463
YOR268C	91.305	94.509	83.263	5.288	5.326	5.467
YOR269W	82.073	92.660	83.375	5.288	5.325	5.463
YOR270C	63.637	75.378	88.525	5.333	5.386	5.440
YOR271C	99.592	102.661	94.388	5.290	5.325	5.617
YOR273C	89.081	89.287	78.612	5.284	5.324	5.616
YOR274W	104.208	96.905	91.825	5.280	5.318	5.506
YOR275C	102.289	97.413	96.162	5.288	5.322	5.552
YOR276W	96.686	97.817	84.138	5.282	5.313	5.521
YOR277C	89.881	99.571	100.013	4.724	5.096	5.840
YOR279C	98.228	100.221	97.448	4.745	5.079	5.929
YOR280C	96.600	97.608	102.420	4.895	5.039	5.920
YOR283W	99.307	98.756	110.168	4.952	5.111	5.818
YOR284W	97.486	96.681	106.630	4.958	5.120	5.864
YOR285W	88.044	97.027	92.213	4.923	5.120	5.989
YOR286W	94.666	94.663	105.459	4.924	5.125	5.869
YOR288C	92.362	98.451	103.933	4.835	5.115	5.641
YOR289W	95.062	90.968	98.147	5.150	5.008	5.908
YOR290C	87.176	91.462	92.688	5.260	5.336	5.518
YOR291W	91.108	97.865	99.702	5.137	4.981	5.911
YOR292C	93.620	96.584	97.811	5.180	5.053	5.972
YOR293W	72.696	84.149	93.095	5.235	4.990	5.813
YOR295W	83.251	69.565	74.142	5.715	4.632	6.124
YOR296W	102.155	96.752	102.099	5.200	4.976	5.802
YOR297C	95.367	95.846	97.176	5.203	4.940	5.817
YOR298C-A	106.571	104.941	100.625	5.283	5.324	5.504
YOR298W	97.489	97.503	99.883	5.227	4.997	5.925
YOR299W	89.496	97.127	91.929	5.212	5.115	6.077
YOR300W	97.133	93.505	97.473	5.155	5.264	5.903
YOR301W	79.416	92.741	86.216	5.375	5.074	6.126
YOR302W	93.097	89.686	90.935	5.281	5.119	5.708
YOR303W	100.929	98.868	95.368	5.292	5.142	5.670
YOR304C-A	86.526	89.299	92.123	5.501	5.017	6.084
YOR304W	100.781	100.789	97.577	5.249	5.158	5.798
YOR305W	93.049	92.537	91.338	4.443	4.846	5.671
YOR306C	96.283	94.600	95.912	5.290	5.330	5.740
YOR307C	96.962	97.503	100.453	5.206	4.940	5.874
YOR308C	98.269	94.863	101.347	5.108	4.937	5.747
YOR309C	83.700	91.195	95.331	5.302	5.328	5.771
YOR311C	86.306	91.046	96.671	4.983	5.021	NaN
YOR312C	93.280	89.855	95.997	5.211	5.075	5.922
YOR313C	97.947	97.606	100.570	5.249	5.027	5.792
YOR314W	96.182	97.386	101.347	5.192	4.957	5.823
YOR315W	93.993	92.029	100.389	5.241	4.982	5.996
YOR316C	97.013	96.338	102.669	5.250	4.919	5.827
YOR317W	89.303	94.014	94.875	5.287	5.387	5.824
YOR318C	NaN	NaN	NaN	NaN	NaN	NaN
YOR320C	90.820	92.547	99.948	5.372	5.012	5.928
YOR321W	93.569	96.027	102.423	5.236	4.981	5.859
YOR322C	71.746	102.045	101.114	5.139	5.085	6.045
YOR323C	71.848	106.043	99.780	5.159	5.052	6.108
YOR324C	93.484	92.844	101.814	5.038	4.956	5.899
YOR325W	85.382	94.040	88.100	5.275	5.329	5.922
YOR327C	99.610	95.846	103.239	5.255	4.930	5.741
YOR328W	107.523	105.402	107.475	5.221	5.276	6.044
YOR330C	NaN	83.075	64.425	NaN	5.327	5.621
YOR331C	55.142	88.063	102.112	NaN	5.329	5.796
YOR332W	51.811	80.981	71.496	5.824	6.026	6.247
YOR333C	95.129	97.817	97.987	5.305	5.307	5.770
YOR334W	105.650	101.936	107.625	5.213	5.323	6.070
YOR337W	109.458	104.133	101.660	5.179	5.049	6.030
YOR338W	102.616	100.837	99.126	5.254	5.336	6.105
YOR339C	107.477	101.360	103.033	5.159	5.277	6.030
YOR342C	100.402	101.674	99.750	5.167	5.193	6.097
YOR343C	95.743	101.269	103.382	5.070	5.277	5.993
YOR344C	NaN	93.878	86.247	NaN	5.273	5.989
YOR345C	97.145	94.483	97.562	5.286	5.327	5.888
YOR346W	NaN	97.148	94.259	NaN	5.282	6.073
YOR347C	NaN	95.526	86.934	NaN	5.309	5.838
YOR348C	105.186	104.997	99.800	5.213	5.275	6.023
YOR349W	108.050	108.411	103.432	5.103	5.316	5.966
YOR350C	100.867	99.765	100.062	5.171	5.140	5.963
YOR351C	105.805	102.420	101.173	5.190	4.952	6.058
YOR352W	106.440	101.622	103.270	5.235	5.320	5.922
YOR354C	106.022	102.041	100.262	5.155	5.279	6.012
YOR355W	100.991	79.411	92.525	5.290	5.319	6.080
YOR356W	108.359	102.171	100.499	5.177	5.243	5.997
YOR357C	114.474	104.604	104.418	5.415	5.392	5.991
YOR358W	NaN	NaN	NaN	NaN	NaN	NaN
YOR359W	92.028	88.319	90.578	5.256	5.264	6.123
YOR360C	NaN	NaN	NaN	NaN	NaN	NaN
YOR363C	107.260	103.663	107.775	5.190	5.251	6.026
YOR364W	89.627	96.316	94.628	5.143	5.250	5.549
YOR365C	107.430	103.283	105.603	5.074	5.267	5.970
YOR366W	97.006	97.608	99.838	5.287	5.322	5.925
YOR367W	103.854	103.663	96.431	5.226	5.291	5.918
YOR368W	102.260	103.466	100.811	5.156	5.114	5.824
YOR369C	96.493	95.457	94.461	5.148	4.963	5.905
YOR371C	96.161	100.052	90.952	5.260	5.321	6.014
YOR374W	99.288	102.485	95.919	5.190	5.351	6.074
YOR375C	NaN	NaN	NaN	NaN	NaN	NaN
YOR376W	93.963	95.710	97.242	5.057	5.218	5.944
YOR377W	98.653	98.967	96.269	5.168	5.268	6.040
YOR378W	103.344	104.840	105.029	5.151	5.283	5.970
YOR379C	90.039	91.465	94.985	5.128	4.993	6.016
YOR380W	103.297	101.661	95.495	5.142	5.289	5.985
YOR381W	105.573	103.362	100.025	5.151	5.274	5.952
YOR382W	102.864	103.819	102.808	5.200	5.295	5.994
YOR383C	113.529	105.742	109.198	5.121	5.247	5.971
YOR384W	109.381	103.309	98.902	5.151	5.281	6.059
YOR385W	110.232	104.160	99.563	5.170	5.278	6.006
YOR386W	104.319	102.498	95.283	5.148	5.106	6.013
YPL001W	98.212	101.662	102.123	4.813	4.775	5.860
YPL002C	73.056	89.745	93.124	NaN	4.747	5.797
YPL003W	107.934	107.212	109.519	4.622	4.813	5.620
YPL004C	95.921	85.145	89.600	5.282	5.306	5.538
YPL005W	96.445	92.939	91.504	5.109	4.837	5.773
YPL006W	85.432	99.138	93.116	4.883	4.824	5.852
YPL008W	85.974	94.057	87.544	4.976	4.755	5.680
YPL009C	91.473	99.461	94.040	4.839	4.785	5.640
YPL013C	87.673	88.088	93.091	4.765	4.698	5.663
YPL014W	95.850	98.248	86.932	5.035	4.802	5.947
YPL015C	100.403	95.055	98.676	4.878	4.865	5.804
YPL017C	95.220	94.229	94.201	5.149	5.098	5.643
YPL018W	106.549	99.313	99.913	5.055	4.901	5.696
YPL019C	95.290	92.939	85.420	4.874	4.759	5.916
YPL021W	92.401	92.993	90.892	4.793	4.733	5.814
YPL022W	94.397	86.525	74.950	4.999	4.822	5.963
YPL023C	111.557	93.451	80.835	4.809	4.850	5.769
YPL024W	99.825	85.433	83.546	4.809	4.721	5.639
YPL025C	110.226	91.942	81.297	4.780	4.842	5.758
YPL026C	109.210	93.626	76.924	4.811	4.831	5.936
YPL027W	92.348	95.434	88.787	5.283	5.315	5.498
YPL029W	108.107	98.720	94.878	4.809	4.622	5.552
YPL030W	112.607	101.738	92.191	4.759	4.682	5.680
YPL031C	24.829	46.315	55.260	4.628	4.750	6.022
YPL032C	115.199	96.847	90.017	4.967	4.676	5.724
YPL033C	94.870	93.950	77.449	4.880	4.784	5.981
YPL034W	83.839	82.892	77.812	5.282	5.315	5.626
YPL035C	94.274	90.473	81.597	4.927	4.880	5.758
YPL036W	107.100	106.113	101.213	5.280	5.320	5.537
YPL037C	95.272	95.863	93.128	4.631	4.691	5.581
YPL038W	86.815	95.014	89.268	4.750	4.740	5.835
YPL039W	89.914	96.658	93.266	4.750	4.837	5.790
YPL040C	95.850	94.071	72.714	4.910	4.739	5.634
YPL041C	96.270	94.718	91.879	4.739	4.822	5.610
YPL042C	72.229	77.281	76.274	5.411	4.924	5.844
YPL045W	NaN	78.224	36.657	NaN	4.814	5.923
YPL046C	104.553	100.970	98.163	4.821	4.761	5.438
YPL047W	99.982	95.971	66.142	4.930	4.781	5.698
YPL048W	95.973	95.796	89.093	4.836	4.844	5.918
YPL049C	92.891	45.924	80.585	5.012	4.640	5.864
YPL050C	94.099	98.248	92.891	4.696	4.818	5.780
YPL051W	95.412	97.251	93.866	4.652	4.771	5.676
YPL052W	104.430	95.877	92.991	4.859	4.742	5.682
YPL053C	105.236	99.717	91.354	4.658	4.757	5.738
YPL054W	113.010	102.372	94.778	4.778	4.709	5.576
YPL055C	97.303	84.813	77.349	4.591	4.676	5.744
YPL056C	119.401	105.228	94.590	4.633	4.654	5.601
YPL057C	121.607	105.201	94.003	4.490	4.620	5.560
YPL058C	106.374	100.903	90.655	4.638	4.620	5.532
YPL059W	88.496	56.744	36.094	4.384	4.636	5.535
YPL060W	103.782	100.957	91.954	4.731	4.792	5.665
YPL061W	104.710	92.198	84.395	4.782	4.667	5.883
YPL062W	96.270	61.420	68.503	4.809	4.811	6.075
YPL064C	97.041	93.087	83.158	4.732	4.817	5.876
YPL065W	78.182	78.426	78.673	4.385	4.862	5.811
YPL066W	104.237	99.798	93.866	4.676	4.709	5.602
YPL067C	108.387	94.179	84.133	4.843	4.823	5.753
YPL068C	115.164	98.464	88.981	4.826	4.745	5.483
YPL069C	34.372	80.218	92.141	4.659	4.748	5.631
YPL070W	111.837	98.531	93.291	4.863	4.767	5.468
YPL071C	114.568	99.528	91.142	4.717	4.743	5.475
YPL072W	109.350	99.245	92.429	4.821	4.788	5.547
YPL073C	111.679	98.720	90.430	4.856	4.837	5.648
YPL074W	100.403	99.461	88.168	4.921	4.796	5.715
YPL077C	86.185	84.894	77.474	4.686	4.755	5.949
YPL078C	103.753	105.268	99.270	4.953	5.019	5.481
YPL079W	91.070	95.068	94.678	4.627	4.677	5.525
YPL080C	95.220	88.937	95.940	4.726	4.691	5.545
YPL081W	105.586	97.898	92.479	4.892	4.789	5.748
YPL084W	77.237	76.418	66.129	4.190	4.598	5.732
YPL086C	86.185	78.844	78.223	4.726	4.803	5.825
