orf	hom | growth (pooled culture, microarray) | albicanol [0.05 mg/ml] | YPD + DMSO | Edouarzin E~Vediyappan G, 2020	hom | growth (pooled culture, microarray) | drimenol [0.025 mg/ml] | YPD + DMSO | Edouarzin E~Vediyappan G, 2020	hom | growth (pooled culture, microarray) | drimenol [0.0375 mg/ml] | YPD + DMSO | Edouarzin E~Vediyappan G, 2020	het | growth (pooled culture, microarray) | albicanol [0.05 mg/ml] | YPD + DMSO | Edouarzin E~Vediyappan G, 2020	het | growth (pooled culture, microarray) | drimenol [0.025 mg/ml] | YPD + DMSO | Edouarzin E~Vediyappan G, 2020	het | growth (pooled culture, microarray) | drimenol [0.0375 mg/ml] | YPD + DMSO | Edouarzin E~Vediyappan G, 2020
YNL298W	-0.642	-0.126	-0.248			
YNL299W	-0.441	-0.354	-0.244			
YNL300W	0.219	-0.09	-0.251			
YNL301C	-0.088	0.001	-0.022			
YNL302C	0.126	0.343	-0.306			
YNL303W	0.248	0.125	-0.037			
YNL304W	-0.046	-0.158	-0.127			
YNL305C	0.185	-0.079	-0.092			
YNL306W				0.238	0.071	0.065
YNL307C	0.414	0.607	1.57			
YNL308C				0.164	-0.192	0.018
YNL310C				0.031	-0.128	-0.071
YNL311C	-0.001	0.014	0.132			
YNL312W				-0.112	-0.246	-0.144
YNL313C				0.235	-0.028	0.222
YNL314W	0.269	0.458	0.555			
YNL315C	0.17350000000000002	1.6340000000000001	2.569			
YNL316C	0.034	0.217	-0.038			
YNL317W				0.583	0.084	0.339
YNL318C	-0.084	-0.367	-0.622			
YNL319W	0.15	0.09	-0.233			
YNL321W	0.02	0.044	-0.128			
YNL322C	-0.337	-0.31	-0.446			
YNL323W	0.429	0.183	1.714			
YNL324W	0.375	0.136	-0.352			
YNL325C	0.111	0.349	0.109			
YNL326C	-0.098	-0.042	-0.122			
YNL327W	0.151	0.226	0.048			
YNL328C	0.064	-0.13	0.042			
YNL329C	0.264	0.239	0.789			
YNL332W	0.454	0.081	-0.082			
YNL333W	-0.134	0.278	-0.181			
YNL334C	-0.177	-0.151	-0.289			
YNL335W	-0.057	0.105	-0.084			
YNL336W	-0.124	0.018	-0.177			
YNL338W	0.035	0.103	-0.094			
YNL339C	0.0	0.032	0.021			
YNR001C	0.419	-0.06	0.571			
YNR002C	-0.026	-0.062	-0.063			
YNR003C				0.375	-0.029	-0.19
YNR004W	-0.066	-0.145	0.834			
YNR005C	-0.196	0.0	0.041			
YNR006W	-0.028	-0.024	0.326			
YNR007C	0.45	0.339	0.681			
YNR008W	1.658	1.376	1.972			
YNR009W	-0.038	-0.128	-0.418			
YNR011C				0.101	-0.225	-0.022
YNR012W	0.252	0.047	0.229			
YNR013C	0.052	0.425	-0.516			
YNR014W	-0.34	-0.156	-0.145			
YNR015W	-0.123	-0.107	-0.176			
YNR016C				0.048	-0.029	0.142
YNR017W				-0.023	-0.206	-0.211
YNR018W	0.003	-0.035	0.051			
YNR019W	0.217	0.046	-0.082			
YNR020C	0.036	-0.177	0.628			
YNR021W	0.143	0.041	0.12			
YNR023W	1.833	1.812	1.591			
YNR024W	0.122	0.146	-0.223			
YNR025C	0.043	-0.09	0.101			
YNR026C				0.257	0.262	-0.111
YNR027W	-0.027	-0.057	0.176			
YNR028W	-0.076	-0.121	-0.078			
YNR029C	0.218	0.233	-0.004			
YNR030W	0.052	-0.238	-0.265			
YNR031C	-0.084	0.078	0.613			
YNR032C-A	-0.101	0.072	-0.209			
YNR032W	-0.039	0.346	0.676			
YNR033W	-0.188	-0.054	0.152			
YNR034W	0.19	0.067	-0.014			
YNR035C				0.325	-0.184	0.154
YNR037C	0.161	0.359	0.71			
YNR038W				0.102	-0.075	0.255
YNR039C	0.236	0.2	0.293			
YNR040W	0.118	0.08	0.15			
YNR041C	-0.017	0.299	0.242			
YNR043W				-0.17	-0.48	0.043
YNR044W	0.079	0.118	0.365			
YNR045W	-0.036	0.163	1.239			
YNR046W				-0.049	-0.247	-0.498
YNR048W	0.165	-0.014	-0.35			
YNR049C	0.192	0.328	0.303			
YNR050C	0.087	0.138	0.389			
YNR051C	-0.019	0.071	0.837			
YNR052C	0.358	0.09	-0.129			
YNR053C				0.024	-0.077	0.124
YNR054C				-0.098	-0.013	-0.384
YNR055C	-0.125	0.432	-0.252			
YNR056C	0.233	-0.004	-0.192			
YNR057C	0.067	-0.031	-0.159			
YNR058W	0.178	0.215	0.063			
YNR059W	-0.146	-0.016	-0.214			
YNR060W	0.319	0.202	0.308			
YNR061C	-0.049	-0.262	0.018			
YNR062C	-0.118	-0.315	-0.164			
YNR063W	0.222	0.014	0.07			
YNR064C	0.055	-0.135	-0.27			
YNR065C	0.223	0.423	-0.125			
YNR066C	0.056	0.047	-0.058			
YNR067C	0.074	0.078	-0.224			
YNR068C	-0.312	-0.221	-0.347			
YNR069C	-0.1	0.034	0.11			
YNR070W	0.102	0.135	-0.196			
YNR071C	-0.055	-0.002	-0.037			
YNR072W	0.134	-0.024	-0.157			
YNR073C	-0.289	-0.206	-1.003			
YNR074C	-0.172	-0.269	-0.467			
YNR075W	0.577	0.118	-0.202			
YOL001W	0.646	0.079	1.223			
YOL002C	-0.035	-0.094	-0.051			
YOL003C	0.048	-0.423	-0.405			
YOL004W	0.084	-0.259	0.112			
YOL005C				0.363	0.631	0.712
YOL006C	0.181	0.235	0.253			
YOL007C	-0.112	-0.081	-0.065			
YOL008W	0.111	-0.095	0.859			
YOL009C	1.083	0.133	-0.393			
YOL010W				0.046	-0.229	-0.153
YOL011W	-0.051	0.165	-0.192			
YOL012C	-0.633	0.651	1.106			
YOL013C	0.011	0.036	0.207			
YOL013W-A	0.042	0.038	-0.101			
YOL014W	-0.035	-0.065	-0.082			
YOL015W	-0.016	-0.073	-0.09			
YOL016C	0.231	0.049	0.052			
YOL017W	-0.036	-0.048	0.08			
YOL018C	0.287	0.208	1.405			
YOL019W	-0.26	-0.243	-0.359			
YOL020W	-0.124	0.462	-0.109			
YOL021C				0.045	-0.101	0.132
YOL022C				-0.052	-0.458	-0.153
YOL023W	0.443	0.247	0.903			
YOL024W	0.074	-0.169	0.047			
YOL025W	-0.065	-0.089	-0.174			
YOL026C				0.079	-0.151	-0.207
YOL027C	0.183	0.287	0.644			
YOL028C	-0.309	-0.145	-0.426			
YOL029C	0.101	0.098	-0.23			
YOL030W	0.017	0.15	0.426			
YOL031C	-0.319	-0.053	-0.347			
YOL032W	0.054	0.077	0.019			
YOL033W	-0.034	0.178	0.522			
YOL034W				0.077	0.146	-0.121
YOL035C	0.08	0.145	-0.492			
YOL036W	-0.051	-0.111	-0.486			
YOL037C	0.036	0.083	0.665			
YOL038W				-0.001	0.088	-0.002
YOL039W	-0.164	-0.136	-0.182			
YOL040C				-1.028	-0.453	-0.698
YOL041C	0.027	-0.248	-0.573			
YOL042W	-0.059	0.01	0.042			
YOL043C	-0.162	-0.116	-0.386			
YOL044W	-0.224	0.16	0.437			
YOL045W	0.028	0.108	0.081			
YOL046C	-0.215	-0.092	-0.224			
YOL047C	-0.002	-0.019	0.167			
YOL048C	-0.171	-0.213	-0.231			
YOL049W	-0.095	-0.136	0.095			
YOL050C	0.048	0.172	0.498			
YOL051W	0.399	0.394	1.028			
YOL052C	-0.334	-0.219	-0.363			
YOL052C-A	0.079	0.003	-0.069			
YOL053W	0.0	0.043	0.043			
YOL054W	0.012	-0.014	0.786			
YOL055C	-0.002	0.365	-0.002			
YOL056W	0.115	0.162	-0.119			
YOL057W	0.256	0.32	0.021			
YOL058W	0.125	0.436	0.172			
YOL059W	0.361	0.539	-0.224			
YOL060C	-0.418	-0.176	-0.285			
YOL061W	-0.05	-0.085	-0.214			
YOL062C	-0.112	-0.163	-0.259			
YOL063C	0.25	0.193	-0.128			
YOL064C	0.047	-0.933	-1.242			
YOL065C	0.019	0.246	0.17			
YOL066C				-0.116	-0.039	-0.163
YOL067C	0.03	-0.521	-0.572			
YOL068C	-0.019	0.347	1.317			
YOL069W				-0.422	-0.318	-0.578
YOL070C	-0.101	0.459	0.2			
YOL071W	0.721	0.737	-0.416			
YOL072W	2.731	2.133	3.943			
YOL075C	-0.033	-0.072	0.188			
YOL076W	-0.136	-0.607	0.465			
YOL077C				0.555	0.18	0.497
YOL078W				-0.115	-0.163	0.055
YOL079W	-0.333	0.24	-0.651			
YOL080C	0.238	0.32	0.066			
YOL081W	0.499	1.213	5.841			
YOL082W	0.031	0.026	0.552			
YOL083W	0.044	-0.078	-0.229			
YOL084W	0.113	0.166	-0.067			
YOL085C	0.403	0.514	0.134			
YOL086C	2.197	1.965	2.058			
YOL087C	0.837	0.769	0.7			
YOL088C	0.017	0.05	0.353			
YOL089C	-0.238	-0.089	-0.057			
YOL090W	0.011	-0.175	-0.169			
YOL091W	0.276	0.225	0.127			
YOL092W	0.139	0.22	-0.314			
YOL093W	0.132	0.036	-0.118			
YOL094C				-0.044	-0.067	0.072
YOL095C	0.02	-0.054	-0.082			
YOL097C				0.217	-0.131	-0.037
YOL098C	-0.028	-0.081	0.32			
YOL099C	0.63	-0.194	0.05			
YOL100W	0.015	-0.156	-0.183			
YOL101C	-0.784	0.064	-0.412			
YOL102C				0.185	0.381	-0.018
YOL103W	0.015	-0.388	-0.447			
YOL104C	0.354	0.287	0.212			
YOL105C	-0.001	-0.162	-0.24			
YOL106W	0.192	0.395	-0.267			
YOL107W	-0.261	-0.288	-0.237			
YOL108C	-0.059	-0.425	-0.172			
YOL109W	0.068	0.143	-0.249			
YOL110W	-0.001	-0.059	-0.318			
YOL111C	0.365	0.091	0.107			
YOL112W	-0.25	-0.004	-0.165			
YOL113W	0.146	-0.062	-0.038			
YOL114C	-0.026	0.217	-0.196			
YOL115W	-0.059	-0.088	0.391			
YOL116W	-0.072	-0.061	0.009			
YOL117W	-0.397	-0.63	-0.384			
YOL118C	0.157	0.212	-0.577			
YOL119C	0.121	0.321	0.232			
YOL120C				-0.16	-0.016	0.071
YOL121C	-0.115	-0.267	0.195			
YOL122C	0.115	0.354	-0.029			
YOL123W				0.319	-0.186	-0.029
YOL124C	0.356	0.216	0.16			
YOL125W	0.274	0.142	-0.261			
YOL126C	-0.024	0.2	0.023			
YOL127W				0.0	0.0	0.181
YOL128C	-0.06	0.29	-0.109			
YOL129W	0.513	0.129	0.022			
YOL130W				-0.051	-0.037	0.058
YOL131W	0.031	-0.184	-0.079			
YOL132W	-0.003	-0.081	-0.094			
YOL133W				-0.078	-0.374	-0.437
YOL134C				-0.265	-0.329	-0.232
YOL135C				0.422	-0.681	-0.361
YOL136C	0.01	-0.215	-0.291			
YOL137W	-0.043	-0.031	-0.522			
YOL138C	-0.057	-0.159	0.352			
YOL139C				-0.382	-0.025	-0.135
YOL141W	-0.104	0.078	-0.163			
YOL144W				0.055	-0.01	0.279
YOL146W				-0.167	0.098	0.056
YOL147C	-0.029	0.08	0.091			
YOL149W				-0.436	-0.168	-0.368
YOL150C	0.063	-0.41	-0.431			
YOL151W	0.041	0.039	-0.055			
YOL152W	-0.036	-0.247	-0.14			
YOL155C	0.251	0.02	-0.089			
YOL158C	-0.149	-0.031	-0.223			
YOL159C	0.689	0.428	0.542			
YOL160W	-0.077	-0.072	-0.349			
YOL162W	0.162	0.256	-0.045			
YOL163W	-0.313	0.149	-0.073			
YOR001W	0.135	-0.2	1.03			
YOR002W	0.066	0.144	1.669			
YOR003W	0.053	-0.086	-0.022			
YOR004W				-0.438	-0.281	-0.169
YOR005C	-0.022	-0.083	0.001			
YOR006C	0.094	0.028	0.326			
YOR007C	0.106	0.079	0.261			
YOR008C	0.082	0.112	0.689			
YOR008C-A	0.117	0.18	-0.039			
YOR009W	-0.123	0.112	-0.168			
YOR010C	-0.037	0.006	-0.161			
YOR011W	0.11	0.039	-0.217			
YOR012W	0.018	-0.102	-0.138			
YOR013W	0.068	-0.087	0.103			
YOR014W	-0.01	0.137	0.538			
YOR015W	0.675	0.671	0.151			
YOR016C	0.029	0.106	0.242			
YOR017W	-0.248	0.087	-0.189			
YOR018W	-0.013	-0.018	-0.226			
YOR019W	0.149	0.267	-0.045			
YOR020C				0.107	0.114	0.113
YOR021C	0.106	0.317	0.073			
YOR022C	-0.001	0.131	0.071			
YOR023C	0.013	0.016	0.146			
YOR024W	0.238	0.101	-0.092			
YOR025W	-0.431	-0.251	0.267			
YOR026W	0.487	0.494	0.716			
YOR027W	0.12	0.382	0.3			
YOR028C	-0.232	-0.186	-0.561			
YOR029W	0.199	0.191	-0.256			
YOR030W	0.397	0.098	0.237			
YOR032C	0.2	-0.142	-0.228			
YOR033C	0.141	-0.166	-0.346			
YOR034C	0.173	0.127	-0.029			
YOR035C	1.313	0.688	1.569			
YOR036W	-0.187	0.011	0.174			
YOR037W	-0.216	0.082	-0.378			
YOR038C	-0.431	0.056	-0.37			
YOR039W	-0.044	-0.025	0.114			
YOR040W	0.025	-0.027	-0.236			
YOR041C	-0.003	0.031	0.076			
YOR042W	0.11	0.631	0.074			
YOR043W	0.028	-0.001	1.404			
YOR044W	0.203	0.675	0.349			
YOR045W	0.001	-0.014	0.223			
YOR046C				-0.403	0.081	-0.478
YOR047C	0.033	0.083	0.152			
YOR048C				-0.246	-0.256	-0.443
YOR049C	-0.043	0.215	-0.168			
YOR050C	0.259	0.162	-0.24			
YOR051C	-0.133	-0.298	0.283			
YOR052C	-0.143	0.01	0.163			
YOR053W	0.082	0.293	0.254			
YOR054C	0.175	-0.242	0.039			
YOR055W	-0.317	-0.514	-0.218			
YOR056C				-0.377	-0.252	-0.497
YOR057W				-0.005	0.132	-0.076
YOR058C	0.385	0.079	-0.118			
YOR059C	0.165	-0.003	-0.107			
YOR060C				-0.051	-0.002	-0.055
YOR061W	-0.094	-0.096	-0.228			
YOR062C	-0.15	-0.138	-0.108			
YOR063W				0.053	0.057	0.048
YOR064C	-0.102	0.194	0.131			
YOR065W	0.008	0.061	0.818			
YOR066W	-0.242	-0.134	-0.028			
YOR067C	0.036	-0.12	5.029			
YOR068C	-0.195	0.157	-0.192			
YOR069W	0.315	0.275	0.351			
YOR070C	0.204	0.513	0.311			
YOR071C	0.324	0.012	0.037			
YOR072W	0.401	0.299	-0.047			
YOR073W	-0.893	-0.369	0.123			
YOR074C				-0.187	-0.332	-0.263
YOR075W				-0.128	-0.335	-0.096
YOR076C	0.22	-0.041	-0.235			
YOR077W				-0.138	-0.181	-0.25
YOR078W	-0.181	0.071	0.664			
YOR079C	0.147	-0.078	-0.008			
YOR080W	1.961	0.821	4.001			
YOR081C	-0.09	0.014	-0.199			
YOR082C	0.208	0.18	0.532			
YOR083W	-0.273	0.012	-0.085			
YOR084W	-0.001	0.084	0.025			
YOR085W	0.017	0.049	1.109			
YOR086C	0.072	-0.042	-0.02			
YOR087W	0.0875	0.0235	0.022500000000000006			
YOR089C	-0.134	-0.083	-0.253			
YOR090C	-0.048	-0.023	-0.212			
YOR091W	-0.048	0.119	0.541			
YOR092W	0.102	-0.305	-0.223			
YOR093C	-0.178	-0.053	-0.298			
YOR094W	-0.248	-0.105	-0.522			
YOR095C				0.012	0.018	0.009
YOR096W	-0.846	-1.037	-0.452			
YOR097C	-0.054	-0.257	-0.121			
YOR098C				-0.114	0.518	-0.047
YOR099W	0.064	0.104	0.102			
YOR100C	-0.113	-0.059	0.12			
YOR101W	-0.071	-0.042	0.037			
YOR102W				0.184	-0.025	0.334
YOR103C				0.216	0.248	0.101
YOR104W	-0.71	-0.2	0.147			
YOR105W	0.115	0.276	0.001			
YOR106W	0.315	-0.085	0.543			
YOR107W	-0.28	-0.184	-0.243			
YOR108W	-0.067	-0.178	-0.252			
YOR109W	0.556	0.449	0.179			
YOR110W				-0.142	-0.337	-0.113
YOR111W	0.173	-0.027	-0.025			
YOR112W	-0.258	0.018	-0.326			
YOR113W	0.261	-0.172	-0.051			
YOR114W	0.125	-0.046	-0.461			
YOR115C	-0.048	0.208	-0.222			
YOR116C				0.336	0.301	-0.059
YOR117W				0.115	0.182	0.69
YOR118W	0.015	-0.087	-0.09			
YOR119C				-0.005	-0.102	-0.163
YOR120W	0.767	0.027	-0.094			
YOR121C	0.094	-0.159	-0.557			
YOR122C				0.081	-0.21	-0.053
YOR123C	0.406	0.505	1.743			
YOR124C	0.426	0.261	-0.157			
YOR126C	-0.067	-0.108	0.048			
YOR127W	-0.287	-0.048	-0.173			
YOR128C	0.061	-0.033	-0.255			
YOR129C	-0.175	-0.095	-0.006			
YOR130C	0.127	0.167	-0.058			
YOR131C	-0.252	-0.186	-0.418			
YOR132W	0.012	0.209	-0.064			
YOR133W	0.167	0.014	0.454			
YOR134W	-0.682	-0.365	-0.842			
YOR135C	-0.02	-0.117	-0.043			
YOR136W	-0.863	0.574	-0.808			
YOR137C	0.23	0.529	0.097			
YOR138C	0.202	-0.139	-0.536			
YOR139C	0.244	0.063	-0.634			
YOR140W	0.017	0.061	0.08			
YOR141C	-0.342	-0.24	0.003			
YOR142W	-0.124	-0.153	-0.052			
YOR143C				-0.046	0.088	-0.006
YOR144C	0.37	0.033	-0.248			
YOR145C				-0.119	-0.114	-0.313
YOR146W				-0.088	0.13	0.242
YOR147W	-0.196	-0.133	-0.626			
YOR148C				0.06	-0.195	0.111
YOR149C				-0.105	-0.13	-0.174
YOR150W	0.196	0.127	1.097			
YOR151C				0.264	-0.558	0.653
YOR152C	-0.017	-0.042	-0.017			
YOR154W	-0.17	0.155	-0.208			
YOR155C	0.053	-0.168	-0.066			
YOR156C	0.124	-0.155	-0.207			
YOR157C				-0.024	-0.356	0.093
YOR158W	0.068	0.333	1.607			
YOR159C				0.129	0.179	-0.29
YOR160W				0.27	0.112	0.217
YOR161C	0.229	-0.07	-0.105			
YOR162C	0.098	0.139	-0.159			
YOR163W	0.074	0.057	0.032			
YOR164C	0.066	0.415	0.952			
YOR165W	-0.202	-0.233	-0.36			
YOR166C	-0.034	0.065	-0.031			
YOR167C	0.097	-0.007	0.284			
YOR168W				-0.207	-0.12	-0.127
YOR169C				-0.443	-0.345	-0.466
YOR170W	-0.067	0.088	-0.065			
YOR171C	-0.145	0.096	-0.149			
YOR172W	0.054	0.127	-0.013			
YOR173W	-0.013	0.128	0.292			
YOR174W				-0.14	-0.227	-0.348
YOR175C	-0.034	-0.108	-0.231			
YOR176W				0.073	-0.265	0.5
YOR177C	-0.021	0.089	-0.093			
YOR178C	-0.057	-0.102	-0.294			
YOR179C	0.032	0.221	-0.102			
YOR180C	-0.443	-0.634	-0.581			
YOR181W				-0.038	-0.155	-0.255
YOR182C	-0.01	0.062	0.766			
YOR183W	-0.232	-0.149	0.355			
YOR184W	0.246	-0.241	0.269			
YOR185C	0.275	0.265	-0.277			
YOR186W	0.211	0.322	0.082			
YOR187W	0.093	-0.408	0.617			
YOR188W	-0.068	0.16	-0.068			
YOR189W	0.028	-0.008	-0.068			
YOR190W	-0.152	-0.083	-0.156			
YOR191W	0.118	-0.242	-0.344			
YOR192C	-0.023	-0.02	-0.117			
YOR193W	-0.026	0.023	-0.028			
YOR194C				-0.066	-0.055	0.015
YOR195W	0.244	0.13	0.062			
YOR196C	-0.1	-0.179	0.338			
YOR197W	-0.217	-0.05	-0.127			
YOR198C	0.012	0.077	0.842			
YOR199W	-0.209	-0.029	0.257			
YOR200W	0.088	0.088	1.392			
YOR201C	-0.047	0.088	0.126			
YOR202W	-0.048	-0.114	-0.003			
YOR203W				-0.013	-0.011	-0.045
YOR204W				0.049	0.253	0.173
YOR205C	-0.028	-0.107	0.076			
YOR206W				0.001	-0.192	0.023
YOR207C				-0.09	-0.176	-0.066
YOR208W	0.275	0.08	-0.179			
YOR209C	0.043	0.337	1.053			
YOR210W				0.01	0.199	0.144
YOR211C	-0.134	-0.029	0.343			
YOR212W	-0.075	-0.192	0.346			
YOR213C	-0.086	0.171	0.057			
YOR214C	-0.11	-0.252	-0.306			
YOR215C	-0.058	0.128	-0.18			
YOR216C	-0.228	-0.155	-0.224			
YOR217W				0.397	0.009	0.002
YOR218C				-0.032	-0.158	-0.11
YOR219C	0.162	0.287	0.385			
YOR220W	-0.004	-0.068	-0.123			
YOR221C	0.09	0.231	1.107			
YOR222W	-0.19	-0.19	-0.45			
YOR223W	0.052	0.082	-0.2			
YOR224C				1.617	0.934	1.431
YOR225W	-0.009	0.133	-0.042			
YOR226C	0.168	-0.078	0.164			
YOR227W	-0.045	-0.328	-0.177			
YOR228C	-0.32	-0.314	-0.198			
YOR229W	0.027	0.536	-0.004			
YOR230W	0.046	-0.109	0.021			
YOR231W	0.107	0.305	-0.124			
YOR232W				-0.085	-0.027	-0.481
YOR233W	-0.02	0.167	-0.155			
YOR234C	0.086	0.001	0.443			
YOR235W	-0.285	-0.236	0.032			
YOR236W				-0.684	-0.537	-0.794
YOR237W	-0.246	-0.35	-0.576			
YOR238W	0.025	0.134	-0.015			
YOR239W	0.11349999999999999	0.0205	-0.019000000000000003			
YOR242C	0.03	0.323	-0.003			
YOR243C	0.241	-0.135	-0.311			
YOR244W				-0.164	-0.051	0.067
YOR245C	-0.098	0.05	0.129			
YOR246C	-0.107	0.11	0.248			
YOR247W	-0.525	-0.137	-0.03			
YOR248W	-0.311	-0.342	-0.286			
YOR249C				0.11	-0.192	0.13
YOR250C				0.018	-0.198	-0.331
YOR251C	-0.001	-0.022	0.094			
YOR252W	0.457	0.14	0.116			
YOR253W	0.065	-0.156	-0.129			
YOR254C				-0.058	-0.25	-0.218
YOR255W	0.109	-0.257	-0.387			
YOR256C				0.192	0.099	0.228
YOR257W				-0.509	-0.43	-0.018
YOR258W	-0.802	-0.384	0.684			
YOR259C				-0.152	-0.266	0.014
YOR260W				-0.139	0.047	-0.052
YOR261C				-0.641	-0.379	-0.307
YOR262W				0.037	-0.266	-0.238
YOR263C	0.149	0.139	-0.143			
YOR264W	0.005	0.022	-0.117			
YOR265W	0.188	0.356	-0.356			
YOR266W	0.266	0.579	0.204			
YOR267C	-0.282	0.117	-0.101			
YOR268C	-0.01	-0.177	0.455			
YOR269W	-0.199	-0.094	-0.168			
YOR270C	-0.26	-0.28	-0.264			
YOR271C	0.13	-0.186	-0.318			
YOR272W				-0.014	-0.157	-0.324
YOR273C	0.146	0.205	0.126			
YOR274W	-0.076	-0.116	0.021			
YOR275C	0.111	0.355	0.446			
YOR276W	0.431	0.541	0.775			
YOR277C	0.068	0.168	0.177			
YOR278W				-0.547	-0.206	0.138
YOR279C	0.049	-0.172	-0.007			
YOR280C	0.251	0.686	0.117			
YOR282W				-0.068	-0.074	-0.049
YOR283W	-0.231	-0.086	-0.348			
YOR284W	0.063	-0.06	-0.331			
YOR285W	-0.023	0.234	0.043			
YOR286W	0.315	0.474	0.089			
YOR287C				0.141	0.09	-0.176
YOR288C	-0.319	-0.291	-0.054			
YOR289W	0.014	-0.06	0.105			
YOR290C	1.086	1.507	3.759			
YOR291W	0.204	0.21	-0.26			
YOR292C	0.092	0.066	-0.086			
YOR293W	-0.531	-0.186	-1.434			
YOR294W				-0.395	-0.664	-0.277
YOR295W	0.215	0.242	0.66			
YOR296W	0.065	0.335	-0.121			
YOR297C	-0.04	-0.083	0.114			
YOR298C-A	0.066	-0.0725	0.05399999999999999			
YOR298W	0.015	-0.039	0.044			
YOR299W	0.136	0.331	-0.078			
YOR300W	-0.052	-0.095	-0.114			
YOR301W	-0.022	-0.087	-0.065			
YOR302W	-0.131	-0.081	-0.394			
YOR303W	-0.416	-0.299	-0.435			
YOR304C-A	-0.094	0.052	-0.015			
YOR304W	0.034	0.245	-0.006			
YOR305W	0.057	0.153	1.323			
YOR306C	0.106	0.101	-0.329			
YOR307C	0.196	0.009	-0.193			
YOR308C	-0.036	-0.034	0.321			
YOR309C	-0.088	0.019	-0.003			
YOR310C				1.012	0.432	1.393
YOR311C	-0.144	0.302	-0.337			
YOR312C	-0.359	-0.361	-1.251			
YOR313C	-0.013	0.066	0.525			
YOR314W	0.076	0.013	0.128			
YOR315W	0.008	-0.18	-0.367			
YOR316C	0.137	0.036	-0.179			
YOR317W	0.082	0.372	-0.255			
YOR318C	0.056	0.007	-0.329			
YOR319W				0.366	-0.119	0.117
YOR320C	0.172	0.338	-0.005			
YOR321W	-0.147	-0.062	-0.423			
YOR322C	-0.088	0.335	0.054			
YOR323C	0.384	0.116	0.765			
YOR324C	0.003	0.124	-0.112			
YOR325W	-0.052	-0.044	0.181			
YOR326W				0.154	-0.106	-0.191
YOR327C	-0.094	0.006	0.46			
YOR328W	0.022	0.123	0.092			
YOR329C				0.023	0.034	0.023
YOR330C	0.194	0.3	1.083			
YOR331C	-0.152	0.691	0.982			
YOR332W	-0.32	-0.578	-0.517			
YOR333C	0.279	-0.154	0.051			
YOR334W	-0.134	-0.312	0.609			
YOR335C				0.169	0.074	-0.101
YOR336W				0.411	0.046	0.008
YOR337W	-0.031	-0.178	-0.097			
YOR338W	0.308	0.205	0.309			
YOR339C	-0.128	0.168	0.05			
YOR340C				0.607	0.12	-0.147
YOR341W				-0.078	-0.354	-0.444
YOR342C	0.027	0.019	-0.391			
YOR343C	0.014	-0.017	-0.183			
YOR344C	0.289	0.288	-0.049			
YOR345C	0.095	-0.177	0.152			
YOR346W	-0.11	-0.038	0.216			
YOR347C	0.043	0.095	-0.167			
YOR348C	-0.107	0.133	-0.329			
YOR349W	-0.222	0.1	0.097			
YOR350C	-0.146	0.276	1.362			
YOR351C	0.086	-0.083	-0.149			
YOR352W	0.027	-0.009	0.377			
YOR353C				-0.45	-0.65	-0.673
YOR354C	0.15	-0.149	-0.076			
YOR355W	-0.009	-0.124	0.119			
YOR356W	0.229	0.052	-0.113			
YOR357C	0.27	0.129	-0.001			
YOR358W	1.539	1.432	-0.205			
YOR359W	-0.124	0.169	0.605			
YOR360C	-0.338	-0.535	0.702			
YOR361C				0.033	-0.07	-0.04
YOR362C				0.053	-0.955	-0.697
YOR363C	-0.016	0.169	-0.168			
YOR364W	-0.0235	-0.09	0.35950000000000004			
YOR365C	0.095	-0.064	0.089			
YOR366W	0.652	0.315	-0.159			
YOR367W	-0.247	-0.171	-0.523			
YOR368W	0.16	0.069	-0.043			
YOR369C	0.312	0.129	-0.026			
YOR370C				0.018	-0.253	-0.146
YOR371C	-0.156	-0.004	0.078			
YOR372C				-0.555	-0.324	-0.791
YOR373W				-0.1	-0.544	0.24
YOR374W	0.204	-0.132	-0.396			
YOR375C	-0.11	0.03	0.106			
YOR376W	-0.077	-0.071	-0.005			
YOR377W	0.244	0.054	0.484			
YOR378W	0.093	0.14	-0.115			
YOR379C	0.302	0.237	-0.043			
YOR380W	-0.089	0.602	-0.021			
YOR381W	-0.224	-0.001	-0.338			
YOR382W	0.041	0.091	0.08			
YOR384W	-0.221	-0.081	-0.045			
YOR385W	0.151	0.003	-0.028			
YOR386W	0.112	0.661	-0.199			
YPL001W	0.062	0.117	-0.05			
YPL002C	0.267	0.318	1.248			
YPL003W	0.661	-0.035	-0.26			
YPL004C	-0.142	0.128	0.083			
YPL005W	0.458	0.418	1.271			
YPL006W	0.265	0.282	-0.244			
YPL007C				-0.221	0.517	0.255
YPL008W	0.197	0.145	0.915			
YPL009C	0.348	0.5	0.074			
YPL010W				0.086	-0.071	-0.458
YPL011C				-0.139	0.008	0.047
YPL012W				-0.027	-0.16	0.281
YPL013C	0.016	0.071	1.98			
YPL014W	0.118	0.034	0.18			
YPL015C	-0.297	-0.02	-0.029			
YPL016W				-0.064	-0.486	-0.473
YPL017C	-0.213	-0.24	-0.221			
YPL018W	-0.228	-0.283	0.162			
YPL019C	0.066	-0.032	-0.042			
YPL020C				0.111	-0.131	0.074
YPL021W	-0.033	-0.046	-0.006			
YPL022W	0.09	0.168	-0.206			
YPL023C	0.283	0.249	-0.04			
YPL024W	-0.366	0.145	2.185			
YPL025C	-0.176	-0.119	-0.462			
YPL026C	0.184	-0.003	-0.023			
