ORF	hom | growth (relative abundance in pooled culture) | Nannocystin A [75 uM] | Krastel P~Hoepfner D, 2015	het | growth (relative abundance in pooled culture) | Nannocystin A [75 uM] | Krastel P~Hoepfner D, 2015
YPL259C	-5.613	-1.836
YPL260W	1.358	0.816
YPL261C	1.564	0.055
YPL262W	NaN	0.108
YPL263C	0.019	-0.519
YPL264C	0.246	0.039
YPL265W	0.292	1.048
YPL266W	NaN	0.039
YPL267W	-0.416	0.377
YPL268W	3.729	0.150
YPL269W	-0.243	0.414
YPL270W	1.825	0.856
YPL271W	NaN	-0.104
YPL272C	0.722	-0.062
YPL273W	0.416	-9.213
YPL274W	0.146	1.421
YPR001W	0.409	-0.081
YPR002W	0.023	1.355
YPR003C	0.008	-0.007
YPR004C	0.069	-0.057
YPR005C	0.143	NaN
YPR006C	0.361	-0.000
YPR007C	-0.054	0.064
YPR008W	-0.238	-2.365
YPR009W	-0.029	0.596
YPR010C	NaN	0.030
YPR011C	-0.091	-1.092
YPR012W	-0.452	0.284
YPR013C	-0.016	-0.936
YPR014C	0.358	-0.734
YPR015C	0.771	0.285
YPR016C	NaN	0.766
YPR017C	-0.029	-0.035
YPR018W	0.728	-0.294
YPR019W	NaN	-0.010
YPR020W	0.299	0.104
YPR021C	NaN	5.145
YPR022C	-0.933	0.664
YPR023C	-1.077	-0.191
YPR024W	1.787	-0.003
YPR025C	NaN	-0.416
YPR026W	0.057	0.304
YPR027C	-0.106	0.033
YPR028W	-0.044	0.004
YPR029C	-2.648	-1.789
YPR030W	0.855	-0.012
YPR031W	0.027	-0.004
YPR032W	-3.656	0.581
YPR033C	NaN	-2.751
YPR034W	NaN	-8.877
YPR035W	NaN	0.493
YPR037C	-0.824	0.014
YPR038W	-0.443	0.005
YPR039W	-0.055	1.103
YPR040W	0.889	0.013
YPR041W	NaN	-1.782
YPR042C	0.054	0.018
YPR043W	-0.124	3.633
YPR044C	1.450	5.102
YPR045C	0.914	0.108
YPR046W	-0.112	0.662
YPR047W	4.607	-0.834
YPR048W	NaN	0.844
YPR049C	0.068	0.091
YPR050C	-5.352	0.222
YPR051W	-5.522	0.018
YPR052C	0.187	0.060
YPR053C	0.855	0.920
YPR054W	-0.061	-0.761
YPR055W	NaN	0.080
YPR056W	NaN	-0.011
YPR057W	1.352	-0.026
YPR058W	-0.202	0.320
YPR059C	0.364	-0.032
YPR060C	NaN	0.015
YPR061C	-1.030	-0.314
YPR062W	0.079	0.321
YPR063C	-0.684	0.131
YPR064W	0.033	-1.227
YPR065W	-0.264	-0.338
YPR066W	2.736	0.317
YPR067W	3.917	0.066
YPR068C	-0.047	0.027
YPR069C	-0.183	-0.672
YPR070W	-7.173	-2.338
YPR071W	-0.060	0.236
YPR072W	NaN	-1.280
YPR073C	0.285	0.472
YPR074C	-0.301	0.004
YPR075C	-0.086	0.094
YPR076W	-0.630	0.465
YPR077C	0.407	-0.095
YPR078C	-0.155	-0.027
YPR079W	-0.149	-0.562
YPR082C	NaN	0.706
YPR083W	NaN	-0.061
YPR084W	0.162	0.003
YPR085C	NaN	-0.796
YPR086W	NaN	-0.553
YPR087W	3.157	0.258
YPR088C	NaN	-0.017
YPR089W	-0.228	0.062
YPR091C	NaN	-2.330
YPR092W	-2.414	0.220
YPR093C	-0.108	-0.832
YPR094W	NaN	-0.062
YPR095C	0.179	1.411
YPR096C	0.236	0.203
YPR097W	-0.031	0.663
YPR098C	0.185	0.366
YPR099C	1.570	-0.038
YPR100W	1.216	-0.180
YPR101W	-4.274	0.288
YPR103W	NaN	-1.096
YPR104C	NaN	-3.258
YPR105C	NaN	0.061
YPR106W	2.867	0.852
YPR107C	NaN	0.879
YPR108W	NaN	-0.441
YPR109W	-0.575	NaN
YPR110C	NaN	0.070
YPR111W	0.138	1.388
YPR112C	NaN	0.112
YPR113W	NaN	-0.247
YPR114W	0.486	-0.040
YPR115W	0.071	0.583
YPR116W	5.079	0.087
YPR117W	-0.506	-0.416
YPR118W	NaN	-0.044
YPR119W	0.924	-0.057
YPR120C	-0.225	0.084
YPR121W	-0.591	0.054
YPR122W	0.486	0.978
YPR123C	5.417	0.306
YPR124W	5.237	0.651
YPR125W	0.186	-0.478
YPR126C	-0.016	-0.227
YPR127W	-0.039	0.231
YPR128C	-0.502	0.036
YPR129W	0.246	0.933
YPR130C	-0.250	0.764
YPR131C	0.176	3.276
YPR132W	0.064	0.942
YPR133C	NaN	-1.421
YPR133W-A	NaN	0.222
YPR134W	1.307	1.012
YPR135W	-1.678	-0.070
YPR136C	0.311	7.638
YPR137W	NaN	3.883
YPR138C	-0.010	-0.072
YPR139C	-0.081	0.418
YPR140W	-0.315	0.301
YPR141C	NaN	0.049
YPR142C	NaN	1.794
YPR143W	NaN	4.093
YPR144C	NaN	1.018
YPR145W	-0.102	0.344
YPR146C	0.227	0.108
YPR147C	-0.260	0.581
YPR148C	0.632	0.010
YPR149W	0.098	0.657
YPR150W	0.165	0.012
YPR151C	NaN	0.272
YPR152C	-0.084	0.958
YPR153W	0.542	0.000
YPR154W	-0.064	-0.088
YPR155C	-0.047	-0.036
YPR156C	0.491	0.931
YPR157W	0.320	NaN
YPR158W	-0.152	0.074
YPR159W	-7.405	-0.522
YPR160W	-0.325	0.405
YPR162C	NaN	0.506
YPR163C	NaN	3.921
YPR164W	0.051	0.027
YPR165W	NaN	0.096
YPR166C	5.714	0.034
YPR167C	-1.623	0.118
YPR168W	NaN	0.215
YPR169W	NaN	0.513
YPR170C	-8.394	-2.288
YPR171W	-0.155	-0.067
YPR172W	0.096	0.489
YPR173C	-15.039	0.991
YPR174C	-0.583	0.016
YPR176C	NaN	0.271
YPR177C	NaN	0.757
YPR178W	NaN	-0.007
YPR179C	-0.181	0.881
YPR180W	NaN	-0.409
YPR181C	NaN	6.620
YPR182W	NaN	0.721
YPR183W	NaN	0.877
YPR184W	-0.290	0.070
YPR185W	0.193	0.219
YPR186C	NaN	-0.033
YPR187W	NaN	0.035
YPR188C	-0.041	0.129
YPR189W	-0.168	0.110
YPR190C	NaN	-0.070
YPR191W	1.040	0.158
YPR192W	1.093	0.133
YPR193C	0.480	0.128
YPR194C	1.193	0.151
YPR195C	1.235	0.280
YPR196W	0.330	0.491
YPR197C	3.188	2.291
YPR198W	3.884	-0.021
YPR199C	0.016	0.849
YPR200C	0.098	1.191
YPR201W	0.966	1.137
