ORF	hap a | growth (relative abundance in pooled culture) | standard | SD + phosphate limitation | Payen C~Dunham MJ, 2016	het | growth (relative abundance in pooled culture) | standard | SD + phosphate limitation | Payen C~Dunham MJ, 2016	hap a | growth (relative abundance in pooled culture) | standard | SD + sulfate limitation | Payen C~Dunham MJ, 2016	het | growth (relative abundance in pooled culture) | standard | SD + sulfate limitation | Payen C~Dunham MJ, 2016	hap a | growth (relative abundance in pooled culture) | standard | SD + glucose limitation | Payen C~Dunham MJ, 2016	het | growth (relative abundance in pooled culture) | standard | SD + glucose limitation | Payen C~Dunham MJ, 2016
YKL126W	0.015	0.042	-0.070	-0.018	0.036	0.050
YKL127W	0.002	0.017	0.002	0.007	0.009	-0.009
YKL128C	NaN	NaN	NaN	NaN	NaN	NaN
YKL129C	NaN	-0.011	NaN	-0.051	NaN	NaN
YKL130C	-0.008	-0.004	0.014	-0.029	-0.005	0.031
YKL131W	0.047	0.001	0.038	0.031	0.000	0.050
YKL132C	0.061	0.013	0.029	0.040	-0.003	-0.002
YKL133C	0.020	-0.000	0.022	0.004	-0.030	-0.018
YKL134C	0.023	0.001	NaN	-0.011	NaN	0.029
YKL135C	-0.094	-0.007	-0.050	-0.009	-0.101	0.008
YKL136W	-0.022	0.003	-0.057	-0.011	-0.025	-0.002
YKL137W	0.010	-0.002	0.001	-0.011	-0.192	-0.010
YKL139W	0.006	0.004	0.027	0.033	0.011	-0.020
YKL140W	-0.008	0.002	0.008	-0.017	0.010	-0.018
YKL141W	0.024	-0.013	NaN	-0.017	NaN	-0.018
YKL142W	0.021	-0.010	-0.011	-0.019	-0.010	-0.037
YKL143W	NaN	-0.031	NaN	-0.066	NaN	0.004
YKL144C	0.019	0.023	-0.018	0.013	0.012	-0.014
YKL145W	-0.162	0.014	-0.169	-0.008	-0.185	0.021
YKL146W	0.018	0.013	0.026	-0.010	0.033	-0.017
YKL147C	0.021	0.007	0.012	-0.004	0.023	-0.007
YKL148C	-0.057	-0.001	-0.026	-0.022	-0.019	0.050
YKL149C	-0.132	-0.002	-0.087	-0.018	-0.215	-0.006
YKL150W	NaN	NaN	NaN	NaN	NaN	NaN
YKL151C	0.009	-0.003	-0.013	-0.016	-0.026	-0.027
YKL153W	NaN	0.006	NaN	0.003	NaN	-0.006
YKL154W	-0.139	0.012	-0.114	0.009	-0.150	0.000
YKL155C	-0.114	-0.023	-0.132	-0.034	-0.184	0.031
YKL156W	-0.015	-0.014	-0.060	0.002	0.062	-0.034
YKL157W	-0.020	-0.009	-0.010	-0.010	0.003	0.029
YKL159C	NaN	NaN	NaN	0.027	NaN	NaN
YKL160W	-0.015	0.028	-0.120	-0.053	-0.062	0.059
YKL161C	-0.025	-0.029	0.035	-0.024	-0.085	-0.037
YKL162C	-0.003	-0.008	0.025	0.003	0.005	0.008
YKL162C-A	-0.003	-0.007	0.009	-0.017	-0.013	-0.005
YKL164C	0.011	0.001	0.028	0.015	-0.000	0.005
YKL165C	NaN	0.027	NaN	-0.020	NaN	-0.007
YKL166C	-0.035	0.029	-0.023	0.021	0.021	0.018
YKL167C	-0.004	0.017	-0.000	-0.009	-0.150	-0.017
YKL168C	NaN	-0.074	NaN	-0.020	NaN	0.004
YKL169C	-0.019	0.009	-0.054	-0.009	-0.074	-0.003
YKL170W	-0.304	0.010	-0.097	-0.021	-0.253	-0.015
YKL171W	NaN	-0.011	-0.007	0.117	NaN	0.071
YKL172W	-0.252	-0.004	-0.146	-0.020	-0.268	0.014
YKL173W	-0.212	-0.003	-0.126	-0.002	-0.212	-0.021
YKL174C	-0.027	-0.006	-0.039	-0.034	-0.058	-0.028
YKL175W	0.016	0.012	-0.015	-0.021	0.007	-0.065
YKL177W	0.007	-0.005	-0.029	-0.041	0.004	-0.003
YKL178C	0.009	0.002	0.012	0.007	0.019	0.002
YKL179C	0.006	0.015	0.008	0.002	-0.008	0.035
YKL180W	-0.270	-0.082	-0.143	-0.009	-0.269	-0.047
YKL181W	0.006	0.001	-0.053	-0.027	0.018	0.009
YKL182W	-0.247	0.014	-0.176	0.011	-0.200	-0.032
YKL183W	0.010	0.001	0.021	0.004	0.028	0.023
YKL184W	-0.009	-0.010	-0.070	-0.000	-0.013	0.014
YKL185W	0.006	-0.013	0.001	-0.008	0.016	0.006
YKL186C	NaN	-0.023	NaN	0.055	NaN	0.008
YKL187C	0.015	-0.004	-0.035	-0.040	-0.019	0.002
YKL188C	-0.002	-0.012	-0.015	-0.034	-0.025	0.046
YKL189W	NaN	-0.008	NaN	-0.014	NaN	-0.031
YKL190W	-0.151	0.014	-0.068	-0.020	-0.212	0.006
YKL191W	-0.015	-0.024	0.032	-0.020	0.024	-0.121
YKL192C	-0.032	-0.052	-0.008	-0.076	-0.049	0.054
YKL193C	NaN	0.006	NaN	-0.009	NaN	-0.023
YKL194C	NaN	0.007	NaN	-0.014	NaN	0.016
YKL195W	0.019	0.006	0.016	0.026	-0.028	-0.016
YKL196C	NaN	0.018	NaN	0.023	NaN	0.049
YKL197C	NaN	0.010	NaN	0.098	NaN	NaN
YKL198C	-0.023	-0.016	0.001	-0.019	-0.008	0.000
YKL201C	0.018	-0.016	-0.039	-0.004	-0.051	0.007
YKL202W	-0.000	-0.010	-0.036	-0.014	-0.030	0.045
YKL203C	-0.029	0.009	NaN	-0.002	NaN	0.012
YKL204W	-0.002	0.013	-0.049	-0.027	-0.001	-0.074
YKL205W	0.070	-0.018	-0.059	-0.039	-0.056	0.006
YKL206C	NaN	NaN	NaN	NaN	NaN	NaN
YKL207W	-0.090	-0.007	-0.081	0.044	-0.116	-0.018
YKL208W	-0.046	-0.014	-0.022	0.001	-0.045	0.004
YKL209C	-0.011	-0.014	-0.026	-0.021	-0.032	-0.021
YKL210W	0.008	0.002	-0.038	-0.029	0.030	-0.032
YKL211C	-0.063	-0.009	-0.012	0.017	0.000	-0.001
YKL212W	-0.246	0.025	-0.166	-0.013	-0.233	-0.023
YKL213C	0.117	0.033	-0.086	0.045	-0.037	-0.023
YKL214C	NaN	NaN	NaN	NaN	NaN	NaN
YKL215C	0.006	-0.012	0.009	-0.009	0.012	0.003
YKL216W	0.044	0.000	0.003	0.007	0.015	0.064
YKL217W	-0.039	-0.019	-0.070	-0.014	0.031	0.004
YKL218C	NaN	NaN	NaN	NaN	NaN	NaN
YKL220C	-0.009	-0.008	-0.002	-0.028	-0.002	-0.009
YKL221W	-0.010	-0.010	-0.016	-0.011	-0.018	-0.015
YKL222C	-0.002	-0.004	0.007	-0.011	-0.005	0.006
YKR001C	0.002	-0.056	-0.022	0.044	NaN	-0.062
YKR002W	-0.237	-0.026	-0.180	0.003	-0.283	-0.144
YKR003W	-0.008	-0.005	0.012	-0.003	-0.013	-0.011
YKR004C	-0.015	0.007	NaN	-0.018	NaN	0.012
YKR005C	0.006	0.006	0.013	0.008	-0.007	0.002
YKR006C	-0.126	0.002	0.008	-0.015	-0.185	-0.012
YKR007W	-0.042	-0.011	-0.023	-0.010	-0.060	0.001
YKR008W	-0.010	-0.091	0.034	-0.149	-0.024	-0.181
YKR009C	0.001	-0.004	0.008	-0.006	0.007	-0.044
YKR010C	0.022	-0.004	-0.007	-0.008	-0.030	0.023
YKR011C	0.067	0.000	-0.018	-0.006	-0.057	-0.015
YKR012C	-0.013	0.004	0.008	-0.026	-0.019	0.011
YKR013W	0.006	0.017	0.020	0.062	0.003	-0.026
YKR014C	0.032	0.013	0.026	0.046	0.064	0.099
YKR015C	0.007	0.007	0.028	-0.004	0.027	-0.006
YKR016W	-0.057	-0.005	-0.037	-0.038	-0.143	0.005
YKR018C	0.038	-0.009	-0.026	-0.012	-0.015	0.012
YKR019C	-0.081	-0.008	-0.084	-0.128	-0.035	0.005
YKR020W	-0.007	-0.008	-0.036	-0.034	-0.004	-0.040
YKR021W	0.037	-0.023	0.057	0.011	0.031	-0.010
YKR022C	-0.112	0.012	-0.066	-0.018	-0.145	-0.032
YKR023W	0.012	0.005	0.003	-0.006	-0.009	0.012
YKR024C	-0.008	0.028	-0.012	0.068	0.024	0.005
YKR025W	NaN	0.021	NaN	0.106	NaN	0.015
YKR026C	-0.012	0.003	-0.046	-0.032	-0.005	0.008
YKR027W	0.009	-0.014	0.026	-0.030	-0.044	-0.038
YKR028W	-0.022	0.017	-0.086	-0.007	0.015	0.051
YKR029C	-0.034	-0.020	-0.021	-0.018	0.047	0.015
YKR030W	0.001	-0.013	-0.019	-0.027	-0.020	-0.005
YKR031C	NaN	NaN	NaN	NaN	NaN	NaN
YKR032W	0.012	-0.026	-0.017	0.033	-0.013	-0.006
YKR033C	-0.032	-0.014	-0.012	0.007	0.013	-0.031
YKR034W	0.022	0.000	0.018	0.084	0.008	-0.004
YKR035C	-0.162	-0.001	-0.087	-0.015	0.011	0.034
YKR035W-A	-0.198	-0.017	-0.144	-0.009	-0.038	0.031
YKR036C	0.010	-0.015	0.023	-0.011	-0.008	-0.013
YKR037C	NaN	-0.034	NaN	-0.180	NaN	0.012
YKR038C	NaN	0.003	NaN	-0.031	NaN	-0.002
YKR039W	0.015	0.011	0.021	0.001	0.009	-0.032
YKR040C	0.067	0.002	0.088	0.099	0.016	0.075
YKR041W	0.008	-0.001	0.017	0.000	-0.026	-0.017
YKR042W	-0.261	-0.030	-0.035	0.018	-0.214	-0.026
YKR043C	0.001	0.024	0.025	0.060	0.025	0.027
YKR044W	0.006	-0.002	0.002	-0.030	0.007	-0.038
YKR045C	0.016	0.017	0.030	0.009	0.028	0.001
YKR046C	-0.009	0.012	0.030	0.025	0.011	0.002
YKR047W	0.048	0.005	-0.095	-0.003	0.001	-0.031
YKR048C	0.051	0.011	-0.077	-0.003	0.014	0.004
YKR049C	0.006	0.000	0.013	-0.004	-0.004	0.016
YKR050W	-0.003	-0.001	0.003	-0.012	-0.020	0.030
YKR051W	-0.103	-0.007	0.005	-0.024	-0.028	-0.008
YKR052C	0.021	-0.029	-0.024	-0.003	-0.000	-0.024
YKR053C	0.013	0.001	-0.035	-0.003	0.002	-0.010
YKR054C	-0.293	0.014	-0.041	0.010	-0.058	0.016
YKR055W	-0.001	0.006	0.019	-0.029	0.007	-0.018
YKR056W	-0.021	0.015	0.045	0.018	0.010	0.076
YKR057W	0.028	-0.007	0.011	0.019	-0.005	-0.041
YKR058W	0.013	-0.005	0.011	0.008	-0.027	-0.018
YKR059W	0.048	0.007	-0.007	0.006	-0.078	-0.035
YKR060W	0.019	0.009	0.019	0.006	0.015	-0.043
YKR061W	0.008	-0.004	0.017	-0.014	0.012	-0.007
YKR062W	-0.313	-0.000	-0.152	-0.094	-0.220	0.008
YKR063C	-0.039	0.008	-0.030	-0.035	NaN	-0.046
YKR064W	0.052	0.033	0.037	0.016	0.021	0.005
YKR065C	NaN	-0.051	NaN	0.029	NaN	0.009
YKR066C	-0.008	0.003	0.002	-0.004	-0.006	-0.002
YKR067W	-0.022	-0.005	-0.030	-0.023	0.055	0.028
YKR068C	NaN	-0.013	NaN	0.067	NaN	0.016
YKR069W	0.019	-0.012	NaN	-0.020	NaN	-0.001
YKR070W	0.007	0.003	-0.009	-0.020	0.005	-0.042
YKR072C	-0.095	-0.004	-0.170	-0.113	-0.124	-0.036
YKR073C	NaN	-0.008	NaN	0.013	NaN	0.003
YKR074W	-0.090	0.004	-0.049	-0.009	-0.067	0.027
YKR075C	0.008	-0.002	0.013	0.000	0.002	-0.049
YKR076W	0.009	-0.004	0.017	-0.012	0.008	0.028
YKR077W	0.034	-0.015	0.031	-0.010	-0.006	-0.008
YKR078W	NaN	NaN	NaN	NaN	NaN	NaN
YKR079C	-0.009	0.011	-0.023	0.020	0.025	-0.010
YKR080W	0.037	0.002	-0.023	-0.015	0.002	-0.006
YKR081C	0.002	-0.016	-0.034	-0.016	-0.002	0.079
YKR082W	-0.077	-0.025	-0.102	0.017	-0.145	-0.013
YKR083C	NaN	0.020	NaN	-0.129	NaN	-0.000
YKR084C	-0.015	-0.008	0.024	-0.046	-0.047	-0.022
YKR085C	NaN	NaN	NaN	NaN	NaN	NaN
YKR086W	-0.002	-0.010	-0.085	-0.027	0.009	-0.032
YKR087C	0.044	0.011	0.003	0.009	-0.042	-0.054
YKR088C	-0.001	-0.004	-0.003	-0.011	-0.020	0.001
YKR089C	-0.007	-0.024	-0.024	-0.012	-0.025	-0.052
YKR090W	-0.001	-0.009	-0.001	0.003	-0.022	0.010
YKR091W	0.008	-0.014	0.002	0.010	-0.010	0.012
YKR092C	-0.023	-0.019	-0.028	0.006	-0.079	0.026
YKR093W	0.062	0.003	0.006	-0.004	-0.027	-0.028
YKR094C	0.024	0.030	-0.006	-0.009	-0.124	0.023
YKR096W	-0.027	0.009	-0.005	-0.027	-0.034	-0.001
YKR097W	0.046	-0.020	0.029	0.023	0.008	-0.025
YKR098C	0.012	-0.003	0.020	-0.021	0.021	-0.006
YKR099W	-0.249	0.006	0.050	0.003	-0.161	-0.002
YKR100C	-0.025	-0.001	-0.104	-0.012	-0.094	-0.019
YKR101W	-0.037	0.004	-0.069	-0.029	-0.104	-0.027
YKR102W	0.009	-0.000	0.008	-0.018	0.001	-0.010
YKR103W	0.039	0.020	0.005	0.007	0.001	-0.013
YKR104W	-0.010	-0.029	0.007	-0.013	-0.016	0.016
YKR105C	-0.044	-0.013	NaN	-0.014	NaN	-0.040
YKR106W	-0.004	-0.004	0.007	-0.005	-0.023	0.004
YLL001W	-0.009	-0.003	0.013	-0.030	0.007	0.008
YLL003W	NaN	-0.022	NaN	-0.017	NaN	-0.022
YLL004W	NaN	-0.008	NaN	-0.010	NaN	0.008
YLL005C	0.004	-0.003	0.016	-0.007	0.009	-0.012
YLL006W	-0.008	0.001	-0.052	0.006	0.001	-0.000
YLL006W-A	NaN	NaN	NaN	NaN	NaN	NaN
YLL007C	-0.014	-0.089	-0.059	-0.012	-0.015	-0.009
YLL008W	0.044	0.002	NaN	-0.014	NaN	0.019
YLL009C	-0.073	-0.165	-0.022	0.069	0.000	-0.186
YLL010C	0.071	-0.010	0.002	-0.034	0.077	0.008
YLL011W	NaN	-0.004	NaN	-0.022	NaN	-0.007
YLL012W	-0.017	0.008	0.006	-0.021	-0.004	0.000
YLL013C	-0.025	-0.022	-0.021	-0.022	-0.054	0.039
YLL014W	-0.059	0.002	-0.065	0.002	-0.102	-0.044
YLL015W	-0.018	-0.006	0.025	-0.019	0.010	-0.016
YLL016W	0.008	0.002	0.014	-0.003	0.002	0.002
YLL017W	0.011	0.000	0.013	-0.008	-0.008	0.001
YLL018C	-0.100	0.022	-0.085	0.012	-0.074	-0.026
YLL018C-A	-0.053	0.007	-0.059	-0.018	0.012	-0.032
YLL019C	-0.082	0.028	-0.061	0.030	-0.082	-0.007
YLL020C	0.008	0.014	-0.042	0.027	-0.060	0.062
YLL023C	NaN	0.009	-0.002	0.031	NaN	NaN
YLL024C	-0.001	-0.041	-0.017	-0.024	-0.037	0.000
YLL026W	0.015	0.040	0.034	0.026	0.022	-0.036
YLL027W	-0.047	-0.018	-0.096	-0.014	-0.023	-0.020
YLL028W	NaN	0.016	NaN	-0.013	NaN	-0.027
YLL030C	0.008	0.016	0.002	-0.012	-0.005	-0.004
YLL031C	0.007	0.006	NaN	-0.023	0.019	-0.019
YLL032C	-0.010	0.013	-0.008	-0.016	0.026	-0.007
YLL033W	-0.084	0.007	-0.151	-0.024	-0.072	0.013
YLL034C	NaN	-0.001	NaN	0.005	NaN	-0.043
YLL035W	NaN	-0.006	NaN	0.011	NaN	-0.020
YLL037W	-0.052	-0.009	-0.101	0.001	0.061	-0.007
YLL039C	0.027	0.028	0.113	-0.019	0.063	-0.002
YLL040C	0.007	0.003	0.046	0.005	0.004	-0.035
YLL041C	-0.070	0.012	0.013	0.009	0.004	0.008
YLL042C	0.018	0.033	0.017	-0.007	0.017	0.005
YLL043W	-0.044	0.011	-0.086	0.004	0.015	-0.012
YLL044W	-0.038	0.002	0.014	0.003	-0.061	0.009
YLL045C	-0.030	-0.004	0.041	0.017	-0.048	0.014
YLL046C	0.011	0.001	0.016	0.011	0.026	-0.021
YLL047W	-0.007	-0.019	-0.032	-0.011	-0.029	0.010
YLL048C	-0.010	0.034	0.021	0.042	-0.007	0.006
YLL049W	-0.234	0.009	-0.123	0.010	-0.142	0.013
YLL050C	0.023	0.035	0.032	0.083	0.073	0.030
YLL051C	-0.005	-0.022	-0.021	-0.008	-0.001	-0.014
YLL052C	0.011	-0.004	0.029	-0.011	-0.006	0.075
YLL053C	0.003	0.010	0.005	-0.003	-0.011	-0.009
YLL054C	-0.010	0.013	0.080	0.028	-0.007	0.009
YLL055W	0.045	-0.023	0.035	0.033	-0.014	0.023
YLL056C	0.002	0.017	0.021	-0.001	0.010	-0.000
YLL057C	-0.001	-0.015	0.041	0.011	0.012	-0.029
YLL058W	0.018	0.008	0.002	0.027	0.006	0.006
YLL059C	NaN	NaN	-0.005	-0.001	0.053	NaN
YLL060C	0.019	-0.009	-0.031	0.011	-0.009	-0.033
YLL061W	0.037	-0.021	0.016	0.039	-0.032	-0.032
YLL062C	-0.008	0.016	-0.017	0.037	-0.003	-0.026
YLR001C	0.019	0.001	-0.008	0.001	-0.022	-0.015
YLR002C	NaN	NaN	NaN	-0.063	NaN	NaN
YLR003C	0.027	0.013	0.056	0.035	0.120	0.021
YLR004C	-0.017	0.005	NaN	-0.007	NaN	-0.018
YLR005W	-0.186	0.003	-0.116	0.093	-0.115	0.007
YLR006C	NaN	0.046	NaN	-0.005	0.039	0.019
YLR007W	-0.022	-0.003	NaN	-0.019	NaN	0.039
YLR008C	0.011	-0.012	-0.046	-0.019	0.005	-0.027
YLR009W	NaN	-0.013	NaN	-0.009	NaN	0.001
YLR010C	NaN	-0.010	NaN	-0.013	NaN	-0.010
YLR011W	-0.002	0.009	0.014	0.008	0.007	-0.025
YLR012C	-0.009	-0.001	0.003	-0.028	0.008	-0.031
YLR013W	-0.009	0.014	-0.003	0.012	0.032	0.027
YLR014C	-0.023	-0.009	-0.010	-0.052	0.008	0.049
YLR015W	-0.082	0.015	-0.245	0.006	-0.177	-0.024
YLR016C	0.014	-0.018	0.019	-0.010	0.013	0.033
YLR017W	-0.018	-0.013	-0.081	-0.025	-0.084	-0.020
YLR018C	0.024	-0.016	-0.012	0.045	-0.054	-0.026
YLR019W	0.026	0.001	0.073	0.009	0.045	0.007
YLR020C	-0.019	-0.008	-0.086	-0.050	-0.045	-0.008
YLR021W	-0.034	0.004	0.006	-0.010	-0.092	-0.055
YLR022C	NaN	-0.022	NaN	0.038	NaN	-0.073
YLR023C	0.081	0.019	0.072	0.032	-0.134	0.004
YLR025W	NaN	0.044	NaN	0.000	NaN	-0.026
YLR026C	NaN	-0.007	NaN	0.076	NaN	0.010
YLR027C	-0.005	0.041	NaN	0.058	NaN	0.040
YLR028C	0.009	0.001	0.025	-0.012	0.042	-0.031
YLR029C	NaN	-0.024	NaN	0.004	NaN	0.018
YLR030W	0.009	-0.000	0.004	-0.000	0.004	0.007
YLR031W	0.001	-0.003	0.046	0.008	0.025	0.028
YLR032W	-0.037	0.017	-0.045	-0.022	-0.044	-0.054
YLR033W	NaN	-0.183	NaN	-0.188	NaN	-0.193
YLR034C	-0.005	0.001	0.020	-0.038	-0.020	0.014
YLR035C	0.002	0.005	0.004	-0.003	-0.027	-0.012
YLR036C	0.001	0.004	0.012	-0.021	-0.004	-0.015
YLR037C	0.047	-0.005	0.024	0.006	-0.049	0.053
YLR038C	-0.042	-0.021	-0.008	-0.048	-0.221	-0.013
YLR039C	-0.037	-0.028	-0.134	-0.002	-0.052	-0.005
YLR040C	-0.007	-0.020	0.016	-0.050	-0.017	0.032
YLR041W	0.004	0.004	0.010	-0.012	-0.013	0.012
YLR042C	0.003	-0.022	0.008	-0.024	-0.008	-0.017
YLR043C	NaN	-0.021	0.005	0.018	NaN	0.042
YLR044C	0.010	-0.024	-0.043	0.047	0.010	-0.014
YLR045C	-0.013	-0.003	NaN	-0.017	NaN	0.005
YLR046C	NaN	0.006	NaN	0.015	NaN	0.052
YLR047C	0.035	-0.003	-0.019	-0.019	-0.053	-0.030
YLR048W	NaN	NaN	NaN	NaN	NaN	NaN
YLR049C	NaN	NaN	NaN	0.010	NaN	NaN
YLR050C	0.021	-0.006	-0.018	-0.027	-0.025	-0.002
YLR051C	NaN	-0.004	NaN	-0.008	NaN	0.017
YLR052W	-0.006	-0.035	-0.067	-0.006	-0.007	-0.036
YLR053C	0.060	0.010	0.026	-0.012	-0.032	-0.043
YLR054C	-0.001	0.011	0.015	0.044	-0.013	-0.007
YLR055C	-0.039	0.010	-0.035	0.002	-0.042	-0.006
YLR056W	-0.016	-0.002	-0.054	-0.041	0.005	-0.013
YLR057W	-0.021	0.023	0.061	0.088	0.010	0.012
YLR058C	0.019	-0.002	NaN	-0.028	NaN	0.003
YLR059C	0.031	-0.016	-0.326	-0.024	-0.138	-0.028
YLR060W	0.019	-0.005	-0.004	-0.021	-0.014	0.010
YLR063W	NaN	NaN	NaN	NaN	NaN	NaN
YLR065C	NaN	NaN	NaN	NaN	NaN	NaN
YLR066W	NaN	NaN	NaN	0.054	NaN	NaN
YLR067C	-0.067	-0.009	-0.062	-0.005	-0.008	-0.033
YLR068W	0.019	0.006	0.003	-0.002	NaN	-0.056
YLR069C	NaN	NaN	NaN	NaN	NaN	NaN
YLR070C	-0.009	-0.002	0.014	-0.014	-0.004	0.017
YLR071C	NaN	0.009	NaN	0.043	NaN	-0.018
YLR072W	0.006	-0.001	0.030	0.005	0.026	0.007
YLR073C	-0.013	-0.030	0.017	0.036	0.004	0.028
YLR074C	-0.001	0.028	NaN	0.075	NaN	0.096
YLR075W	NaN	-0.004	NaN	0.048	NaN	-0.022
YLR076C	NaN	-0.063	NaN	-0.003	NaN	0.044
YLR077W	0.001	-0.009	0.000	-0.016	-0.137	-0.013
YLR078C	NaN	NaN	NaN	NaN	NaN	NaN
YLR079W	-0.087	0.006	-0.065	-0.023	-0.054	-0.026
YLR080W	0.002	-0.004	0.019	-0.002	-0.005	-0.007
YLR081W	0.006	0.028	0.037	0.022	0.032	0.001
YLR082C	-0.041	-0.016	-0.027	-0.009	-0.027	-0.000
YLR083C	0.010	0.007	-0.010	0.025	-0.024	-0.040
YLR085C	-0.115	0.010	-0.186	0.019	-0.011	-0.033
YLR086W	NaN	0.016	NaN	-0.003	NaN	-0.038
YLR087C	NaN	-0.006	NaN	0.011	NaN	-0.004
YLR088W	NaN	-0.008	NaN	0.031	NaN	0.032
YLR089C	-0.198	0.025	-0.036	0.015	-0.001	0.015
YLR090W	0.061	-0.078	0.060	0.051	-0.002	0.020
YLR091W	NaN	0.017	NaN	0.003	NaN	-0.003
YLR092W	NaN	NaN	-0.034	-0.041	NaN	NaN
YLR094C	0.051	-0.005	-0.026	-0.015	-0.040	-0.031
YLR095C	0.009	0.012	0.027	0.040	-0.050	-0.067
YLR096W	-0.003	-0.012	0.031	0.018	-0.011	-0.004
YLR097C	-0.001	0.002	0.027	0.003	-0.005	-0.003
YLR098C	-0.008	-0.013	0.021	-0.033	0.032	-0.039
YLR099C	NaN	-0.004	NaN	-0.008	NaN	-0.035
YLR099W-A	NaN	NaN	NaN	NaN	NaN	NaN
YLR101C	NaN	-0.003	NaN	-0.005	NaN	-0.032
YLR102C	0.035	-0.010	-0.003	-0.015	-0.055	-0.021
YLR103C	NaN	-0.010	NaN	0.000	NaN	-0.013
YLR104W	0.036	-0.018	0.031	0.008	0.013	0.031
YLR106C	NaN	0.005	NaN	-0.028	NaN	-0.026
YLR107W	0.002	-0.005	0.030	-0.009	0.007	0.021
YLR108C	-0.016	NaN	0.006	NaN	-0.001	NaN
YLR109W	0.017	-0.008	0.031	-0.004	-0.009	-0.014
YLR110C	-0.004	0.005	0.000	0.052	0.001	0.032
YLR111W	-0.164	0.003	-0.167	-0.017	-0.084	-0.009
YLR112W	0.019	-0.001	-0.006	-0.005	-0.036	-0.037
YLR113W	-0.080	0.001	-0.217	-0.010	0.152	0.065
YLR114C	-0.088	-0.002	-0.106	-0.051	-0.133	-0.039
YLR115W	NaN	-0.015	NaN	0.009	NaN	0.028
YLR116W	-0.021	0.021	NaN	0.056	NaN	0.013
YLR118C	NaN	NaN	NaN	NaN	NaN	NaN
YLR119W	-0.016	0.023	NaN	0.003	NaN	0.035
YLR120C	0.034	-0.003	0.040	0.021	-0.013	0.044
YLR121C	0.014	0.046	0.033	0.067	0.027	0.047
YLR122C	0.008	-0.007	0.010	-0.033	-0.012	-0.028
YLR123C	0.024	0.007	0.028	0.006	0.015	-0.003
YLR125W	NaN	NaN	NaN	NaN	NaN	NaN
YLR126C	0.001	0.001	0.005	-0.014	-0.006	0.026
YLR128W	0.002	-0.004	0.032	-0.027	-0.019	0.011
YLR129W	-0.164	0.012	-0.157	-0.010	-0.128	-0.016
YLR130C	0.021	-0.002	0.018	0.030	0.054	-0.002
YLR131C	-0.110	-0.014	-0.010	-0.009	0.058	0.018
YLR132C	-0.066	0.003	-0.059	-0.002	-0.034	-0.016
YLR133W	-0.029	0.018	0.028	-0.031	0.017	-0.001
YLR134W	NaN	NaN	NaN	NaN	NaN	NaN
YLR135W	0.049	-0.002	-0.016	0.008	0.033	0.009
YLR136C	0.010	0.000	0.003	-0.045	0.017	0.018
YLR137W	0.034	0.003	0.029	-0.004	-0.007	0.009
YLR138W	NaN	0.005	NaN	0.013	NaN	-0.000
YLR139C	-0.195	0.014	-0.148	-0.003	-0.136	0.022
YLR140W	NaN	0.003	NaN	-0.022	NaN	-0.012
YLR141W	-0.167	-0.018	-0.108	-0.013	-0.094	0.014
YLR142W	-0.015	-0.020	0.011	-0.001	-0.006	-0.013
YLR143W	-0.059	-0.004	-0.044	-0.026	0.014	-0.015
YLR144C	NaN	NaN	NaN	NaN	NaN	NaN
YLR145W	NaN	0.010	NaN	-0.004	NaN	0.001
YLR146C	0.005	0.008	-0.035	-0.034	-0.030	0.015
YLR147C	NaN	NaN	NaN	NaN	NaN	NaN
YLR148W	-0.104	0.009	-0.126	0.013	-0.059	0.018
YLR149C	0.030	0.001	0.019	-0.029	-0.035	-0.026
YLR150W	-0.072	0.003	0.022	0.024	-0.129	-0.069
YLR151C	NaN	NaN	NaN	NaN	NaN	NaN
YLR152C	0.012	-0.007	0.012	-0.009	0.009	-0.021
YLR153C	NaN	-0.019	NaN	-0.021	NaN	0.003
YLR154C	0.011	0.000	0.075	0.018	-0.015	0.010
YLR163C	-0.315	-0.006	0.028	-0.003	-0.213	-0.001
YLR164W	0.029	0.032	0.043	0.049	0.034	0.017
YLR166C	NaN	-0.010	NaN	-0.010	NaN	0.009
YLR167W	0.028	0.000	-0.022	0.006	0.001	-0.064
YLR168C	-0.026	-0.023	0.012	-0.016	-0.034	-0.008
YLR169W	0.034	-0.018	-0.025	0.014	-0.010	0.012
YLR170C	-0.014	0.002	-0.044	0.003	0.011	-0.013
YLR171W	0.006	-0.002	-0.018	0.010	0.019	0.018
YLR172C	-0.006	0.002	0.025	-0.010	-0.013	0.036
YLR173W	0.003	0.013	0.033	-0.007	0.011	-0.069
YLR174W	0.030	0.011	0.040	0.036	-0.009	0.021
YLR175W	-0.194	-0.012	-0.107	-0.011	-0.107	-0.002
YLR176C	0.037	-0.000	-0.029	-0.015	-0.123	0.015
YLR177W	0.016	0.012	0.030	0.028	0.023	0.040
YLR178C	0.006	0.005	0.032	-0.017	0.018	0.009
YLR180W	0.026	0.013	0.004	-0.011	0.009	0.000
YLR181C	0.013	-0.006	-0.148	-0.012	-0.003	-0.027
YLR182W	NaN	-0.017	NaN	0.026	NaN	-0.051
YLR183C	-0.002	0.024	0.023	-0.019	0.006	-0.020
YLR184W	-0.064	0.015	0.005	-0.024	-0.104	0.019
YLR185W	-0.064	-0.006	-0.068	-0.011	-0.127	0.020
