ORF	het | growth (relative abundance in pooled culture) | glucose limitation (glucose [2.5 g/L]) | Delneri D~Oliver SG, 2008	het | growth (relative abundance in pooled culture) | nitrogen limitation (ammonium [97.6 mg/L]) | Delneri D~Oliver SG, 2008	het | growth (relative abundance in pooled culture) | phosphorus limitation (phosphorus(.) [12.3 mg/L]) | Delneri D~Oliver SG, 2008	het | growth (relative abundance in pooled culture) | grape juice [100%] | Delneri D~Oliver SG, 2008
YOR177C	NaN	NaN	0.022	0.018
YOR182C	0.082	NaN	NaN	0.020
YOR185C	NaN	0.012	NaN	0.013
YOR188W	-0.046	-0.069	-0.075	NaN
YOR189W	NaN	NaN	0.035	0.022
YOR193W	NaN	NaN	-0.021	NaN
YOR194C	NaN	NaN	NaN	0.012
YOR199W	NaN	-0.007	-0.012	NaN
YOR203W	NaN	NaN	-0.021	0.014
YOR205C	NaN	0.007	NaN	0.015
YOR206W	NaN	NaN	NaN	0.014
YOR207C	NaN	0.009	NaN	0.013
YOR209C	0.015	NaN	NaN	NaN
YOR210W	0.010	0.008	NaN	0.014
YOR211C	NaN	NaN	NaN	0.013
YOR212W	NaN	NaN	NaN	0.014
YOR213C	NaN	0.006	NaN	NaN
YOR215C	NaN	NaN	NaN	0.013
YOR216C	NaN	NaN	NaN	0.011
YOR218C	0.033	0.014	NaN	0.012
YOR222W	0.014	NaN	NaN	NaN
YOR229W	NaN	NaN	NaN	0.011
YOR231W	NaN	NaN	NaN	0.011
YOR232W	NaN	-0.013	NaN	NaN
YOR233W	NaN	-0.018	-0.021	NaN
YOR236W	NaN	NaN	NaN	0.014
YOR237W	NaN	NaN	NaN	0.019
YOR239W	NaN	NaN	-0.016	0.016
YOR243C	NaN	0.009	NaN	0.010
YOR244W	NaN	0.009	NaN	NaN
YOR245C	NaN	0.008	NaN	NaN
YOR246C	0.013	0.008	NaN	NaN
YOR247W	NaN	0.017	0.018	NaN
YOR248W	NaN	0.011	NaN	NaN
YOR250C	NaN	NaN	-0.035	NaN
YOR252W	NaN	-0.012	-0.022	NaN
YOR254C	NaN	0.018	NaN	NaN
YOR257W	NaN	0.008	NaN	NaN
YOR261C	NaN	0.022	NaN	0.010
YOR262W	NaN	NaN	0.020	NaN
YOR264W	NaN	NaN	0.025	NaN
YOR266W	0.024	0.012	0.041	NaN
YOR267C	NaN	NaN	0.023	NaN
YOR270C	NaN	NaN	NaN	0.015
YOR271C	NaN	NaN	0.011	NaN
YOR274W	0.018	0.011	0.014	NaN
YOR275C	-0.015	-0.008	-0.018	NaN
YOR282W	0.020	0.015	0.027	NaN
YOR286W	0.016	NaN	NaN	NaN
YOR288C	NaN	0.021	NaN	0.011
YOR289W	NaN	NaN	0.012	NaN
YOR290C	-0.053	-0.050	-0.067	NaN
YOR292C	0.034	NaN	NaN	NaN
YOR293W	0.023	NaN	0.029	NaN
YOR294W	NaN	NaN	0.025	NaN
YOR296W	NaN	NaN	NaN	0.011
YOR297C	0.018	NaN	0.025	0.016
YOR298C-A	0.010	NaN	NaN	NaN
YOR298W	0.016	NaN	0.029	NaN
YOR300W	0.016	NaN	NaN	0.010
YOR301W	-0.016	-0.019	NaN	NaN
YOR302W	NaN	-0.023	-0.021	NaN
YOR303W	NaN	0.009	NaN	NaN
YOR304C-A	0.020	0.007	NaN	NaN
YOR304W	0.015	0.007	-0.015	0.014
YOR306C	0.009	NaN	-0.007	0.008
YOR308C	0.014	NaN	0.014	NaN
YOR309C	0.022	NaN	NaN	NaN
YOR312C	NaN	NaN	0.027	NaN
YOR315W	-0.022	-0.020	NaN	NaN
YOR319W	NaN	NaN	NaN	0.013
YOR324C	NaN	NaN	0.014	0.013
YOR325W	0.018	NaN	NaN	NaN
YOR326W	NaN	0.006	NaN	NaN
YOR328W	NaN	NaN	0.012	0.011
YOR329C	0.012	0.011	NaN	0.016
YOR330C	NaN	0.013	0.021	NaN
YOR332W	NaN	-0.025	NaN	NaN
YOR333C	0.017	NaN	-0.034	NaN
YOR334W	NaN	-0.025	-0.049	NaN
YOR337W	NaN	0.015	NaN	NaN
YOR338W	NaN	0.008	NaN	NaN
YOR340C	NaN	0.013	NaN	NaN
YOR344C	NaN	-0.006	-0.023	0.014
YOR345C	0.017	NaN	-0.023	0.012
YOR346W	NaN	NaN	NaN	0.012
YOR349W	0.017	0.011	NaN	0.012
YOR353C	NaN	-0.031	NaN	NaN
YOR357C	0.021	NaN	NaN	NaN
YOR358W	0.042	NaN	NaN	NaN
YOR360C	NaN	0.020	0.034	NaN
YOR363C	NaN	0.010	0.020	0.012
YOR364W	-0.018	-0.018	-0.044	NaN
YOR366W	0.036	NaN	NaN	NaN
YOR369C	NaN	NaN	0.026	NaN
YOR370C	0.021	0.014	0.052	NaN
YOR375C	NaN	NaN	0.023	NaN
YOR376W	NaN	0.016	0.020	0.023
YOR377W	-0.063	-0.066	-0.103	NaN
YOR379C	0.019	NaN	-0.017	NaN
YOR382W	0.019	NaN	NaN	0.013
YOR383C	NaN	-0.030	NaN	NaN
YOR384W	NaN	0.010	NaN	NaN
YOR385W	0.013	0.009	NaN	NaN
YPL001W	-0.045	-0.059	-0.080	NaN
YPL002C	NaN	NaN	NaN	0.025
YPL005W	-0.021	NaN	-0.038	NaN
YPL009C	0.016	0.011	0.015	NaN
YPL010W	-0.029	-0.038	-0.016	NaN
YPL012W	NaN	NaN	-0.013	NaN
YPL013C	-0.083	-0.099	-0.129	-0.015
YPL014W	NaN	0.007	NaN	NaN
YPL016W	NaN	NaN	-0.024	NaN
YPL017C	NaN	-0.006	NaN	NaN
YPL018W	NaN	NaN	-0.017	NaN
YPL022W	NaN	NaN	-0.015	NaN
YPL023C	NaN	0.029	NaN	NaN
YPL025C	NaN	NaN	-0.029	NaN
YPL026C	-0.029	NaN	-0.023	NaN
YPL028W	NaN	0.010	NaN	NaN
YPL034W	NaN	NaN	NaN	-0.015
YPL037C	NaN	-0.038	NaN	NaN
YPL038W	NaN	-0.024	NaN	NaN
YPL039W	NaN	NaN	-0.015	NaN
YPL040C	0.029	0.016	0.030	NaN
YPL042C	NaN	0.015	0.017	NaN
YPL043W	-0.027	-0.019	-0.030	NaN
YPL046C	0.015	NaN	NaN	NaN
YPL047W	0.018	NaN	NaN	NaN
YPL050C	-0.043	-0.030	-0.014	NaN
YPL053C	NaN	-0.017	-0.028	NaN
YPL056C	0.024	0.007	0.022	0.013
YPL057C	NaN	-0.014	-0.012	NaN
YPL059W	0.016	0.010	NaN	NaN
YPL061W	0.017	NaN	NaN	0.015
YPL062W	NaN	0.009	NaN	NaN
YPL063W	0.020	NaN	NaN	0.019
YPL066W	NaN	NaN	-0.011	NaN
YPL067C	NaN	NaN	NaN	0.016
YPL070W	NaN	NaN	-0.020	NaN
YPL071C	NaN	NaN	-0.015	NaN
YPL072W	0.018	0.011	0.010	0.016
YPL077C	NaN	NaN	-0.014	NaN
YPL078C	NaN	NaN	-0.020	NaN
YPL079W	0.018	NaN	NaN	NaN
YPL080C	NaN	-0.007	-0.012	NaN
YPL082C	0.029	NaN	0.026	NaN
YPL084W	NaN	0.011	NaN	NaN
YPL090C	-0.043	-0.039	-0.067	-0.018
YPL093W	NaN	0.007	NaN	NaN
YPL094C	NaN	0.009	NaN	NaN
YPL097W	NaN	0.006	-0.014	NaN
YPL099C	NaN	NaN	-0.015	NaN
YPL100W	NaN	NaN	-0.010	0.013
YPL102C	NaN	0.007	-0.014	NaN
YPL104W	NaN	NaN	-0.033	NaN
YPL105C	NaN	NaN	-0.019	NaN
YPL110C	NaN	NaN	-0.016	NaN
YPL111W	-0.013	NaN	-0.015	NaN
YPL112C	-0.017	-0.008	-0.020	NaN
YPL113C	NaN	0.010	-0.017	NaN
YPL114W	NaN	NaN	NaN	0.014
YPL115C	NaN	0.009	NaN	0.013
YPL116W	NaN	0.007	NaN	NaN
YPL118W	NaN	NaN	-0.010	NaN
YPL119C	-0.031	NaN	-0.044	NaN
YPL120W	NaN	NaN	-0.014	NaN
YPL121C	NaN	NaN	-0.018	NaN
YPL122C	NaN	NaN	-0.044	NaN
YPL124W	NaN	NaN	-0.021	NaN
YPL125W	NaN	0.009	NaN	NaN
YPL128C	-0.014	-0.033	-0.021	NaN
YPL131W	0.017	-0.041	NaN	NaN
YPL133C	NaN	0.008	NaN	NaN
YPL136W	NaN	0.012	-0.014	NaN
YPL137C	NaN	0.010	-0.012	NaN
YPL138C	NaN	0.010	-0.010	NaN
YPL139C	0.026	NaN	NaN	NaN
YPL140C	NaN	0.008	NaN	NaN
YPL141C	NaN	0.008	-0.016	NaN
YPL142C	0.028	NaN	0.022	0.021
YPL143W	0.018	NaN	NaN	0.021
YPL144W	NaN	0.013	-0.021	NaN
YPL145C	NaN	NaN	-0.034	NaN
YPL147W	NaN	NaN	-0.018	NaN
YPL150W	NaN	NaN	NaN	0.010
YPL151C	NaN	NaN	-0.015	0.011
YPL152W	NaN	NaN	-0.020	NaN
YPL153C	NaN	NaN	-0.014	NaN
YPL154C	NaN	NaN	NaN	0.015
YPL156C	NaN	NaN	-0.021	NaN
YPL158C	NaN	NaN	-0.019	NaN
YPL159C	-0.014	-0.014	-0.023	NaN
YPL160W	NaN	NaN	0.026	0.020
YPL161C	NaN	0.010	NaN	NaN
YPL162C	0.014	0.014	NaN	NaN
YPL164C	NaN	NaN	-0.019	NaN
YPL165C	-0.033	0.011	NaN	NaN
YPL166W	NaN	NaN	-0.021	NaN
YPL168W	NaN	0.007	-0.013	0.011
YPL169C	NaN	-0.012	NaN	NaN
YPL170W	NaN	NaN	-0.021	NaN
YPL171C	NaN	NaN	-0.016	NaN
YPL172C	NaN	NaN	-0.012	0.013
YPL174C	NaN	NaN	-0.022	NaN
YPL176C	NaN	0.007	NaN	NaN
YPL178W	0.018	NaN	-0.017	NaN
YPL180W	NaN	NaN	-0.038	NaN
YPL182C	0.032	0.009	NaN	NaN
YPL183C	NaN	0.009	NaN	NaN
YPL183W-A	-0.033	-0.009	-0.024	NaN
YPL184C	NaN	-0.012	-0.011	NaN
YPL185W	NaN	NaN	-0.017	0.012
YPL189W	0.012	0.009	NaN	0.009
YPL194W	0.013	0.010	0.008	NaN
YPL195W	NaN	NaN	0.031	NaN
YPL196W	NaN	NaN	0.018	NaN
YPL198W	-0.016	NaN	NaN	NaN
YPL199C	NaN	NaN	0.020	NaN
YPL201C	NaN	0.008	0.017	NaN
YPL202C	NaN	NaN	NaN	0.078
YPL203W	NaN	0.012	NaN	NaN
YPL204W	-0.023	NaN	NaN	0.016
YPL205C	-0.015	0.008	-0.022	NaN
YPL210C	-0.014	NaN	NaN	NaN
YPL211W	NaN	NaN	0.025	NaN
YPL214C	NaN	0.012	NaN	NaN
YPL218W	NaN	NaN	0.046	NaN
YPL219W	NaN	NaN	0.017	NaN
YPL220W	0.025	0.012	0.024	NaN
YPL222W	-0.028	-0.052	-0.069	NaN
YPL223C	NaN	NaN	0.057	NaN
YPL224C	0.022	0.008	NaN	NaN
YPL225W	-0.050	-0.069	-0.104	NaN
YPL229W	NaN	NaN	-0.026	NaN
YPL230W	NaN	NaN	-0.025	NaN
YPL231W	NaN	NaN	0.024	NaN
YPL232W	NaN	NaN	0.020	NaN
YPL233W	-0.027	-0.065	0.014	NaN
YPL234C	-0.039	-0.035	-0.034	NaN
YPL235W	0.030	-0.024	-0.022	0.018
YPL236C	NaN	-0.016	NaN	NaN
YPL237W	-0.012	NaN	NaN	NaN
YPL238C	NaN	NaN	NaN	0.016
YPL239W	-0.013	-0.009	-0.024	NaN
YPL240C	NaN	-0.012	NaN	NaN
YPL242C	NaN	NaN	0.026	NaN
YPL243W	NaN	NaN	0.017	NaN
YPL244C	NaN	NaN	0.042	NaN
YPL245W	NaN	NaN	-0.034	NaN
YPL246C	-0.023	-0.015	-0.019	NaN
YPL247C	0.016	0.010	0.013	NaN
YPL250C	NaN	-0.049	NaN	NaN
YPL251W	NaN	-0.015	0.029	NaN
YPL253C	-0.013	NaN	-0.017	NaN
YPL254W	-0.070	-0.066	-0.106	-0.030
YPL255W	NaN	NaN	0.015	NaN
YPL259C	-0.015	-0.016	NaN	0.012
YPL263C	-0.023	-0.032	-0.058	-0.023
YPL265W	-0.061	-0.068	-0.115	-0.022
YPL267W	NaN	NaN	0.018	NaN
YPL268W	0.018	NaN	0.025	0.017
YPL270W	-0.019	NaN	-0.021	NaN
YPL273W	-0.017	-0.031	-0.046	0.016
YPR001W	NaN	NaN	-0.015	NaN
YPR003C	NaN	0.007	NaN	NaN
YPR006C	-0.016	NaN	-0.014	NaN
YPR007C	-0.014	NaN	NaN	NaN
YPR010C	-0.015	NaN	NaN	NaN
YPR012W	NaN	NaN	-0.017	NaN
YPR013C	NaN	NaN	-0.025	0.016
YPR014C	NaN	0.007	NaN	NaN
YPR016C	-0.046	-0.047	-0.021	NaN
YPR017C	-0.044	-0.062	-0.093	-0.021
YPR018W	NaN	0.012	-0.045	NaN
YPR019W	NaN	NaN	NaN	0.014
YPR020W	0.012	0.008	NaN	NaN
YPR021C	NaN	-0.027	-0.041	NaN
YPR022C	-0.016	-0.012	-0.020	NaN
YPR024W	0.014	0.007	NaN	0.021
YPR025C	NaN	NaN	NaN	0.015
YPR026W	-0.039	-0.051	-0.065	-0.023
YPR027C	NaN	NaN	NaN	0.016
YPR028W	NaN	NaN	-0.014	NaN
YPR030W	0.015	NaN	NaN	NaN
YPR031W	-0.016	NaN	NaN	NaN
YPR032W	NaN	NaN	-0.011	NaN
YPR033C	-0.038	-0.053	-0.065	-0.018
YPR034W	NaN	-0.039	NaN	NaN
YPR035W	NaN	0.016	NaN	NaN
YPR037C	NaN	0.012	NaN	NaN
YPR038W	0.011	0.013	NaN	NaN
YPR040W	-0.042	-0.043	-0.084	NaN
YPR041W	NaN	NaN	-0.013	NaN
YPR042C	NaN	0.009	NaN	NaN
YPR043W	NaN	-0.030	NaN	NaN
YPR044C	NaN	-0.018	NaN	NaN
YPR046W	0.014	0.013	NaN	NaN
YPR048W	-0.022	NaN	-0.018	NaN
YPR052C	NaN	NaN	0.013	NaN
YPR053C	-0.019	NaN	NaN	NaN
YPR054W	0.015	NaN	NaN	NaN
YPR056W	0.020	0.009	NaN	NaN
YPR057W	NaN	NaN	-0.020	NaN
YPR058W	NaN	NaN	NaN	0.013
YPR060C	0.028	0.013	NaN	NaN
YPR061C	NaN	NaN	-0.012	NaN
YPR063C	NaN	-0.010	NaN	NaN
YPR064W	0.017	0.007	NaN	0.017
YPR065W	0.015	NaN	NaN	NaN
YPR066W	-0.018	-0.020	-0.023	NaN
YPR067W	-0.029	-0.011	-0.025	NaN
YPR068C	-0.031	-0.018	-0.042	NaN
YPR070W	-0.019	-0.015	-0.023	NaN
YPR072W	-0.017	NaN	NaN	NaN
YPR074C	NaN	0.015	NaN	0.018
YPR077C	NaN	NaN	-0.017	NaN
YPR079W	-0.019	NaN	-0.020	NaN
YPR082C	NaN	-0.022	-0.036	NaN
YPR087W	-0.053	-0.055	-0.081	-0.022
YPR089W	NaN	0.009	NaN	NaN
YPR091C	NaN	NaN	-0.013	NaN
YPR094W	NaN	NaN	NaN	0.015
YPR095C	NaN	0.009	NaN	NaN
YPR096C	NaN	NaN	-0.024	NaN
YPR101W	NaN	NaN	-0.013	NaN
YPR103W	NaN	0.015	NaN	NaN
YPR104C	-0.066	-0.054	-0.142	-0.011
YPR105C	-0.029	-0.035	NaN	-0.018
YPR106W	NaN	NaN	-0.023	-0.020
YPR107C	NaN	0.014	-0.013	NaN
YPR108W	NaN	0.070	NaN	NaN
YPR111W	NaN	NaN	-0.018	NaN
YPR114W	NaN	NaN	-0.029	-0.019
YPR118W	NaN	-0.007	-0.028	NaN
YPR119W	NaN	NaN	-0.024	NaN
YPR121W	NaN	NaN	-0.019	NaN
YPR123C	NaN	NaN	-0.016	-0.013
YPR124W	NaN	NaN	-0.025	NaN
YPR127W	NaN	NaN	-0.018	NaN
YPR128C	-0.019	NaN	-0.014	-0.019
YPR129W	NaN	0.023	NaN	NaN
YPR131C	0.036	0.025	NaN	NaN
YPR133C	NaN	-0.025	NaN	NaN
YPR133W-A	NaN	NaN	-0.017	NaN
YPR135W	NaN	NaN	-0.015	NaN
YPR136C	NaN	NaN	-0.018	NaN
YPR138C	NaN	0.021	NaN	NaN
YPR140W	NaN	NaN	-0.029	NaN
YPR141C	NaN	0.009	-0.011	NaN
YPR142C	-0.022	NaN	-0.013	NaN
YPR143W	NaN	0.011	NaN	NaN
YPR147C	NaN	NaN	-0.012	NaN
YPR152C	NaN	NaN	-0.013	NaN
YPR153W	NaN	0.008	NaN	NaN
YPR154W	NaN	NaN	-0.020	NaN
YPR155C	NaN	NaN	-0.013	NaN
YPR156C	NaN	NaN	-0.017	NaN
YPR158W	NaN	NaN	-0.014	NaN
YPR159W	NaN	NaN	-0.021	NaN
YPR160W	NaN	NaN	-0.012	NaN
YPR162C	NaN	-0.026	NaN	NaN
YPR164W	NaN	NaN	-0.012	NaN
YPR165W	NaN	0.049	0.055	NaN
YPR167C	NaN	NaN	-0.018	NaN
YPR171W	NaN	NaN	-0.016	NaN
YPR172W	-0.012	NaN	-0.013	NaN
YPR174C	NaN	NaN	-0.020	NaN
YPR177C	0.013	0.016	NaN	NaN
YPR179C	0.016	NaN	0.017	NaN
YPR181C	-0.045	NaN	-0.050	NaN
YPR184W	NaN	NaN	-0.022	NaN
YPR187W	NaN	-0.010	-0.029	NaN
YPR189W	NaN	NaN	-0.016	NaN
YPR190C	NaN	NaN	-0.021	NaN
YPR191W	NaN	NaN	-0.020	NaN
YPR192W	NaN	0.009	-0.018	NaN
YPR193C	NaN	NaN	-0.023	NaN
YPR196W	NaN	NaN	-0.021	NaN
YPR197C	-0.033	-0.061	0.017	-0.025
YPR198W	NaN	NaN	-0.021	NaN
YPR201W	NaN	NaN	NaN	-0.013
