ORF	hom | growth (pooled culture) | compound 1 [12 uM] | None | Hoepfner D~Parker CN, 2012	hom | growth (pooled culture) | voriconazole [0.05 uM] | None | Hoepfner D~Parker CN, 2012	hom | growth (pooled culture) | voriconazole [0.1 uM] | None | Hoepfner D~Parker CN, 2012	hom | growth (pooled culture) | voriconazole [0.25 uM] | None | Hoepfner D~Parker CN, 2012	hom | growth (pooled culture) | voriconazole [0.5 uM] | None | Hoepfner D~Parker CN, 2012	hom | growth (pooled culture) | voriconazole [0.53 uM] | None | Hoepfner D~Parker CN, 2012	hom | growth (pooled culture) | compound 2 [0.1 uM] | None | Hoepfner D~Parker CN, 2012	hom | growth (pooled culture) | compound 2 [0.25 uM] | None | Hoepfner D~Parker CN, 2012	hom | growth (pooled culture) | compound 2 [0.5 uM] | None | Hoepfner D~Parker CN, 2012	hom | growth (pooled culture) | compound 2 [0.75 uM] | None | Hoepfner D~Parker CN, 2012	hom | growth (pooled culture) | compound 2 [1 uM] | None | Hoepfner D~Parker CN, 2012	hom | growth (pooled culture) | compound 2 [2 uM] | None | Hoepfner D~Parker CN, 2012	hom | growth (pooled culture) | compound 4 [200 uM] | None | Hoepfner D~Parker CN, 2012	hom | growth (pooled culture) | compound 3 [0.1 uM] | None | Hoepfner D~Parker CN, 2012	hom | growth (pooled culture) | compound 3 [0.25 uM] | None | Hoepfner D~Parker CN, 2012	hom | growth (pooled culture) | compound 3 [0.5 uM] | None | Hoepfner D~Parker CN, 2012	het | growth (pooled culture) | compound 1 [12 uM] | None | Hoepfner D~Parker CN, 2012	het | growth (pooled culture) | compound 1 [22.02 uM] | None | Hoepfner D~Parker CN, 2012	het | growth (pooled culture) | voriconazole [0.05 uM] | None | Hoepfner D~Parker CN, 2012	het | growth (pooled culture) | voriconazole [0.1 uM] | None | Hoepfner D~Parker CN, 2012	het | growth (pooled culture) | voriconazole [0.25 uM] | None | Hoepfner D~Parker CN, 2012	het | growth (pooled culture) | voriconazole [0.5 uM] | None | Hoepfner D~Parker CN, 2012	het | growth (pooled culture) | voriconazole [0.53 uM] | None | Hoepfner D~Parker CN, 2012	het | growth (pooled culture) | compound 2 [0.1 uM] | None | Hoepfner D~Parker CN, 2012	het | growth (pooled culture) | compound 2 [0.25 uM] | None | Hoepfner D~Parker CN, 2012	het | growth (pooled culture) | compound 2 [0.5 uM] | None | Hoepfner D~Parker CN, 2012	het | growth (pooled culture) | compound 2 [0.75 uM] | None | Hoepfner D~Parker CN, 2012	het | growth (pooled culture) | compound 2 [1 uM] | None | Hoepfner D~Parker CN, 2012	het | growth (pooled culture) | compound 2 [2 uM] | None | Hoepfner D~Parker CN, 2012	het | growth (pooled culture) | compound 4 [200 uM] | None | Hoepfner D~Parker CN, 2012	het | growth (pooled culture) | compound 3 [0.1 uM] | None | Hoepfner D~Parker CN, 2012	het | growth (pooled culture) | compound 3 [0.25 uM] | None | Hoepfner D~Parker CN, 2012	het | growth (pooled culture) | compound 3 [0.5 uM] | None | Hoepfner D~Parker CN, 2012
YAR003W	0.113	0.165	0.033	-1.023	-1.352	-0.326	-0.920	-0.358	-1.527	-0.926	-1.285	-2.164	-0.056	-0.891	-0.815	-2.789	-0.023	0.008	0.357	0.039	-0.995	-0.170	0.067	0.056	0.237	-0.104	0.388	-0.952	0.040	-0.752	0.139	-0.568	-0.296
YAR007C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.188	-0.336	0.740	0.548	-1.962	-0.267	-0.017	0.987	0.038	-0.810	-1.591	-1.378	-2.218	-0.085	0.162	-1.312	-1.566
YAR008W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.081	-0.688	1.483	2.746	0.071	0.094	0.108	0.082	1.616	-0.658	-0.040	-1.193	-0.004	-0.532	0.169	-2.160	-0.728
YAR014C	-0.097	0.969	0.284	-0.706	-1.462	-0.024	-0.081	0.150	-0.120	0.331	-1.023	-1.849	-0.189	-1.214	-0.852	-1.902	-0.031	0.100	-0.781	0.264	-0.541	-0.335	-1.732	0.241	1.379	-0.123	-0.019	-0.663	0.034	-0.209	0.399	-1.114	0.083
YAR015W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.312	-0.361	0.458	0.024	-0.729	-0.195	-0.090	0.039	1.071	0.079	-0.054	-0.445	-0.313	-0.029	-0.052	-1.604	-0.836
YAR018C	0.074	0.307	0.280	-4.678	-4.603	-0.094	-0.006	-0.408	-0.728	0.149	-4.868	-2.091	-0.205	-2.340	-4.777	-4.250	-0.338	-1.615	1.490	0.496	-5.587	-3.873	-1.203	3.793	3.112	2.129	0.843	2.543	1.486	0.291	3.269	0.012	2.047
YAR019C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.039	-2.674	3.176	-1.113	-2.276	-0.045	-0.034	0.216	1.020	-0.566	0.004	-2.101	-1.071	-0.423	0.274	-2.108	-1.945
YAR020C	0.081	0.831	0.091	0.015	-0.002	-0.051	-0.026	0.220	0.027	0.786	-0.216	-0.920	-0.020	-0.178	-0.138	-0.295	0.133	-0.110	-0.482	0.353	-0.246	-1.487	-1.919	0.220	1.055	-1.916	-0.073	-1.226	-0.013	-0.279	0.453	-1.139	-1.624
YAR023C	0.049	0.470	0.673	0.050	-0.006	-1.902	0.012	-0.005	-0.620	0.623	-0.426	-0.149	0.021	-0.335	-1.060	-0.292	0.017	-0.051	2.178	1.640	0.000	-0.988	0.079	0.269	1.685	-0.644	-1.323	-1.166	-0.083	-1.300	0.290	-2.066	-0.876
YAR027W	0.035	0.276	1.011	-0.210	-0.589	-0.304	-0.087	0.013	-0.638	0.029	-1.298	-1.264	-0.081	-0.208	-0.157	-0.620	-0.081	0.009	0.492	0.337	-0.063	-0.011	0.027	0.235	1.206	-1.785	-1.507	-0.636	-1.350	0.017	0.307	-0.446	-0.935
YAR028W	0.605	0.068	-0.071	-2.053	-0.315	-0.408	0.017	0.060	-0.709	0.071	-1.623	-2.246	-0.015	-2.064	0.033	-2.123	-0.179	-1.158	0.778	0.029	-2.229	-1.391	-1.768	0.465	1.852	-0.033	-0.823	-0.162	-0.662	-1.676	0.541	-0.908	0.034
YAR029W	0.012	0.458	0.370	-0.239	-0.038	-0.064	1.077	0.179	-0.649	0.005	-0.301	-1.034	-0.041	0.083	0.003	-0.925	0.296	0.033	1.273	-0.034	-0.095	-0.424	-0.337	0.814	1.043	-0.075	-1.828	-0.825	0.004	-0.041	1.082	-2.101	-0.344
YAR030C	0.157	0.579	0.816	0.483	0.075	-0.774	0.118	0.116	-0.010	0.592	0.033	-0.961	-0.169	0.023	0.008	-0.309	0.061	0.028	0.616	1.512	0.002	-0.160	-0.233	0.017	1.545	0.001	-0.421	-0.140	-0.377	-0.217	0.230	-1.471	-0.390
YAR031W	1.252	0.806	1.879	0.011	0.004	1.043	0.074	0.081	0.029	0.353	-0.079	-0.662	-0.001	-0.020	-0.091	-0.702	0.656	0.011	0.935	1.194	-0.008	-0.108	-1.317	0.197	1.030	-0.272	-0.908	-1.427	-0.040	-0.007	0.093	-0.563	-0.323
YAR035W	0.192	0.304	0.828	-0.474	-0.513	-1.198	0.002	-0.783	-1.258	0.023	-0.615	-0.414	-0.057	-0.882	-0.155	-1.449	-0.071	0.063	0.645	-0.368	-0.727	-0.485	-0.305	1.383	1.769	-0.015	-1.623	-0.947	-0.478	-0.115	0.230	-1.058	-0.534
YAR040C	3.453	0.003	0.277	-0.083	-0.168	-0.401	-0.030	-0.016	-0.250	0.388	-1.189	-1.111	-0.288	-0.029	-0.055	-0.594	0.606	-0.006	1.566	-0.050	-1.784	-1.274	-0.575	0.103	1.387	-0.098	-0.203	-0.193	-0.459	-0.140	0.334	-2.436	-0.168
YAR042W	3.020	-0.051	0.007	-0.000	0.001	-0.467	-0.081	-0.024	-1.066	0.188	-0.075	-0.009	-0.721	-0.336	0.263	-0.031	1.901	-0.012	2.106	-0.008	-0.143	-0.248	-1.454	-0.116	0.316	-0.960	0.197	-0.144	-0.622	-0.654	0.100	-1.066	-0.769
YAR043C	0.192	0.258	0.340	-0.070	-0.535	-0.311	0.037	0.127	0.048	0.243	-0.270	-0.833	-0.953	-0.091	-1.190	-0.464	0.447	-0.031	2.287	-0.172	0.022	0.219	-0.815	-0.009	1.739	-0.308	-1.367	-0.955	-1.045	-0.523	1.278	-0.968	-0.157
YAR047C	0.119	0.181	-0.025	-0.851	-0.513	-2.009	-0.063	0.524	-0.883	0.005	-1.599	-1.195	0.036	-0.246	-0.154	-1.576	-0.939	-0.105	0.457	-0.460	7.353	11.120	0.438	0.205	0.672	-0.425	-0.031	1.470	2.185	-3.472	5.830	0.620	2.056
YAR050W	0.045	0.306	0.142	-0.781	-1.164	-1.773	-0.069	0.010	0.016	0.288	-0.189	-0.610	-0.095	-1.183	-0.484	-0.405	0.062	-0.124	-1.059	-1.081	-0.577	-1.819	0.141	1.821	1.304	-0.092	-0.302	-1.245	-0.044	-1.887	1.684	-2.667	-0.180
YBL001C	0.516	-0.485	-0.082	-0.661	-0.198	0.585	0.534	-0.078	0.008	0.003	-0.062	0.019	-0.092	1.303	0.028	0.113	-0.303	3.269	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YBL002W	0.100	-0.014	0.008	-0.167	-0.613	-0.047	0.054	-0.130	0.016	-0.090	-0.011	0.012	0.056	-0.012	0.258	-0.007	-1.477	0.999	-3.554	-1.016	-1.022	NaN	-0.797	NaN	NaN	0.758	0.398	NaN	NaN	NaN	NaN	NaN	NaN
YBL003C	0.023	-0.218	-2.123	-0.628	-0.010	0.243	0.073	-0.193	0.003	-0.442	-0.086	-0.014	-0.162	0.077	-0.848	-1.056	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YBL004W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.411	0.072	-0.868	-0.073	-0.000	-0.010	1.023	-0.036	-0.595	-1.530	-0.128	-1.173	-0.822	-0.255	-0.036	-0.134	-0.036
YBL005W	-0.596	-0.074	0.710	-0.897	-0.344	0.217	0.718	0.047	1.168	0.987	0.207	-0.120	0.013	-0.018	-0.542	-0.549	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YBL006C	-3.505	0.098	-1.845	-0.319	-0.100	2.108	0.084	-0.239	1.087	-9.262	-2.006	-0.002	-0.053	6.982	-2.685	-0.680	-0.023	1.168	0.501	0.003	0.047	0.657	-0.289	-0.217	0.034	-0.178	0.503	0.049	0.413	0.014	0.888	0.519	0.669
YBL007C	-4.240	-0.966	-0.346	-0.358	-0.183	-0.031	-0.297	-0.055	-1.186	2.175	-0.160	-0.135	-1.221	-0.018	-1.629	-1.039	1.726	-0.158	-0.077	0.677	0.357	1.144	-0.165	0.168	0.283	0.820	0.048	-0.042	-0.288	-0.489	0.137	0.009	-0.076
YBL008W	-0.890	0.100	0.253	0.766	0.030	-0.012	0.034	0.235	0.091	0.481	0.487	0.017	0.028	-0.132	1.547	-0.031	0.120	-0.037	0.172	-0.028	0.071	0.025	-0.012	-0.009	0.227	-0.163	0.198	-0.364	0.082	0.088	-0.212	-0.140	0.011
YBL009W	-0.131	-0.796	-0.393	-0.898	-0.669	0.278	-0.095	0.055	-0.376	-0.578	-0.624	-0.102	0.087	0.035	0.059	-0.027	-1.301	-1.535	0.873	2.151	-0.157	-1.613	0.025	0.159	-0.157	0.053	0.025	0.039	0.054	1.058	-0.023	0.208	-0.076
YBL010C	-0.275	-0.009	1.059	-1.966	-2.003	-0.019	0.197	-0.209	-1.080	-2.215	-6.577	-6.582	0.220	0.066	-6.037	-6.701	-0.975	-0.074	-0.747	-0.738	-0.095	-0.054	0.136	-0.711	-0.744	-1.449	-0.550	-2.115	-1.266	0.161	-0.441	0.280	-3.131
YBL011W	0.816	0.014	0.135	0.942	0.286	0.490	1.183	0.402	1.365	0.133	0.385	1.371	0.304	1.054	0.211	0.310	-7.311	0.467	5.808	-0.132	12.351	12.249	-2.429	0.367	-0.586	-0.258	-0.123	-1.996	-4.015	-0.026	-5.701	-0.173	-2.012
YBL012C	0.478	1.731	0.184	-0.248	-0.027	0.005	0.004	0.004	0.179	0.890	0.068	0.034	0.321	2.191	0.150	-0.002	-1.628	0.159	1.042	0.020	-0.028	-0.498	-0.766	-0.053	0.030	-0.031	0.799	-0.029	-1.584	-0.091	0.036	-0.072	-1.702
YBL013W	-0.132	-0.064	0.350	-0.517	-0.227	0.024	-0.272	-0.178	0.058	0.000	0.002	-0.358	-0.091	-0.075	-0.013	-0.655	-0.656	0.306	0.441	-1.021	-0.134	-0.160	-0.024	-1.096	-1.086	-2.057	0.856	-0.088	0.128	-0.174	-3.773	-1.139	-1.352
YBL015W	-0.011	0.145	0.395	0.005	-0.301	0.216	-0.063	0.130	-0.029	0.015	0.142	-0.164	-0.054	-0.022	0.201	0.015	0.948	1.129	0.010	-0.055	0.129	0.155	0.402	0.178	0.296	0.023	0.485	0.094	1.142	-0.444	-0.015	-0.000	1.140
YBL016W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.319	0.006	-0.713	0.024	0.062	0.172	0.032	-0.018	-0.142	-0.133	0.016	-0.846	-0.061	0.072	0.048	-0.083	-1.186
YBL017C	0.200	0.468	-0.005	-0.107	-0.209	0.015	0.018	1.061	0.035	0.335	0.073	0.084	1.329	0.047	0.049	0.211	0.142	0.241	-1.655	-0.026	-0.003	-0.047	0.314	2.049	0.986	1.490	-0.008	-0.612	0.322	0.135	0.720	0.002	1.116
YBL018C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.355	0.006	0.065	0.050	-0.929	0.022	-0.114	-0.080	-0.009	-0.224	-0.030	-0.235	-0.032	-1.139	-0.333	-0.887	-0.200
YBL019W	0.497	-0.013	-0.421	1.409	0.057	0.150	-0.020	1.209	-0.064	-0.012	0.138	0.300	0.053	0.043	0.296	1.166	-0.361	0.021	0.607	0.155	-0.104	-0.057	-0.124	1.364	-0.134	0.052	-0.040	0.007	-0.640	0.805	0.007	0.086	-0.173
YBL020W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.685	-0.032	-0.424	-1.193	0.049	-0.192	-0.025	0.080	0.143	0.018	-0.152	-0.474	-0.089	-0.130	0.046	-0.060	-0.514
YBL022C	1.809	2.537	1.279	0.712	2.827	0.106	0.088	0.663	0.026	0.183	-1.702	0.286	-1.869	1.441	2.110	0.002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YBL023C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.109	0.041	-0.223	1.662	-6.515	-5.501	0.066	3.020	-0.181	0.777	3.297	3.868	3.334	-4.015	2.786	2.528	4.878
YBL024W	0.004	-0.042	0.029	-1.239	-3.057	0.703	1.123	0.460	0.646	1.668	1.481	1.746	-0.657	2.553	2.659	0.225	-0.046	0.072	-0.510	-0.060	-0.054	-0.705	0.001	0.171	0.931	-0.012	0.133	-0.135	0.405	0.042	0.202	-0.019	0.104
YBL025W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.144	-0.180	0.194	0.121	-0.691	-0.463	0.046	0.583	-0.670	-0.017	-0.053	0.987	-0.005	-0.387	-0.033	1.071	-0.092
YBL026W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.185	-2.600	1.917	-1.612	-2.958	-4.973	-0.685	-5.547	-0.631	-4.960	-0.922	-0.084	0.117	0.927	0.031	-1.250	-3.851
YBL027W	0.079	-0.380	0.007	0.157	0.444	0.077	0.004	0.136	0.306	0.409	0.368	1.675	-1.171	0.611	2.426	1.570	1.804	7.234	0.357	0.068	0.061	0.175	0.238	0.747	0.127	0.994	1.211	4.784	0.993	-0.136	1.016	0.466	5.195
YBL028C	1.339	0.368	0.426	-0.205	-0.829	0.204	-0.011	-0.511	0.219	0.001	-0.233	-0.836	-0.151	-0.011	-0.012	-0.913	-0.096	0.674	-0.485	-0.077	-0.028	-0.052	0.061	0.032	0.435	-0.244	0.093	-0.435	0.327	-0.012	0.011	-0.238	0.000
YBL029W	0.141	0.069	0.256	0.044	-0.049	0.051	0.129	-0.126	0.018	0.105	-0.006	-0.702	0.001	0.063	0.394	-0.092	1.034	0.775	0.217	-0.398	-0.046	0.008	0.927	0.169	0.120	-0.076	0.018	-0.820	0.391	0.030	0.057	-0.057	-0.011
YBL030C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.035	-0.025	1.085	0.025	0.099	-0.282	1.066	0.546	-0.059	-2.358	-0.770	-2.007	-0.021	-0.827	0.018	0.011	-0.243
YBL031W	0.074	1.793	-0.021	-2.378	-2.577	0.036	0.032	-0.125	1.320	-0.186	0.108	-0.950	0.060	0.105	1.399	-0.055	0.085	0.041	-0.260	-0.152	0.107	0.005	-0.915	-0.422	-0.082	0.003	-0.249	-1.268	-1.048	-0.214	0.040	-0.008	-1.340
YBL032W	-0.003	-0.484	-0.255	0.839	1.749	0.382	2.145	2.016	1.730	0.055	0.210	-0.010	0.170	0.100	0.012	0.016	-0.057	-0.588	0.007	0.082	0.285	0.924	0.009	-2.050	-2.260	-1.471	-0.090	0.003	-0.061	0.020	-1.715	0.768	-0.210
YBL033C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.306	0.037	0.885	0.205	0.025	-0.027	-0.085	-0.082	0.002	-0.068	-2.258	0.036	-0.150	0.694	-0.116	-0.310	-1.544
YBL034C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.317	-2.098	-1.499	0.183	-0.215	-1.004	-0.022	-0.260	-0.141	0.017	-0.989	-2.102	-1.219	-0.082	-0.073	-1.343	-1.637
YBL035C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.397	-0.705	-0.105	0.229	0.030	-0.064	0.763	0.388	-0.020	0.057	-0.005	-0.384	-0.950	-0.062	-0.060	-0.165	-0.185
YBL036C	-0.128	0.133	0.150	-0.008	-0.002	0.162	0.007	0.046	0.064	0.035	0.122	-0.656	-0.062	0.018	0.008	-0.004	-0.388	-0.055	0.028	-0.671	-0.001	0.001	0.163	0.005	-0.032	-0.802	-0.135	-0.053	-0.509	0.047	0.022	0.041	-0.172
YBL037W	-0.045	0.780	-0.011	-0.407	-0.314	-0.006	-0.018	0.158	-0.001	-0.130	-0.116	-1.077	0.089	0.014	-0.429	-1.304	-0.060	0.028	-0.226	-0.071	0.081	0.058	-0.175	0.022	0.011	0.033	-0.034	-0.255	-0.176	-0.997	0.081	-0.625	-0.080
YBL038W	0.559	-0.268	-3.612	4.583	4.351	-0.221	0.056	1.492	5.212	0.272	4.427	2.290	0.120	0.256	6.102	3.223	-0.527	0.040	-0.391	1.101	1.035	0.288	-0.210	0.429	-0.097	0.796	-0.561	0.126	-0.020	1.652	0.136	1.016	-1.123
YBL039C	7.179	-0.053	-0.397	5.550	5.666	2.654	-0.831	1.419	0.972	4.056	3.085	0.029	0.353	8.061	1.595	-0.226	0.735	0.340	-0.613	-0.083	0.937	0.165	0.145	-0.005	0.005	2.101	0.033	0.871	1.091	0.164	-0.102	1.713	0.506
YBL040C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.006	0.748	-0.259	-0.522	-0.011	0.033	0.100	-0.013	0.014	-0.084	0.022	-0.018	0.110	-1.460	-0.029	-1.484	-0.010
YBL041W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.263	0.170	-0.318	-0.625	-0.183	0.700	0.194	0.114	0.760	-1.513	-0.566	0.792	0.057	-0.026	0.199	0.013	0.219
YBL042C	-2.387	0.045	0.354	1.111	1.191	1.890	-1.335	0.047	-1.833	-0.280	-2.572	-1.846	0.036	-1.380	-0.768	-1.385	-1.154	-8.597	0.481	0.108	0.100	1.712	0.284	-1.325	-2.955	-5.171	-5.530	-8.984	-10.120	-1.827	-2.992	-6.169	-11.449
YBL043W	-1.604	-0.659	-1.053	0.015	-1.216	-0.178	0.685	0.011	-0.470	-0.079	-0.192	-0.127	-0.331	-0.980	-0.086	-0.854	0.107	-0.685	0.035	0.032	0.006	-0.053	-0.229	0.026	-0.098	-0.005	0.097	-0.251	-0.135	0.082	-0.355	-1.005	-0.044
YBL044W	-0.037	-0.081	0.790	-0.107	-0.091	0.043	-0.051	-1.523	-2.073	-0.095	-0.174	-0.095	0.471	-1.769	-0.090	-0.316	-3.590	-6.428	0.442	-1.627	0.193	-2.059	-0.293	-0.058	0.007	-6.422	-1.736	-3.644	-0.273	0.002	-2.874	-2.688	-0.073
YBL045C	-0.056	-0.316	-0.396	0.552	1.946	-0.085	0.003	-0.150	-0.030	-0.069	1.449	0.097	3.098	0.015	0.985	0.156	-0.037	-0.817	-0.268	0.146	-0.262	-0.037	0.008	0.105	0.006	-0.010	-0.116	-0.014	-0.776	-0.223	-0.261	-0.060	-0.036
YBL046W	0.219	0.640	0.089	0.469	1.101	0.166	0.189	2.698	1.609	0.166	0.005	-0.057	0.495	1.512	0.344	-0.034	-0.311	-2.677	-2.733	-0.112	2.262	3.486	-1.891	0.095	-0.254	1.766	0.013	-0.032	-0.322	0.077	-0.107	-0.009	-3.557
YBL047C	0.807	-0.023	-0.200	-1.489	-3.635	-0.546	0.692	0.114	0.176	0.496	0.153	0.286	0.040	0.131	1.412	-0.025	-22.997	NaN	NaN	-16.311	-5.765	NaN	NaN	NaN	NaN	-0.141	-0.373	NaN	NaN	NaN	NaN	NaN	NaN
YBL048W	0.031	0.843	1.406	-0.884	-0.486	-0.400	-0.121	-0.241	-0.551	0.194	-0.123	-0.257	-0.044	-0.046	-0.009	-0.060	0.009	0.039	0.003	-0.112	0.097	0.002	0.094	0.150	0.197	-0.047	-0.016	-0.014	-0.066	0.050	0.223	-0.457	0.640
YBL049W	0.012	-0.019	-0.012	-1.269	-0.135	0.027	-2.814	-0.031	-0.013	-0.117	-0.606	-1.546	-0.091	-0.198	0.048	-1.073	-2.211	-0.009	0.533	-0.491	-0.337	-0.082	-0.025	0.381	0.012	0.049	-0.188	-1.333	-0.508	-0.475	-0.031	-0.101	0.079
YBL050W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.087	-0.227	-0.851	-0.995	-4.822	-4.826	0.685	-0.779	-0.151	-0.077	-0.695	-1.950	-1.658	-0.029	0.103	-0.168	-0.145
YBL051C	0.569	-0.031	0.008	3.821	3.205	1.729	1.050	-0.004	1.579	0.064	0.651	1.730	-1.023	1.795	3.913	0.848	0.006	0.888	-0.572	-0.363	0.193	1.155	-0.014	0.087	0.172	0.832	0.115	0.346	0.822	-0.897	0.268	0.483	1.048
YBL052C	-0.902	-2.424	0.253	-3.300	-3.130	0.424	-1.490	-0.756	-3.633	0.019	-0.480	-1.930	-0.006	-2.410	-1.775	-1.904	-0.861	-0.488	-0.896	-0.188	0.058	0.044	-0.408	0.050	-0.124	-0.458	-0.204	-0.151	-2.389	0.120	0.044	-0.174	-0.715
YBL053W	0.052	0.120	-0.037	-2.228	-1.773	-0.330	0.041	-0.002	0.008	-0.025	-0.424	-0.999	-0.252	-0.765	-0.082	-1.131	-0.031	-1.638	-0.991	-0.977	0.049	0.068	0.100	-0.361	0.145	0.045	-0.243	1.065	0.774	-0.123	-0.139	-0.568	-0.447
YBL054W	-1.907	-0.010	0.116	-3.049	-2.788	-0.187	-0.617	-0.227	-0.178	-0.103	-4.298	-2.867	-0.812	-0.112	-0.107	-1.217	-0.314	-0.447	0.625	0.068	0.477	0.681	-0.230	-0.003	-1.065	-0.169	-1.068	-2.398	-3.816	0.284	-1.624	-1.290	-2.746
YBL055C	0.160	-0.007	0.086	-0.078	-0.004	-0.496	0.104	-0.013	-0.003	0.016	-1.936	-1.785	0.421	-0.112	0.011	-0.307	0.100	-2.017	0.825	0.146	0.040	-0.031	-2.179	-2.119	-0.172	-0.011	-0.157	-0.042	-0.079	-0.018	-0.064	-1.249	-0.944
YBL056W	-0.031	0.066	-0.004	-1.092	-0.145	0.368	1.795	-0.111	0.098	-0.206	-0.140	-0.290	0.357	-0.086	1.314	-0.125	-0.849	-0.630	-0.002	-0.090	0.168	0.593	-0.504	-0.698	-0.123	-0.036	-0.643	-0.156	-1.698	-0.003	0.095	-0.078	-1.923
YBL057C	0.102	0.006	0.278	-0.791	0.014	-0.592	0.085	-0.122	0.075	0.043	-1.302	-0.129	0.732	-0.011	-0.855	-1.262	-0.088	0.935	-0.605	-0.095	0.828	0.086	0.166	-0.346	0.072	0.013	-0.741	0.357	0.027	0.074	0.040	-0.028	0.061
YBL058W	-0.103	-2.975	0.922	-0.807	0.389	0.853	0.011	-0.032	0.016	-0.604	-0.052	0.148	0.252	0.411	0.513	1.736	-0.051	0.089	-1.608	-0.662	-0.092	-0.188	0.061	0.001	0.069	-0.758	0.040	-0.943	-0.016	-0.098	0.008	-0.150	-0.035
YBL059W	0.054	0.121	-0.143	-0.542	-0.754	0.185	-0.788	-1.866	-0.135	-0.355	-0.046	0.086	-0.131	-0.304	-0.106	-0.257	-0.010	-0.112	-0.408	-0.962	0.006	0.050	0.608	-0.019	-0.499	-0.260	-0.326	-0.180	-0.928	-0.727	-0.431	-0.295	-0.542
YBL060W	0.010	-0.327	0.040	-0.002	-0.033	0.063	-0.029	0.139	-0.002	-0.111	-0.724	-0.995	-0.023	-0.155	-0.108	-0.953	-1.455	0.779	-0.656	-0.908	-0.372	-0.175	-0.641	0.009	-0.015	-0.460	0.051	-0.001	0.011	0.126	0.005	-0.114	0.014
YBL061C	-1.757	0.009	-0.009	-1.661	-1.777	-0.085	-0.014	0.097	1.747	0.053	-0.173	-1.366	0.116	0.173	0.003	-0.325	-0.124	-0.852	0.204	0.022	-0.784	0.184	-0.224	-0.177	0.021	-0.012	-0.448	-1.317	-0.489	0.039	-0.222	-1.030	-0.261
YBL062W	-0.092	0.009	-0.092	-1.746	-2.423	0.083	-0.067	0.405	-1.134	-0.057	-1.178	-0.564	0.109	0.079	-0.156	-1.868	-0.095	0.077	-0.361	-0.096	0.483	0.362	0.421	0.033	0.308	0.008	-0.220	0.077	0.950	0.066	-0.070	-0.786	0.054
YBL063W	0.027	-0.033	0.067	-0.979	-0.260	0.033	-0.150	-0.031	-0.655	-0.434	-0.022	-1.001	-0.010	0.015	-0.144	-1.001	-0.023	0.163	-0.219	-0.294	-0.022	0.087	-0.981	0.200	0.120	-0.118	0.007	-0.726	0.125	-0.029	0.051	-0.107	0.028
