ORF	het | growth (relative abundance in pooled culture) | 3-nitroso-2-phenylimidazo[1,2-a]pyridine [9 uM] | Yu L~Bellaoui M, 2008	het | growth (relative abundance in pooled culture) | 3-nitroso-2-phenylimidazo[1,2-a]pyrimidine [9 uM] | Yu L~Bellaoui M, 2008	hom | growth (relative abundance in pooled culture) | 3-nitroso-2-phenylimidazo[1,2-a]pyridine [9 uM] | Yu L~Bellaoui M, 2008	hom | growth (relative abundance in pooled culture) | 3-nitroso-2-phenylimidazo[1,2-a]pyrimidine [9 uM] | Yu L~Bellaoui M, 2008	hap a | growth (relative abundance in pooled culture) | 3-nitroso-2-phenylimidazo[1,2-a]pyridine [9 uM] | Yu L~Bellaoui M, 2008	hap a | growth (relative abundance in pooled culture) | 3-nitroso-2-phenylimidazo[1,2-a]pyrimidine [9 uM] | Yu L~Bellaoui M, 2008
YNR030W	NaN	NaN	-1.444	0.984	NaN	NaN
YNR031C	NaN	NaN	-1.165	0.104	NaN	NaN
YNR032C-A	NaN	NaN	0.367	0.593	NaN	NaN
YNR032W	NaN	NaN	-0.466	-0.756	NaN	NaN
YNR033W	NaN	NaN	-0.247	0.294	NaN	0.599
YNR034W	NaN	NaN	-0.899	-0.122	NaN	NaN
YNR035C	-1.465	2.059	NaN	NaN	NaN	NaN
YNR036C	NaN	NaN	NaN	NaN	NaN	NaN
YNR037C	NaN	NaN	5.706	-0.074	1.639	NaN
YNR038W	-1.267	-0.949	NaN	NaN	NaN	NaN
YNR039C	NaN	NaN	0.588	2.013	NaN	NaN
YNR040W	NaN	NaN	0.051	2.610	NaN	NaN
YNR041C	NaN	NaN	7.622	-0.515	0.804	NaN
YNR042W	NaN	NaN	9.455	0.052	NaN	NaN
YNR043W	-0.291	-0.106	NaN	NaN	NaN	NaN
YNR044W	NaN	NaN	-0.243	-0.889	NaN	NaN
YNR045W	NaN	NaN	5.675	-0.938	0.537	NaN
YNR046W	-2.115	-1.273	NaN	NaN	NaN	NaN
YNR047W	NaN	NaN	NaN	NaN	NaN	0.776
YNR048W	NaN	NaN	-1.090	-0.734	NaN	NaN
YNR049C	NaN	NaN	-0.277	1.796	NaN	NaN
YNR050C	NaN	NaN	0.646	-1.652	NaN	NaN
YNR051C	NaN	NaN	0.763	-2.474	NaN	NaN
YNR052C	NaN	NaN	-0.013	1.252	NaN	NaN
YNR053C	-3.846	-2.775	NaN	NaN	NaN	NaN
YNR054C	-1.454	-0.647	NaN	NaN	NaN	NaN
YNR055C	NaN	NaN	-0.014	0.320	NaN	NaN
YNR056C	NaN	NaN	-0.287	-0.848	NaN	NaN
YNR057C	NaN	NaN	-0.507	-1.087	NaN	NaN
YNR058W	NaN	NaN	-0.876	0.917	NaN	NaN
YNR059W	NaN	NaN	-0.192	0.876	NaN	NaN
YNR060W	NaN	NaN	0.632	0.831	NaN	NaN
YNR061C	NaN	NaN	-0.429	0.090	NaN	NaN
YNR062C	NaN	NaN	-0.348	-0.538	NaN	NaN
YNR063W	NaN	NaN	-0.562	-0.150	NaN	NaN
YNR064C	NaN	NaN	0.572	-0.349	NaN	NaN
YNR065C	NaN	NaN	-0.795	-1.282	NaN	NaN
YNR066C	NaN	NaN	2.017	1.312	NaN	NaN
YNR067C	NaN	NaN	-0.232	0.402	NaN	NaN
YNR068C	NaN	NaN	-0.008	1.469	NaN	NaN
YNR069C	NaN	NaN	-0.412	0.264	NaN	NaN
YNR070W	NaN	NaN	0.991	0.988	NaN	NaN
YNR071C	NaN	NaN	0.751	0.790	0.510	NaN
YNR072W	NaN	NaN	0.439	0.484	NaN	NaN
YNR073C	NaN	NaN	-0.049	0.261	NaN	NaN
YNR074C	NaN	NaN	0.394	0.682	NaN	NaN
YNR075W	NaN	NaN	-0.341	0.318	NaN	NaN
YOL001W	NaN	NaN	2.969	-0.273	NaN	NaN
YOL002C	NaN	NaN	0.283	-0.806	NaN	NaN
YOL003C	NaN	NaN	1.152	2.963	NaN	NaN
YOL004W	NaN	NaN	0.310	1.221	NaN	NaN
YOL005C	0.540	1.647	NaN	NaN	NaN	NaN
YOL006C	NaN	NaN	-0.336	0.206	NaN	NaN
YOL007C	NaN	NaN	-0.537	0.369	NaN	NaN
YOL008W	NaN	NaN	5.287	0.428	NaN	NaN
YOL009C	NaN	NaN	1.840	0.194	NaN	NaN
YOL010W	-0.207	0.539	NaN	NaN	NaN	NaN
YOL011W	NaN	NaN	1.290	1.066	NaN	NaN
YOL012C	NaN	NaN	NaN	NaN	NaN	NaN
YOL013C	NaN	NaN	-0.184	-1.015	NaN	NaN
YOL013W-A	NaN	NaN	-0.354	0.163	NaN	NaN
YOL014W	NaN	NaN	NaN	NaN	NaN	NaN
YOL015W	NaN	NaN	-0.797	-0.213	NaN	NaN
YOL016C	NaN	NaN	0.407	-0.144	NaN	NaN
YOL017W	NaN	NaN	-0.283	0.002	NaN	NaN
YOL018C	NaN	NaN	-1.693	-1.814	NaN	NaN
YOL019W	NaN	NaN	-0.253	-0.285	NaN	NaN
YOL020W	NaN	NaN	-1.427	-0.223	NaN	NaN
YOL021C	-1.674	-0.605	NaN	NaN	NaN	NaN
YOL022C	0.180	0.354	NaN	NaN	NaN	NaN
YOL023W	NaN	NaN	6.535	-0.798	0.657	NaN
YOL024W	NaN	NaN	-0.797	-0.169	NaN	NaN
YOL025W	NaN	NaN	-1.021	0.502	NaN	NaN
YOL026C	0.412	-0.836	NaN	NaN	NaN	NaN
YOL027C	NaN	NaN	2.303	-0.688	NaN	NaN
YOL028C	NaN	NaN	-0.210	0.330	NaN	NaN
YOL029C	NaN	NaN	-1.486	-1.378	NaN	NaN
YOL030W	NaN	NaN	1.382	1.589	NaN	NaN
YOL031C	NaN	NaN	-1.398	-0.880	NaN	NaN
YOL032W	NaN	NaN	-0.489	0.168	NaN	NaN
YOL033W	NaN	NaN	3.350	-0.060	1.499	NaN
YOL034W	0.638	0.710	NaN	NaN	NaN	NaN
YOL035C	NaN	NaN	NaN	NaN	NaN	NaN
YOL036W	NaN	NaN	-0.694	-1.200	NaN	NaN
YOL037C	NaN	NaN	-0.354	0.151	NaN	NaN
YOL038W	-1.630	1.799	NaN	NaN	NaN	NaN
YOL039W	NaN	NaN	-1.704	-2.753	NaN	NaN
YOL040C	NaN	NaN	NaN	NaN	NaN	NaN
YOL041C	NaN	NaN	-2.351	-2.267	NaN	NaN
YOL042W	NaN	NaN	-0.697	-0.296	NaN	NaN
YOL043C	NaN	NaN	-0.658	-0.244	NaN	NaN
YOL044W	NaN	NaN	0.700	-0.613	NaN	NaN
YOL045W	NaN	NaN	-0.063	0.780	NaN	NaN
YOL046C	NaN	NaN	-0.414	0.675	NaN	NaN
YOL047C	NaN	NaN	-0.271	0.916	NaN	NaN
YOL048C	NaN	NaN	0.765	1.645	NaN	NaN
YOL049W	NaN	NaN	-0.041	0.116	NaN	NaN
YOL050C	NaN	NaN	1.167	0.560	NaN	NaN
YOL051W	NaN	NaN	NaN	NaN	2.015	0.707
YOL052C	NaN	NaN	-0.860	1.768	NaN	NaN
YOL053C-A	NaN	NaN	-0.209	-0.342	NaN	NaN
YOL053W	NaN	NaN	1.249	1.121	NaN	NaN
YOL054W	NaN	NaN	0.841	3.049	NaN	NaN
YOL055C	NaN	NaN	0.021	1.680	NaN	NaN
YOL056W	NaN	NaN	-0.292	0.679	NaN	NaN
YOL057W	NaN	NaN	0.426	0.721	NaN	NaN
YOL058W	NaN	NaN	0.228	0.662	NaN	NaN
YOL059W	NaN	NaN	-0.650	0.372	NaN	NaN
YOL060C	NaN	NaN	-1.153	-0.181	NaN	NaN
YOL061W	NaN	NaN	0.015	-0.380	NaN	NaN
YOL062C	NaN	NaN	-0.600	0.205	NaN	NaN
YOL063C	NaN	NaN	-0.793	0.105	NaN	NaN
YOL064C	NaN	NaN	-0.266	-0.103	NaN	NaN
YOL065C	NaN	NaN	1.992	1.133	NaN	NaN
YOL066C	-0.064	0.029	NaN	NaN	NaN	NaN
YOL067C	NaN	NaN	0.914	0.978	NaN	NaN
YOL068C	NaN	NaN	-1.100	-1.752	NaN	NaN
YOL069W	-1.692	0.231	NaN	NaN	NaN	NaN
YOL070C	NaN	NaN	-0.546	0.741	NaN	NaN
YOL071W	NaN	NaN	1.162	1.894	NaN	NaN
YOL072W	NaN	NaN	NaN	NaN	NaN	NaN
YOL075C	NaN	NaN	-0.260	0.802	NaN	NaN
YOL076W	NaN	NaN	0.483	1.319	NaN	1.040
YOL077C	-3.522	-2.442	NaN	NaN	NaN	NaN
YOL078W	-0.666	-0.689	NaN	NaN	NaN	NaN
YOL079W	NaN	NaN	-1.044	-0.825	NaN	NaN
YOL080C	NaN	NaN	-0.608	-1.237	NaN	NaN
YOL081W	NaN	NaN	1.043	1.406	NaN	NaN
YOL082W	NaN	NaN	0.132	0.734	NaN	NaN
YOL083W	NaN	NaN	-0.820	0.885	NaN	NaN
YOL084W	NaN	NaN	-0.506	-0.277	NaN	NaN
YOL085C	NaN	NaN	-0.381	0.360	NaN	NaN
YOL086C	NaN	NaN	NaN	NaN	NaN	0.639
YOL087C	NaN	NaN	0.331	-0.860	NaN	NaN
YOL088C	NaN	NaN	0.535	-0.084	NaN	NaN
YOL089C	NaN	NaN	3.598	0.708	0.610	NaN
YOL090W	NaN	NaN	-2.127	-1.125	NaN	NaN
YOL091W	NaN	NaN	0.305	-0.122	NaN	NaN
YOL092W	NaN	NaN	-0.071	0.417	NaN	NaN
YOL093W	NaN	NaN	0.173	0.028	NaN	NaN
YOL094C	1.308	0.823	NaN	NaN	NaN	NaN
YOL095C	NaN	NaN	4.037	-0.245	1.899	NaN
YOL096C	NaN	NaN	NaN	NaN	0.808	NaN
YOL097C	-0.580	0.509	NaN	NaN	NaN	NaN
YOL098C	NaN	NaN	-0.880	-0.469	NaN	NaN
YOL099C	NaN	NaN	-1.604	-0.111	NaN	NaN
YOL100W	NaN	NaN	0.162	0.145	1.625	NaN
YOL101C	NaN	NaN	NaN	NaN	NaN	NaN
YOL102C	0.113	1.293	NaN	NaN	NaN	NaN
YOL103W	NaN	NaN	-0.669	-0.274	NaN	NaN
YOL104C	NaN	NaN	0.590	0.763	NaN	NaN
YOL105C	NaN	NaN	-0.379	-0.610	NaN	NaN
YOL106W	NaN	NaN	0.339	0.362	NaN	NaN
YOL107W	NaN	NaN	0.411	0.551	NaN	NaN
YOL108C	NaN	NaN	8.248	-0.126	0.960	NaN
YOL109W	NaN	NaN	1.827	-1.292	NaN	NaN
YOL110W	NaN	NaN	-0.240	-0.281	NaN	NaN
YOL111C	NaN	NaN	0.260	-0.990	NaN	NaN
YOL112W	NaN	NaN	-0.580	-0.322	0.528	0.610
YOL113W	NaN	NaN	-0.938	-0.413	NaN	NaN
YOL114C	NaN	NaN	0.723	0.832	NaN	NaN
YOL115W	NaN	NaN	0.964	1.453	NaN	NaN
YOL116W	NaN	NaN	1.313	-0.340	NaN	NaN
YOL117W	NaN	NaN	-1.486	-0.372	NaN	NaN
YOL118C	NaN	NaN	0.560	1.083	NaN	NaN
YOL119C	NaN	NaN	-0.779	-1.561	NaN	NaN
YOL120C	-4.073	-1.329	NaN	NaN	NaN	NaN
YOL121C	NaN	NaN	0.074	0.166	NaN	NaN
YOL122C	NaN	NaN	-0.607	0.674	NaN	NaN
YOL123W	-0.603	-0.855	NaN	NaN	NaN	NaN
YOL124C	NaN	NaN	-0.716	-1.093	NaN	NaN
YOL125W	NaN	NaN	0.579	0.575	NaN	NaN
YOL126C	NaN	NaN	-1.164	-0.801	NaN	NaN
YOL127W	2.979	-0.231	NaN	NaN	NaN	NaN
YOL128C	NaN	NaN	-0.431	-0.091	NaN	NaN
YOL129W	NaN	NaN	0.851	-0.340	NaN	NaN
YOL130W	-1.310	-0.817	NaN	NaN	NaN	NaN
YOL131W	NaN	NaN	-0.855	-0.948	NaN	NaN
YOL132W	NaN	NaN	-0.100	0.394	0.634	NaN
YOL133W	-0.707	2.005	NaN	NaN	NaN	NaN
YOL134C	-0.851	-0.690	NaN	NaN	NaN	NaN
YOL135C	-0.545	-0.804	NaN	NaN	NaN	NaN
YOL136C	NaN	NaN	-1.635	-1.976	NaN	NaN
YOL137W	NaN	NaN	-1.999	-0.608	NaN	0.732
YOL138C	NaN	NaN	0.432	1.221	NaN	NaN
YOL139C	-1.357	-0.961	NaN	NaN	NaN	NaN
YOL141W	NaN	NaN	0.251	-0.031	NaN	NaN
YOL143C	NaN	NaN	NaN	NaN	NaN	NaN
YOL144W	-1.077	-0.900	NaN	NaN	NaN	NaN
YOL146W	NaN	NaN	NaN	NaN	NaN	NaN
YOL147C	NaN	NaN	0.236	0.379	NaN	NaN
YOL148C	NaN	NaN	NaN	NaN	NaN	NaN
YOL149W	-0.402	-0.136	NaN	NaN	NaN	NaN
YOL150C	NaN	NaN	-0.087	-0.560	NaN	NaN
YOL151W	NaN	NaN	-0.085	-0.593	NaN	NaN
YOL152W	NaN	NaN	0.069	0.394	NaN	NaN
YOL153C	NaN	NaN	-0.411	-0.840	NaN	NaN
YOL155C	NaN	NaN	-1.164	-0.675	NaN	NaN
YOL158C	NaN	NaN	-0.818	-0.592	NaN	NaN
YOL159C	NaN	NaN	0.402	1.616	NaN	NaN
YOL160W	NaN	NaN	1.267	1.409	NaN	NaN
YOL162W	NaN	NaN	0.346	0.322	NaN	NaN
YOL163W	NaN	NaN	-0.138	-0.097	NaN	NaN
YOR001W	NaN	NaN	-0.276	-1.339	NaN	NaN
YOR002W	NaN	NaN	-1.267	-1.271	NaN	NaN
YOR003W	NaN	NaN	-0.957	-0.759	NaN	NaN
YOR004W	NaN	NaN	NaN	NaN	NaN	NaN
YOR005C	NaN	NaN	-0.569	-0.565	NaN	NaN
YOR006C	NaN	NaN	NaN	NaN	NaN	NaN
YOR007C	NaN	NaN	-0.183	-0.229	NaN	NaN
YOR008C	NaN	NaN	NaN	NaN	NaN	NaN
YOR008C-A	NaN	NaN	-0.825	-1.218	NaN	NaN
YOR009W	NaN	NaN	0.104	-0.050	NaN	NaN
YOR010C	NaN	NaN	-1.124	-0.410	NaN	NaN
YOR011W	NaN	NaN	0.504	0.194	NaN	NaN
YOR012W	NaN	NaN	-0.258	0.552	NaN	NaN
YOR013W	NaN	NaN	0.293	0.754	NaN	NaN
YOR014W	NaN	NaN	1.529	1.364	NaN	NaN
YOR015W	NaN	NaN	0.298	0.954	NaN	NaN
YOR016C	NaN	NaN	-0.850	-1.376	NaN	NaN
YOR017W	NaN	NaN	-0.112	0.386	NaN	NaN
YOR018W	NaN	NaN	-0.332	-0.540	0.502	NaN
YOR019W	NaN	NaN	0.673	0.789	NaN	NaN
YOR020C	1.237	0.924	NaN	NaN	NaN	NaN
YOR021C	NaN	NaN	0.615	1.247	NaN	NaN
YOR022C	NaN	NaN	2.415	1.347	NaN	NaN
YOR023C	NaN	NaN	0.181	-0.512	NaN	NaN
YOR024W	NaN	NaN	-0.988	0.062	NaN	NaN
YOR025W	NaN	NaN	-0.661	1.138	NaN	NaN
YOR026W	NaN	NaN	NaN	NaN	NaN	NaN
YOR027W	NaN	NaN	-0.043	-0.451	NaN	NaN
YOR028C	NaN	NaN	-2.464	-0.646	NaN	NaN
YOR029W	NaN	NaN	-0.547	-0.063	NaN	NaN
YOR030W	NaN	NaN	1.193	1.834	NaN	NaN
YOR031W	NaN	NaN	-1.017	-0.818	NaN	NaN
YOR032C	NaN	NaN	-0.796	-0.737	NaN	NaN
YOR033C	NaN	NaN	-0.470	0.437	1.040	NaN
YOR034C	NaN	NaN	0.560	-0.268	NaN	NaN
YOR035C	NaN	NaN	-1.025	-0.885	NaN	NaN
YOR036W	NaN	NaN	0.629	0.438	NaN	NaN
YOR037W	NaN	NaN	1.537	0.549	NaN	NaN
YOR038C	NaN	NaN	-0.789	0.217	NaN	NaN
YOR039W	NaN	NaN	1.016	1.239	NaN	NaN
YOR040W	NaN	NaN	0.871	0.212	NaN	NaN
YOR041C	NaN	NaN	-0.949	0.642	NaN	NaN
YOR042W	NaN	NaN	-0.684	-0.517	NaN	NaN
YOR043W	NaN	NaN	0.835	0.282	NaN	NaN
YOR044W	NaN	NaN	-1.132	-0.029	NaN	NaN
YOR045W	NaN	NaN	-0.535	-1.119	NaN	NaN
YOR046C	-1.337	-0.667	NaN	NaN	NaN	NaN
YOR047C	NaN	NaN	-0.383	-0.217	NaN	NaN
YOR048C	-1.021	1.136	NaN	NaN	NaN	NaN
YOR049C	NaN	NaN	0.194	0.448	NaN	NaN
YOR050C	NaN	NaN	0.534	0.785	NaN	NaN
YOR051C	NaN	NaN	0.281	4.784	NaN	NaN
YOR052C	NaN	NaN	-0.828	-0.501	NaN	NaN
YOR053W	NaN	NaN	-1.506	-1.361	NaN	NaN
YOR054C	NaN	NaN	-0.124	-0.092	NaN	NaN
YOR055W	NaN	NaN	-1.508	0.561	NaN	NaN
YOR056C	NaN	NaN	NaN	NaN	NaN	NaN
YOR057W	-0.713	-1.980	NaN	NaN	NaN	NaN
YOR058C	NaN	NaN	-0.074	0.278	NaN	NaN
YOR059C	NaN	NaN	-0.795	-1.189	NaN	NaN
YOR060C	-1.369	-1.463	NaN	NaN	NaN	NaN
YOR061W	NaN	NaN	2.043	0.024	NaN	NaN
YOR062C	NaN	NaN	-0.703	-0.562	NaN	NaN
YOR063W	-1.391	-1.090	NaN	NaN	NaN	NaN
YOR064C	NaN	NaN	0.075	-0.818	NaN	NaN
YOR065W	NaN	NaN	15.831	-0.185	0.859	NaN
YOR066W	NaN	NaN	1.493	2.520	NaN	NaN
YOR067C	NaN	NaN	-1.083	-1.058	NaN	NaN
YOR068C	NaN	NaN	0.434	0.000	NaN	NaN
YOR069W	NaN	NaN	0.140	-0.316	NaN	NaN
YOR070C	NaN	NaN	-0.419	-1.046	NaN	NaN
YOR071C	NaN	NaN	-0.186	1.084	NaN	NaN
YOR072W	NaN	NaN	-2.595	-1.896	NaN	NaN
YOR073W	NaN	NaN	NaN	NaN	NaN	NaN
YOR074C	-2.094	-1.193	NaN	NaN	NaN	NaN
YOR075W	-1.140	0.044	NaN	NaN	NaN	NaN
YOR076C	NaN	NaN	0.041	-0.627	NaN	NaN
YOR077W	NaN	NaN	NaN	NaN	NaN	NaN
YOR078W	NaN	NaN	-1.291	-0.852	NaN	NaN
YOR079C	NaN	NaN	-0.466	-0.029	NaN	NaN
YOR080W	NaN	NaN	NaN	NaN	NaN	NaN
YOR081C	NaN	NaN	0.024	0.514	NaN	NaN
YOR082C	NaN	NaN	-0.972	-1.163	NaN	NaN
YOR083W	NaN	NaN	-0.318	-0.727	NaN	NaN
YOR084W	NaN	NaN	0.338	-0.663	NaN	NaN
YOR085W	NaN	NaN	-0.259	-0.797	NaN	NaN
YOR086C	NaN	NaN	-0.627	0.767	NaN	NaN
YOR087W	NaN	NaN	-0.444	1.226	NaN	NaN
YOR088W	NaN	NaN	-0.928	0.323	NaN	NaN
YOR089C	NaN	NaN	1.181	1.477	NaN	NaN
YOR090C	NaN	NaN	-0.382	-0.280	NaN	NaN
YOR091W	NaN	NaN	2.150	6.340	NaN	NaN
YOR092W	NaN	NaN	0.555	0.896	NaN	NaN
YOR093C	NaN	NaN	-0.934	-0.730	NaN	NaN
YOR094W	NaN	NaN	0.162	-0.089	NaN	NaN
YOR095C	-1.494	-1.038	NaN	NaN	NaN	NaN
YOR096W	NaN	NaN	-2.139	-2.752	NaN	NaN
YOR097C	NaN	NaN	-0.626	0.169	NaN	NaN
YOR098C	-0.777	-1.135	NaN	NaN	NaN	NaN
YOR099W	NaN	NaN	0.609	0.787	NaN	NaN
YOR100C	NaN	NaN	-0.359	-0.145	NaN	NaN
YOR101W	NaN	NaN	0.300	0.122	NaN	NaN
YOR102W	0.149	0.459	NaN	NaN	NaN	NaN
YOR103C	NaN	NaN	NaN	NaN	NaN	NaN
YOR104W	NaN	NaN	NaN	NaN	NaN	NaN
YOR105W	NaN	NaN	0.541	1.130	NaN	NaN
YOR106W	NaN	NaN	NaN	NaN	NaN	NaN
YOR107W	NaN	NaN	-0.393	1.464	NaN	NaN
YOR108W	NaN	NaN	-0.348	-0.415	NaN	NaN
YOR109W	NaN	NaN	-0.716	0.046	NaN	NaN
YOR110W	0.048	0.041	NaN	NaN	NaN	NaN
YOR111W	NaN	NaN	0.176	-0.172	NaN	NaN
YOR112W	NaN	NaN	0.855	0.588	NaN	NaN
YOR113W	NaN	NaN	0.698	1.686	NaN	NaN
YOR114W	NaN	NaN	-0.399	-0.062	NaN	NaN
YOR115C	NaN	NaN	-0.975	-0.015	NaN	NaN
YOR116C	0.699	0.549	NaN	NaN	NaN	NaN
YOR117W	3.663	-1.455	NaN	NaN	NaN	NaN
YOR118W	NaN	NaN	-1.085	-0.314	NaN	NaN
YOR119C	-0.438	-0.776	NaN	NaN	NaN	NaN
YOR120W	NaN	NaN	-1.752	-1.676	NaN	NaN
YOR121C	NaN	NaN	-1.573	-1.239	NaN	NaN
YOR122C	-0.218	-1.468	NaN	NaN	NaN	NaN
YOR123C	NaN	NaN	0.277	1.283	NaN	NaN
YOR124C	NaN	NaN	-0.086	1.314	NaN	NaN
YOR125C	NaN	NaN	NaN	NaN	1.356	NaN
YOR126C	NaN	NaN	-0.339	-0.574	NaN	NaN
YOR127W	NaN	NaN	-0.606	0.024	NaN	NaN
YOR128C	1.107	0.492	NaN	NaN	NaN	NaN
YOR129C	NaN	NaN	-0.979	-1.519	NaN	NaN
YOR130C	NaN	NaN	-0.820	-0.883	NaN	NaN
YOR131C	NaN	NaN	-0.562	-2.035	NaN	NaN
YOR132W	NaN	NaN	-0.437	-1.234	NaN	NaN
YOR133W	NaN	NaN	0.211	0.213	NaN	NaN
YOR134W	NaN	NaN	-1.059	-0.837	NaN	NaN
YOR135C	NaN	NaN	-0.426	-0.647	NaN	NaN
YOR136W	NaN	NaN	-1.359	-1.953	NaN	NaN
YOR137C	NaN	NaN	-0.626	-0.509	NaN	NaN
YOR138C	NaN	NaN	-0.604	0.014	NaN	NaN
YOR139C	NaN	NaN	-1.368	-1.385	NaN	NaN
YOR140W	NaN	NaN	-0.292	-2.574	NaN	NaN
YOR141C	NaN	NaN	0.772	2.294	NaN	0.697
YOR142W	NaN	NaN	0.172	-1.341	NaN	NaN
YOR143C	-1.222	-1.268	NaN	NaN	NaN	NaN
YOR144C	NaN	NaN	-1.642	-0.909	NaN	NaN
YOR145C	-5.712	-3.277	NaN	NaN	NaN	NaN
YOR146W	-3.539	-2.898	NaN	NaN	NaN	NaN
YOR147W	NaN	NaN	0.214	-0.130	0.637	NaN
YOR148C	-0.292	-1.009	NaN	NaN	NaN	NaN
YOR149C	-1.875	-2.215	NaN	NaN	NaN	NaN
YOR150W	NaN	NaN	3.767	0.253	1.303	NaN
YOR151C	NaN	NaN	NaN	NaN	NaN	NaN
YOR152C	NaN	NaN	-0.189	-0.178	NaN	NaN
YOR153W	NaN	NaN	NaN	NaN	NaN	NaN
YOR154W	NaN	NaN	1.958	1.535	NaN	NaN
YOR155C	NaN	NaN	-0.921	-0.665	NaN	NaN
YOR156C	NaN	NaN	-0.222	0.245	NaN	NaN
YOR157C	NaN	NaN	NaN	NaN	NaN	NaN
YOR158W	NaN	NaN	3.775	-0.398	2.025	NaN
YOR159C	-0.300	0.142	NaN	NaN	NaN	NaN
YOR160W	0.933	0.512	NaN	NaN	NaN	NaN
YOR161C	NaN	NaN	-0.320	0.001	NaN	NaN
YOR162C	NaN	NaN	-1.401	-0.717	NaN	NaN
YOR163W	NaN	NaN	0.867	1.441	NaN	NaN
YOR164C	NaN	NaN	-0.535	-1.156	NaN	NaN
YOR165W	NaN	NaN	0.198	0.529	NaN	NaN
YOR166C	NaN	NaN	-0.325	0.201	NaN	NaN
YOR167C	NaN	NaN	-2.639	-2.454	NaN	NaN
YOR168W	-2.725	-1.494	NaN	NaN	NaN	NaN
YOR169C	0.448	-0.214	NaN	NaN	NaN	NaN
YOR170W	NaN	NaN	0.009	-0.257	NaN	NaN
YOR171C	NaN	NaN	-1.932	-2.258	NaN	NaN
YOR172W	NaN	NaN	-2.190	-0.135	NaN	NaN
YOR173W	NaN	NaN	-0.884	-1.136	NaN	NaN
YOR174W	-0.079	0.932	NaN	NaN	NaN	NaN
YOR175C	NaN	NaN	-1.822	-0.844	NaN	NaN
YOR176W	-0.172	0.238	NaN	NaN	NaN	NaN
YOR177C	NaN	NaN	0.229	0.237	NaN	NaN
YOR178C	NaN	NaN	1.281	0.752	NaN	NaN
YOR179C	NaN	NaN	1.456	-2.235	NaN	NaN
YOR180C	NaN	NaN	0.296	0.520	NaN	NaN
YOR181W	-0.966	1.214	NaN	NaN	NaN	NaN
YOR182C	NaN	NaN	-2.159	-3.651	0.555	NaN
YOR183W	NaN	NaN	-0.597	-0.419	NaN	NaN
YOR184W	NaN	NaN	0.143	-0.102	0.524	NaN
YOR185C	NaN	NaN	0.267	0.223	NaN	NaN
YOR186W	NaN	NaN	-1.128	-0.800	NaN	NaN
YOR187W	NaN	NaN	NaN	NaN	NaN	NaN
YOR188W	NaN	NaN	-0.987	-0.857	NaN	NaN
YOR189W	NaN	NaN	-2.182	-1.452	NaN	NaN
YOR190W	NaN	NaN	-1.317	-2.357	NaN	NaN
YOR191W	NaN	NaN	-0.555	0.612	NaN	NaN
YOR192C	NaN	NaN	-1.275	-1.953	NaN	NaN
YOR193W	NaN	NaN	-0.516	-0.197	NaN	NaN
YOR194C	-2.292	0.099	NaN	NaN	NaN	NaN
YOR195W	NaN	NaN	-0.158	2.015	NaN	NaN
YOR196C	NaN	NaN	-0.532	-1.665	0.928	NaN
YOR197W	NaN	NaN	-0.875	-0.346	NaN	NaN
YOR198C	NaN	NaN	NaN	NaN	NaN	NaN
YOR199W	NaN	NaN	NaN	NaN	NaN	NaN
YOR200W	NaN	NaN	NaN	NaN	0.782	NaN
YOR201C	NaN	NaN	NaN	NaN	0.910	NaN
YOR202W	NaN	NaN	-0.080	0.040	NaN	NaN
YOR203W	0.083	-0.413	NaN	NaN	NaN	NaN
YOR204W	-1.221	-1.085	NaN	NaN	NaN	NaN
YOR205C	NaN	NaN	2.001	0.832	1.508	NaN
YOR206W	-5.029	-2.888	NaN	NaN	NaN	NaN
YOR207C	0.275	0.872	NaN	NaN	NaN	NaN
YOR208W	NaN	NaN	-0.821	-0.498	NaN	NaN
YOR209C	NaN	NaN	0.157	-1.551	NaN	NaN
YOR210W	-2.817	0.135	NaN	NaN	NaN	NaN
YOR211C	NaN	NaN	2.839	-0.927	0.532	NaN
YOR212W	0.007	0.426	NaN	NaN	NaN	NaN
YOR213C	NaN	NaN	0.361	0.256	NaN	NaN
YOR214C	NaN	NaN	-0.686	-0.396	NaN	NaN
YOR215C	NaN	NaN	-0.222	-0.129	NaN	NaN
YOR216C	NaN	NaN	-0.701	0.782	NaN	NaN
YOR217W	-0.520	0.371	NaN	NaN	NaN	NaN
YOR218C	0.768	0.095	NaN	NaN	NaN	NaN
YOR219C	NaN	NaN	-0.573	-0.408	NaN	NaN
YOR220W	NaN	NaN	-0.860	-0.168	NaN	NaN
YOR221C	NaN	NaN	0.248	-0.066	NaN	NaN
YOR222W	NaN	NaN	0.381	0.423	NaN	NaN
YOR223W	NaN	NaN	-0.538	-0.617	NaN	0.683
YOR224C	NaN	NaN	NaN	NaN	NaN	NaN
YOR225W	NaN	NaN	-0.946	-0.851	NaN	NaN
YOR226C	NaN	NaN	1.032	0.240	NaN	NaN
YOR227W	NaN	NaN	-1.754	2.251	NaN	NaN
YOR228C	NaN	NaN	-1.023	-0.597	NaN	NaN
YOR229W	NaN	NaN	-0.684	-1.219	NaN	NaN
YOR230W	NaN	NaN	-0.144	-0.830	NaN	NaN
YOR231W	NaN	NaN	0.218	0.368	NaN	1.818
YOR232W	-1.168	-0.826	NaN	NaN	NaN	NaN
