ORF	hap a | abundance of caesium (gamma-counter) | caesium chloride [50 uM], Cs-134 [4 kBq/ml] | YPD | Heuck S~Kanter U, 2010	hap a | abundance of strontium (gamma-counter) | strontium dichloride [50 uM], Sr-85 [4 kBq/ml] | YPD | Heuck S~Kanter U, 2010
YPL259C	-5.100	1.850
YPL260W	-0.980	-1.560
YPL261C	0.800	-0.670
YPL262W	0.550	0.720
YPL263C	0.600	0.600
YPL264C	0.410	0.440
YPL265W	0.980	1.180
YPL267W	-0.140	1.210
YPL268W	-0.700	-2.330
YPL269W	0.780	1.050
YPL270W	1.030	1.090
YPL271W	NaN	NaN
YPL272C	0.140	-0.640
YPL273W	-1.340	-1.770
YPL274W	-0.480	-0.790
YPR001W	-0.590	-0.900
YPR002W	-0.170	-0.640
YPR003C	1.310	1.210
YPR004C	0.910	0.900
YPR005C	0.570	0.540
YPR006C	-0.350	-0.880
YPR007C	-0.100	-0.770
YPR008W	-1.480	-1.770
YPR009W	0.150	-0.650
YPR011C	-0.320	0.250
YPR012W	-1.860	-2.220
YPR013C	-0.700	-1.070
YPR014C	-0.680	-1.130
YPR015C	-0.750	-1.250
YPR017C	-1.220	-1.860
YPR018W	1.100	2.240
YPR020W	1.260	0.690
YPR021C	0.350	0.260
YPR022C	-0.120	-0.780
YPR023C	1.300	-0.210
YPR024W	-2.930	-2.190
YPR026W	0.330	0.040
YPR027C	-1.360	-1.650
YPR028W	-1.040	-1.620
YPR029C	-3.680	0.220
YPR030W	-0.780	-2.270
YPR031W	-0.110	-1.430
YPR032W	0.100	0.120
YPR036W	NaN	NaN
YPR037C	-2.050	-2.320
YPR038W	-1.760	-2.050
YPR039W	-1.500	-2.360
YPR040W	0.790	-1.610
YPR042C	0.410	-0.370
YPR043W	0.890	3.380
YPR044C	NaN	NaN
YPR045C	3.070	-2.260
YPR046W	-0.110	-0.470
YPR047W	0.650	-0.220
YPR049C	NaN	NaN
YPR050C	0.000	3.240
YPR051W	-0.060	2.490
YPR052C	-1.390	-2.280
YPR053C	-1.390	-1.800
YPR054W	-1.590	-1.990
YPR057W	1.500	3.100
YPR058W	0.290	-0.250
YPR059C	0.640	0.050
YPR060C	5.360	0.780
YPR061C	-1.160	-1.590
YPR062W	-0.530	-0.640
YPR063C	-0.430	-0.230
YPR064W	-0.550	0.250
YPR065W	-0.160	0.180
YPR066W	0.060	0.530
YPR067W	-1.710	-1.760
YPR068C	-1.760	-2.160
YPR069C	-1.370	-0.800
YPR070W	-0.950	3.680
YPR071W	0.250	-0.200
YPR072W	NaN	NaN
YPR073C	1.210	0.460
YPR074C	1.580	0.310
YPR075C	1.970	1.990
YPR076W	-0.610	-0.420
YPR077C	1.350	0.670
YPR078C	-0.500	-1.020
YPR079W	0.550	0.510
YPR083W	-0.050	-0.760
YPR084W	1.310	-0.080
YPR087W	-0.780	-2.410
YPR089W	-1.070	0.040
YPR091C	-0.810	1.250
YPR092W	-1.660	-0.570
YPR093C	0.270	-0.430
YPR095C	0.700	-0.360
YPR096C	0.860	1.030
YPR097W	1.060	1.750
YPR098C	-0.520	-0.600
YPR099C	NaN	NaN
YPR100W	0.020	-0.110
YPR101W	NaN	NaN
YPR106W	0.260	0.400
YPR109W	-0.630	-0.410
YPR111W	1.200	1.570
YPR114W	-0.020	0.430
YPR115W	-0.270	0.060
YPR116W	NaN	NaN
YPR117W	-0.480	-0.700
YPR118W	0.110	-0.370
YPR119W	0.520	0.410
YPR120C	0.710	0.570
YPR121W	-0.220	-0.430
YPR122W	-0.230	0.420
YPR123C	0.440	0.750
YPR124W	0.930	4.960
YPR125W	1.320	1.010
YPR126C	0.100	0.520
YPR127W	-0.380	0.510
YPR128C	0.940	1.780
YPR129W	-0.470	-0.930
YPR130C	0.520	0.570
YPR131C	NaN	NaN
YPR132W	0.140	0.970
YPR133W-A	1.680	1.480
YPR134W	-1.250	-1.590
YPR135W	-0.200	-1.440
YPR138C	-0.270	-0.600
YPR139C	NaN	NaN
YPR140W	-0.520	-1.400
YPR141C	-1.530	-1.140
YPR145W	-0.040	-0.090
YPR146C	0.860	0.610
YPR147C	0.720	1.330
YPR148C	-0.430	-0.680
YPR149W	0.370	0.400
YPR150W	-0.690	-1.270
YPR151C	-0.300	-0.880
YPR152C	0.080	-0.330
YPR153W	1.020	-0.940
YPR154W	0.090	-0.230
YPR155C	0.010	-0.700
YPR156C	-0.770	-0.980
YPR157W	-1.110	-0.990
YPR158W	0.820	0.560
YPR159W	NaN	NaN
YPR160W	0.230	4.890
YPR163C	-1.450	-2.870
YPR164W	-0.460	-2.940
YPR166C	1.200	0.790
YPR167C	-1.150	-1.110
YPR170C	-1.510	-3.120
YPR171W	-0.390	-0.440
YPR172W	-0.850	-1.150
YPR173C	-0.990	6.930
YPR174C	-1.180	-0.960
YPR179C	-1.420	-1.270
YPR184W	-0.930	-1.200
YPR185W	-0.010	-2.850
YPR188C	-0.560	-0.790
YPR189W	1.390	1.530
YPR191W	0.410	0.620
YPR192W	-1.410	-1.550
YPR193C	-0.920	-0.520
YPR194C	-1.840	2.910
YPR195C	-0.160	-0.750
YPR196W	-0.010	-0.670
YPR197C	0.290	0.610
YPR198W	-0.180	-0.900
YPR199C	0.320	-0.560
YPR200C	0.140	-0.910
YPR201W	-0.390	-1.280
